Handle,Title,Vendor,Kind,Reason
dejavu-dvd-rental-thriller,Dejavu,DVD,unmatched,TMDB has no imdb_id for this title
the-card-counter-dvd-rental-thriller,The Card Counter,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
contract-killer-dvd-rental-action,Contract Killer,DVD,ambiguous,ambiguous TMDB match
beautifully-insecure-dvd-rental-drama,Beautifully Insecure,DVD,unmatched,no UPCMDB records for this imdb_id
premonition-dvd-rental-thriller,Premonition,DVD,ambiguous,ambiguous TMDB match
gatsby-dvd-rental-drama,Gatsby,DVD,unmatched,TMDB has no imdb_id for this title
the-scorpion-king-4-quest-for-power-dvd-rental-action,The Scorpion King 4: Quest for Power,DVD,unmatched,no UPCMDB records for this imdb_id
the-american-dvd-rental-drama,The American,DVD,ambiguous,ambiguous TMDB match
brooklyn-dvd-rental-drama,Brooklyn,DVD,ambiguous,ambiguous TMDB match
inviticus-dvd-rental-drama,Inviticus,DVD,unmatched,no TMDB match
windsor-dvd-rental-drama,Windsor,DVD,unmatched,no UPCMDB records for this imdb_id
the-yes-men-dvd-rental-documentary,The Yes Men,DVD,unmatched,no UPCMDB records for this imdb_id
pray-for-morning-dvd-rental-horror,Pray for Morning,DVD,unmatched,no UPCMDB records for this imdb_id
the-driver-dvd-rental-comedy,The Driver,DVD,unmatched,no UPCMDB records for this imdb_id
future-shock-dvd-rental-sci-fi,Future Shock,DVD,unmatched,no UPCMDB records for this imdb_id
the-icebreaker-dvd-rental-thriller,The Icebreaker,DVD,unmatched,no UPCMDB records for this imdb_id
hard-candy-dvd-rental-thriller,Hard Candy,DVD,unmatched,no UPCMDB records for this imdb_id
the-ten-dvd-rental-comedy,The Ten,DVD,unmatched,no UPCMDB records for this imdb_id
dumb-and-dumber-dvd-rental-comedy,Dumb and Dumber,DVD,ambiguous,ambiguous TMDB match
jackass-3-unrated-dvd-rental-comedy,Jackass 3 (Unrated),DVD,ambiguous,ambiguous TMDB match
for-the-boys-dvd-rental-musical,For the Boys,DVD,unmatched,no UPCMDB records for this imdb_id
down-and-derby-dvd-rental-kids-family,Down and Derby,DVD,unmatched,no UPCMDB records for this imdb_id
eye-in-the-sky-dvd-rental-thriller,Eye in the Sky,DVD,ambiguous,ambiguous TMDB match
white-wolves-a-cry-in-the-wild-ii-dvd-rental-kids-family,White Wolves a Cry in the Wild II,DVD,unmatched,no UPCMDB records for this imdb_id
ghostbusters-2-dvd-rental-comedy,Ghostbusters 2,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
machine-gun-preacher-dvd-rental-action,Machine Gun Preacher,DVD,unmatched,no UPCMDB records for this imdb_id
lost-voyage-dvd-rental-horror,Lost Voyage,DVD,unmatched,no UPCMDB records for this imdb_id
police-story-dvd-rental-action,Police Story,DVD,ambiguous,ambiguous TMDB match
marley-me-dvd-rental-comedy,Marley & Me,DVD,unmatched,no UPCMDB records for this imdb_id
hank-and-mike-dvd-rental-comedy,Hank and Mike,DVD,unmatched,no UPCMDB records for this imdb_id
grindhouse-presents-planet-of-terror-dvd-rental-horror,Grindhouse Presents: Planet of Terror,DVD,unmatched,no TMDB match
emma-dvd-rental-drama,Emma.,DVD,ambiguous,ambiguous TMDB match
imaginary-heroes-dvd-rental-drama,Imaginary Heroes,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
green-zone-dvd-rental-action,Green Zone,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
saw-the-final-chapter-dvd-rental-horror,Saw: The Final Chapter,DVD,ambiguous,ambiguous TMDB match
annapolis-dvd-rental-drama,Annapolis,DVD,ambiguous,ambiguous TMDB match
warning-shot-dvd-rental-thriller,Warning Shot,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
a-little-trip-to-heaven-dvd-rental-thriller,A Little Trip to Heaven,DVD,unmatched,no UPCMDB records for this imdb_id
follow-the-river-dvd-rental-drama,Follow the River,DVD,unmatched,no UPCMDB records for this imdb_id
a-fathers-choice-wrangler-dvd-rental-drama,"A Fathers Choice, Wrangler",DVD,unmatched,no TMDB match
what-just-happened-dvd-rental-comedy,What Just Happened?,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
the-guardian-dvd-rental-action,The Guardian,DVD,ambiguous,ambiguous TMDB match
magic-mike-dvd-rental-comedy,Magic Mike,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
the-last-king-of-scotland-dvd-rental-drama,The Last King of Scotland,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
black-label-society-the-european-invasion-doom-troopin-dvd-rental-musical,"Black Label Society: The European Invasion, Doom Troopin'",DVD,unmatched,no UPCMDB records for this imdb_id
they-come-to-america-ii-dvd-rental-documentary,They Come to America II,DVD,unmatched,no UPCMDB records for this imdb_id
barber-shop-2-back-in-business-dvd-rental-comedy,Barber Shop 2: Back in Business,DVD,unmatched,no TMDB match
