title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Dejavu,,"""Mirna"" A young nurse, takes a job in a spooky house to help a disabled woman called ""Sofia"" In the house she has to deal with Sophia's strange husband and a constant feeling of deja vu.",,,,,,"DVD, thriller",,,0.00,,,,,1,70755322,,,,,,,,
The Card Counter,,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk.",,,,,,"DVD, thriller",,,0.00,,,,,1,70657018,,,,,,,,
Contract Killer,,,,,,,,"DVD, action",,,0.00,,,,,1,70525946,,,,,,,,
Beautifully Insecure,,"Imagine falling in love with someone but not being able to love yourself. Leanna was diagnosed with Alopecia at age 7 and by 9 years of age all of her hair was gone. By her early 20's her insecurities had such a grip on her heart that she became a master of hiding her hair loss. It wasn't until she met Terrence, the love of her life, that she felt she couldn't hide it any longer.",,,,,,"DVD, drama",,,0.00,,,,,1,70493178,,,,,,,,
Premonition,,,,,,,,"DVD, thriller",,,0.00,,,,,1,70460410,,,,,,,,
Gatsby,,"In the heart of the Gobi Desert, a herd of Bactrian camels follows the well-walked paths of the camels that came before them, but one camel dreams of a greater purpose outside the routine. Gatsby follows a mysterious voice into the desert in search of adventure, but the brutality of nature leaves him with a difficult question: are his dreams legitimate or just teenage delusions of grandeur?",,,,,,"DVD, drama",,,0.00,,,,,1,70427642,,,,,,,,
The Scorpion King 4: Quest for Power,,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",,,,,,"DVD, action",,,0.00,,,,,1,70362106,,,,,,,,
The American,,,,,,,,"DVD, drama",,,0.00,,,,,1,70329338,,,,,,,,
Brooklyn,,,,,,,,"DVD, drama",,,0.00,,,,,1,67904506,,,,,,,,
Inviticus,,"Invictus is a 2009 sports drama directed by Clint Eastwood, starring Morgan Freeman as Nelson Mandela and Matt Damon as the captain of South Africa's rugby team during the 1995 Rugby World Cup.",,,,,,"DVD, drama",,,0.00,,,,,1,67740666,,,,,,,,
Windsor,,Six high school seniors and their beloved local hero search for a graceful exit from a struggling small town.,,,,,,"DVD, drama",,,0.00,,,,,1,67642362,,,,,,,,
The Yes Men,,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.",,,,,,"DVD, documentary",,,0.00,,,,,1,40182778,,,,,,,,
Pray for Morning,,"Looking for a night of thrills, eight friends roam the abandoned Royal Crescent Hotel, where five students were murdered more than 20 years ago. When they discover a severed hand, they conjure up a evil spirit and unleash its bloody wrath. To survive the night, the friends must solve a century-old mystery that threatens to annihilate them one by one.",,,,,,"DVD, horror",,,0.00,,,,,1,40117242,,,,,,,,
