Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
a-chorus-of-disapproval-vhs-floor-sale-comedy,A Chorus of Disapproval,<p>Guy Jones (Irons) moves to a small British town and joins the local amateur dramatics society as a way to meet people. However he soon finds the drama offstage far outweighs those onstage.</p>,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,47564282,https://image.tmdb.org/t/p/w1280/fcqjkFdSIwXHLm8Scf8nAa67ZHh.jpg,,A Chorus of Disapproval (1989) poster,comedy
survival-of-the-illest-vhs-floor-sale-documentary,Survival of the Illest,"<p>The streets are lined with cash and the only way to get it from the gangsters is to steal without hesitation and gun for your life like there's no tomorrow -- and when the bullets finish blazing, only the illest will be left standing.</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Documentary, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,47531514,https://image.tmdb.org/t/p/w1280/pYERZev3tCXbKeQXXHH847MZMM9.jpg,,Survival of the Illest (2004) poster,drama; documentary
overdrawn-at-the-memory-bank-vhs-floor-sale-sci-fi,Overdrawn at the Memory Bank,<p>Computer programmer Aram Fingal's virtual vacation in the classic film Casablanca is removed by a totalitarian government and accidentally trapped in the virtual reality simulation. He must find a way out before he expires.</p>,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,8.00,04368122,https://image.tmdb.org/t/p/w1280/kGRzs4UbPbZXutXt102YfJh04QY.jpg,,Overdrawn at the Memory Bank (1984) poster,sci-fi
live-flesh-vhs-floor-sale-drama,Live Flesh,"<p>When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,04335354,https://image.tmdb.org/t/p/w1280/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg,,Live Flesh (1997) poster,drama
savage-vhs-floor-sale-action,Savage,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,8.00,04302586,,,,action
moontrap-vhs-floor-sale-sci-fi,Moontrap,"<p>The Space Shuttle returns to earth, but some of the equipment brought back on it begins to behave strangely. Scientists are unsure what is happening, and decide to take all necessary precautions.</p>",VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,10.00,04237050,https://image.tmdb.org/t/p/w1280/9FNWwOSBF7HjzXrKHamk3A3m0QC.jpg,,Moontrap (1989) poster,sci-fi
special-effects-vhs-floor-sale-horror,Special Effects,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,10.00,04204282,,,,horror
bob-roberts-vhs-floor-sale-comedy,Bob Roberts,"<p>Millionaire conservative Bob Roberts launches an insurgent campaign against incumbent senator Brickley Paiste, firing up crowds at his rallies by singing '60s-style acoustic folk songs with lyrics espousing far-right conservative social and economic views.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,04171514,https://image.tmdb.org/t/p/w1280/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg,,Bob Roberts (1992) poster,comedy
cool-world-vhs-floor-sale-action,Cool World,"<p>While incarcerated for murder, cartoonist Jack Deebs found escape by creating Cool World, a series featuring a voluptuous femme fatale named Holli Would. But the artist becomes a prisoner of his own fantasies when Holli transports Jack into Cool World with a scheme to seduce him and bring herself to life. Hard-boiled detective Frank Harris – the only other human in Cool World – cautions Jack with the law: Noids (humans) don't have sex with doodles (cartoons). However, flesh proves weaker than ink as Holli takes human form in Las Vegas, staring in a trans-universal chase that threatens the destruction of both worlds.</p>",VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,04138746,https://image.tmdb.org/t/p/w1280/mqzRUHNtFwmgJCmSnvq3JnX0xgZ.jpg,,Cool World (1992) poster,action
forbidden-sun-vhs-floor-sale-drama,Forbidden Sun,"<p>Olympic gymnastics coach Francine Lake and her twelve gorgeous students train on the Island of Crete. The rigors of training preclude most sexual activity with the locals, thus the girls spend their evenings in quiet frustration.</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,04105978,https://image.tmdb.org/t/p/w1280/vQTyVextD7GG5attH3MG8jDXHyI.jpg,,Forbidden Sun (1988) poster,drama
the-four-feathers-vhs-floor-sale-drama,The Four Feathers,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,04073210,,,,drama
mac-vhs-floor-sale-drama,Mac,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,10.00,02959098,,,,drama
jay-and-silent-bob-strike-back-vhs-floor-sale-comedy,Jay and Silent Bob Strike Back,"<p>When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travel to Tinseltown to sabotage the production.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,02336506,https://image.tmdb.org/t/p/w1280/aEsAdMAhwKYFgnHHxMOknktQYKK.jpg,,Jay and Silent Bob Strike Back (2001) poster,comedy
galaxy-quest-vhs-floor-sale-sci-fi,Galaxy Quest,"<p>For four years, the courageous crew of the NSEA Protector —  Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.</p>",VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,12.00,02303738,https://image.tmdb.org/t/p/w1280/fZXSwgZknp81vmciTb86rw0MejV.jpg,,Galaxy Quest (1999) poster,sci-fi
breakaway-vhs-floor-sale-drama,Breakaway,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,02238202,,,,drama
bread-roses-vhs-floor-sale-drama,Bread & Roses,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,02205434,,,,drama
antonias-line-vhs-floor-sale-drama,Antonia's Line,"<p>After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.</p>",VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,02172666,https://image.tmdb.org/t/p/w1280/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,,Antonia's Line (1995) poster,drama
brenda-starr-vhs-floor-sale-comedy,Brenda Starr,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,02139898,,,,comedy
bubble-boy-vhs-floor-sale-comedy,Bubble Boy,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,18.00,02107130,,,,comedy
the-earthling-vhs-floor-sale-drama,The Earthling,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,02074362,,,,drama
galaxina-vhs-floor-sale-sci-fi,Galaxina,"<p>Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.</p>",VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,20.00,02041594,https://image.tmdb.org/t/p/w1280/A66Uw4QFyESPwnDnlvudKKR2Qsv.jpg,,Galaxina (1980) poster,sci-fi
shy-people-vhs-floor-sale-thriller,Shy People,<p>A Cosmo Magazine journalist and her daughter leave New York City to visit their distant relatives deep in the bayous of Louisiana.</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,02008826,https://image.tmdb.org/t/p/w1280/6GWGbFWk6fB9FuYSF5c5EuR3Jfp.jpg,,Shy People (1987) poster,thriller
snow-day-vhs-floor-sale-comedy,Snow Day,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,01976058,,,,comedy
dreamscape-vhs-floor-sale-sci-fi,Dreamscape,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,10.00,01943290,,,,sci-fi
go-vhs-floor-sale-comedy,Go,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,01910522,,,,comedy
sukiyaki-western-django-steelbook-dvd-floor-sale-action,Sukiyaki Western Django Steelbook,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,7.00,45760250,,,,action
