title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Catch a Fire,,"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.",025192026539,0025192026539,,,,"DVD, thriller",,,0.00,,,,,1,83582458,,,,,,,,
I-Spy,,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",043396087064,0043396087064,,,,"DVD, comedy",,,0.00,,,,,1,83516922,,,,,,,,
Bridget Jones: The Edge of Reason,,"Bridget Jones is still dating her new love, barrister Mark Darcy, for a perfect six weeks. However, while on assignment in Thailand with her disreputable ex, Daniel Cleaver, claiming to be reformed, Bridget questions if she has everything she's ever dreamed of having.",025192040832,0025192040832,,,,"DVD, romantic-comedy",,,0.00,,,,,1,83385850,,,,,,,,
The Help,,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",786936814309,0786936814309,,,,"DVD, drama",,,0.00,,,,,1,83189242,,,,,,,,
The Homesman,,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",31398212003,0031398212003,,,,"DVD, drama",,,0.00,,,,,1,83156474,,,,,,,,
The Fighting Temptations,,"Darrin Hill, a slick-talking but down-on- his-luck NYC advertising exec, returns to his hometown in Georgia to claim the inheritance his aunt left him. But before Darrin can collect the money, he must fulfill his aunt's final wish -- to create a local choir.",097360512649,0097360512649,,,,"DVD, musical",,,0.00,,,,,1,83123706,,,,,,,,
Disturbia,,"Kale has a life most teenagers would envy. He spends his days endlessly playing video games, surfing the net, eating junk food and watching cable. He has complete free reign of the house, and a beautiful young hottie named Ashley has just moved in next door. There’s only one problem—he’s not allowed to leave the house. Kale’s under court-ordered house arrest for three months, and if he takes one step beyond a 100-foot perimeter of the house, his next confinement will be in a real prison.",009736348349,0009736348349,,,,"DVD, thriller",,,0.00,,,,,1,82959866,,,,,,,,
Stir of Echoes,,"After being hypnotized by his sister-in-law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",012236101970,0012236101970,,,,"DVD, horror",,,0.00,,,,,1,82828794,,,,,,,,
Bear with Me,,"An orphaned bear cub is adopted by little Emily and her family. They name the cub Masha, raise her and release her back into the wild. Three years go by, and Emily is lost deep in the forest. Cold, frightened and alone in the darkness, she falls and is knocked unconscious. When she awakens, Emily is amazed to see that a brown bear has kept her warm and dry all night by cuddling her. It's Masha – and Emily is overjoyed to be reunited with the bear just when she needs a friend most. Together the two bravely set off on an adventure to find their way home. Bear With Me is a tale the whole family will find as exciting as it is heart-warming . . . and the magnificent forests of the Pacific Northwest lend this story of loyalty, friendship and adventure a magic all its own.",033937033865,,,,,"DVD, kids-family",,,0.00,,,,,1,82763258,,,,,,,,
Blockers,,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",191329040874,0191329040874,,,,"DVD, comedy",,,0.00,,,,,1,82664954,,,,,,,,
