call_number,barcode_status,content_status,message
91373818,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
91767034,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
90915066,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
