Handle,Title,Vendor,Kind,Reason
kiss-the-girls-vhs-rental-thriller,Kiss the Girls,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
roger-me-vhs-rental-comedy,Roger & Me,VHS,unmatched,no UPCMDB records for this imdb_id
faerie-tale-theater-puss-in-boots-vhs-rental-kids-family,Faerie Tale Theater: Puss in Boots,VHS,unmatched,no TMDB match
fiddler-on-the-roof-vhs-rental-musical,Fiddler on the Roof,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
wedding-band-vhs-rental-drama,Wedding Band,VHS,unmatched,no UPCMDB records for this imdb_id
windtalkers-vhs-rental-action,Windtalkers,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dead-heat-vhs-rental-action,Dead Heat,VHS,ambiguous,ambiguous TMDB match
paint-it-black-vhs-rental-thriller,Paint it Black,VHS,unmatched,no UPCMDB records for this imdb_id
article-99-vhs-rental-drama,Article 99,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
five-weeks-in-a-balloon-vhs-rental-action,Five Weeks in a Balloon,VHS,unmatched,no UPCMDB records for this imdb_id
goosed-vhs-rental-comedy,Goosed,VHS,unmatched,no UPCMDB records for this imdb_id
your-friends-neighbors-vhs-rental-comedy,Your Friends Neighbors,VHS,unmatched,no UPCMDB records for this imdb_id
held-for-ransom-vhs-rental-drama,Held for Ransom,VHS,unmatched,no UPCMDB records for this imdb_id
chilly-dogs-vhs-rental-kids-family,Chilly Dogs,VHS,unmatched,no UPCMDB records for this imdb_id
the-china-lake-murders-vhs-rental-thriller,The China Lake Murders,VHS,unmatched,no UPCMDB records for this imdb_id
face-to-face-vhs-rental-drama,Face to Face,VHS,ambiguous,ambiguous TMDB match
gallipoli-vhs-rental-drama,Gallipoli,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
searching-for-bobby-fischer-vhs-rental-drama,Searching for Bobby Fischer,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-kissing-place-vhs-rental-drama,The Kissing Place,VHS,unmatched,no UPCMDB records for this imdb_id
whatever-it-takes-vhs-rental-romantic-comedy,Whatever it Takes,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
facing-the-enemy-vhs-rental-thriller,Facing the Enemy,VHS,unmatched,no UPCMDB records for this imdb_id
