Handle,Title,Vendor,Kind,Reason
wrongfully-accused-vhs-rental-comedy,Wrongfully Accused,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
race-the-sun-vhs-rental-drama,Race The Sun,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-terrorists-vhs-rental-thriller,The Terrorists,VHS,unmatched,TMDB has no imdb_id for this title
the-babe-vhs-rental-kids-family,The Babe,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
in-search-of-the-castaways-vhs-rental-thriller,In Search of the Castaways,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
tomcat-vhs-rental-thriller,Tomcat,VHS,unmatched,no UPCMDB records for this imdb_id
killing-time-vhs-rental-drama,Killing Time,VHS,ambiguous,ambiguous TMDB match
leather-jacets-vhs-rental-drama,Leather Jackets,VHS,unmatched,no UPCMDB records for this imdb_id
china-cry-vhs-rental-drama,China Cry,VHS,unmatched,no UPCMDB records for this imdb_id
kill-zone-vhs-rental-action,Kill Zone,VHS,ambiguous,ambiguous TMDB match
and-she-was-vhs-rental-drama,And She Was,VHS,ambiguous,ambiguous TMDB match
foxtrap-vhs-rental-action,Foxtrap,VHS,unmatched,no UPCMDB records for this imdb_id
paint-it-black-vhs-rental-drama,Paint it Black,VHS,unmatched,no UPCMDB records for this imdb_id
priceless-beauty-vhs-rental-thriller,Priceless Beauty,VHS,unmatched,no UPCMDB records for this imdb_id
tightrope-vhs-rental-thriller,Tightrope,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
extreme-heist-vhs-rental-action,Extreme Heist,VHS,unmatched,no UPCMDB records for this imdb_id
dead-poets-society-vhs-rental-drama,Dead Poets Society,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-wonderful-ice-cream-suit-vhs-rental-comedy,The Wonderful Ice Cream Suit,VHS,unmatched,no UPCMDB records for this imdb_id
without-mercy-vhs-rental-thriller,Without Mercy,VHS,unmatched,no UPCMDB records for this imdb_id
whats-up-doc-vhs-rental-comedy,"What's Up, Doc?",VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
enemies-a-love-story-vhs-rental-drama,"Enemies, a Love Story",VHS,unmatched,no UPCMDB records for this imdb_id
for-the-love-of-the-game-vhs-rental-drama,For the Love of the Game,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
unknows-origins-vhs-rental-thriller,Unknown Origins,VHS,unmatched,no UPCMDB records for this imdb_id
saturn-3-vhs-rental-sci-fi,Saturn 3,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
on-the-beach-vhs-rental-sci-fi,On the Beach,VHS,ambiguous,ambiguous TMDB match
exception-to-the-rule-vhs-rental-thriller,Exception to the Rule,VHS,unmatched,no UPCMDB records for this imdb_id
women-men-stories-of-seduction-vhs-rental-drama,Women & Men: Stories of Seduction,VHS,unmatched,no UPCMDB records for this imdb_id
the-executioner-vhs-rental-thriller,The Executioner,VHS,unmatched,no UPCMDB records for this imdb_id
kuffs-vhs-rental-comedy,Kuffs,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
price-of-glory-vhs-rental-drama,Price of Glory,VHS,ambiguous,ambiguous TMDB match
girls-will-be-girls-vhs-rental-comedy,Girls Will Be Girls,VHS,ambiguous,ambiguous TMDB match
the-people-vs-larry-flynt-vhs-rental-drama,The People VS Larry Flynt,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
undercover-angel-vhs-rental-romantic-comedy,Undercover Angel,VHS,unmatched,no UPCMDB records for this imdb_id
frog-and-wombat-vhs-rental-kids-family,Frog And Wombat,VHS,unmatched,no UPCMDB records for this imdb_id
under-the-hulu-moon-vhs-rental-comedy,Under The Hulu Moon,VHS,unmatched,no TMDB match
a-friend-of-the-deceased-vhs-rental-foreign,A Friend of the Deceased,VHS,unmatched,no UPCMDB records for this imdb_id
a-funny-thing-happened-on-the-way-to-the-forum-vhs-rental-comedy,A Funny Thing Happened on the Way to the Forum,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
julia-has-two-lovers-vhs-rental-comedy,Julia Has Two Lovers,VHS,unmatched,no UPCMDB records for this imdb_id
somebody-has-to-shoot-the-picture-vhs-rental-action,Somebody Has to Shoot the Picture,VHS,unmatched,no UPCMDB records for this imdb_id
the-land-girls-vhs-rental-drama,The Land Girls,VHS,unmatched,no UPCMDB records for this imdb_id
a-weekend-in-the-country-vhs-rental-drama,A Weekend in the Country,VHS,unmatched,no UPCMDB records for this imdb_id
genuine-risk-vhs-rental-thriller,Genuine Risk,VHS,unmatched,no UPCMDB records for this imdb_id
grizzly-falls-vhs-rental-kids-family,Grizzly Falls,VHS,unmatched,no UPCMDB records for this imdb_id
to-kill-a-priest-vhs-rental-action,To Kill A Priest,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
orlando-vhs-rental-drama,Orlando,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
this-is-my-life-vhs-rental-comedy,This is My Life,VHS,unmatched,no UPCMDB records for this imdb_id
homegrown-vhs-rental-comedy,Homegrown,VHS,unmatched,no UPCMDB records for this imdb_id
fugitive-among-us-vhs-rental-action,Fugitive Among Us,VHS,unmatched,no UPCMDB records for this imdb_id
when-the-partys-over-vhs-rental-comedy,When The Party's Over,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
vice-versa-vhs-rental-comedy,Vice Versa,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-lion-in-winter-vhs-rental-drama,The Lion in Winter,VHS,ambiguous,ambiguous TMDB match
the-fury-of-hercules-vhs-rental-action,The Fury of Hercules,VHS,unmatched,no UPCMDB records for this imdb_id
waterworld-vhs-rental-action,Waterworld,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
perpetraitors-of-the-crime-vhs-rental-action,Perpetraitors of the Crime,VHS,unmatched,no TMDB match
me-and-the-kid-vhs-rental-kids-family,Me and the Kid,VHS,unmatched,no UPCMDB records for this imdb_id
soft-fruit-vhs-rental-drama,Soft Fruit,VHS,unmatched,no UPCMDB records for this imdb_id
when-the-whales-come-vhs-rental-drama,When The Whales Come,VHS,unmatched,no TMDB match
kramer-vs-kramer-vhs-rental-drama,Kramer Vs Kramer,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
girl-vhs-rental-drama,girl,VHS,ambiguous,ambiguous TMDB match
the-girl-from-petrovka-vhs-rental-drama,The Girl From Petrovka,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
rescue-me-vhs-rental-comedy,Rescue Me,VHS,unmatched,no UPCMDB records for this imdb_id
the-invisible-circus-vhs-rental-drama,The Invisible Circus,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-proposition-vhs-rental-drama,The Proposition,VHS,unmatched,no UPCMDB records for this imdb_id
four-junior-detective-vhs-rental-kids-family,Four Junior Detective,VHS,unmatched,no UPCMDB records for this imdb_id
three-seasons-vhs-rental-drama,Three Seasons,VHS,unmatched,no UPCMDB records for this imdb_id
personal-velocity-vhs-rental-drama,Personal Velocity,VHS,unmatched,no UPCMDB records for this imdb_id
jane-austens-persuasion-vhs-rental-drama,Jane Austen's Persuasion,VHS,ambiguous,ambiguous TMDB match
funny-about-love-vhs-rental-romantic-comedy,Funny About Love,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
summers-end-vhs-rental-drama,Summer's End,VHS,ambiguous,ambiguous TMDB match
the-things-called-love-vhs-rental-drama,The Things Called Love,VHS,unmatched,no TMDB match
web-of-deceit-vhs-rental-romantic-comedy,Web of Deceit,VHS,unmatched,no UPCMDB records for this imdb_id
magdalenes-vhs-rental-drama,Magdalenes,VHS,ambiguous,ambiguous TMDB match
hideous-kinky-vhs-rental-drama,Hideous Kinky,VHS,unmatched,no UPCMDB records for this imdb_id
take-the-money-and-run-vhs-rental-comedy,Take the Money and Run,VHS,unmatched,no UPCMDB records for this imdb_id
freefall-vhs-rental-thriller,Freefall,VHS,unmatched,no UPCMDB records for this imdb_id
well-meet-again-vhs-rental-drama,We'll Meet Again,VHS,unmatched,no UPCMDB records for this imdb_id
the-verdict-vhs-rental-drama,The Verdict,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
funny-farm-vhs-rental-comedy,Funny Farm,VHS,ambiguous,ambiguous TMDB match
henry-june-vhs-rental-drama,Henry & June,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
