Handle,Title,Vendor,Kind,Reason
once-upon-a-time-in-the-west-vhs-rental-action,Once Upon a Time in the West,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
das-boot-directors-cut-vhs-rental-drama,Das Boot: Directors Cut,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
cocoon-the-return-vhs-rental-sci-fi,Cocoon the Return,VHS,unmatched,no UPCMDB records for this imdb_id
patton-vhs-rental-drama,Patton,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
o-lucky-man-vhs-rental-drama,O Lucky Man!,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
john-cnady-is-delirious-rental-comedy,Delirious,VHS,ambiguous,ambiguous TMDB match
fire-down-below-rental-action,Fire Down Below,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
outlaw-justice-rental-action,Outlaw Justice,VHS,unmatched,no UPCMDB records for this imdb_id
a-prayer-for-the-dying-rental-thriller,A Prayer for the Dying,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
new-blood-rental-action,New Blood,VHS,unmatched,no UPCMDB records for this imdb_id
on-the-down-n-low-rental-drama,On the Down 'N Low,VHS,unmatched,TMDB has no imdb_id for this title
one-tough-cop-rental-action,One Tough Cop,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
falling-fire-rental-action,Falling Fire,VHS,unmatched,no UPCMDB records for this imdb_id
raw-target-rental-action,Raw Target,VHS,unmatched,no UPCMDB records for this imdb_id
only-the-lonely-rental-romantic-comedy,Only the Lonely,VHS,unmatched,no UPCMDB records for this imdb_id
bull-durham-rental-romantic-comedy,Bull Durham,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
some-like-it-hot-rental-romantic-comedy,Some Like it Hot,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
silence-like-glass-rental-drama,Silence like Glass,VHS,unmatched,no UPCMDB records for this imdb_id
the-great-escape-rental-action,The Great Escape,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
extreme-prejudice-rental-action,Extreme Prejudice,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
doomsday-rental-action,Doomsday,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
playing-god-rental-thriller,Playing God,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
hoodlum-rental-drama,Hoodlum,VHS,unmatched,no UPCMDB records for this imdb_id
the-karate-kid-part-iii-rental-kids-family,The Karate Kid Part III,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dolores-claiborn-rental-drama,Dolores Claiborn,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-animal-rental-comedy,The Animal,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
overboard-rental-romantic-comedy,Overboard,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dragnet-rental-comedy,Dragnet,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
double-edge-vhs-rental-action,Double Edge,VHS,ambiguous,ambiguous TMDB match
the-lost-capone-vhs-rental-drama,The Lost Capone,VHS,unmatched,no UPCMDB records for this imdb_id
hard-justice-vhs-rental-action,Hard Justice,VHS,ambiguous,ambiguous TMDB match
the-man-who-shot-libery-valance-vhs-rental-drama,The Man Who Shot Libery Valance,VHS,unmatched,no TMDB match
silent-trigger-vhs-rental-action,Silent Trigger,VHS,unmatched,no UPCMDB records for this imdb_id
assassins-vhs-rental-action,Assassins,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
wisdom-vhs-rental-action,Wisdom,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
morituri-vhs-rental-thriller,Morituri,VHS,ambiguous,ambiguous TMDB match
memorial-day-vhs-rental-action,Memorial Day,VHS,unmatched,no UPCMDB records for this imdb_id
sharkys-machine-vhs-rental-action,Sharky's Machine,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
against-the-wall-vhs-rental-drama,Against the Wall,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
to-catch-of-thief-vhs-rental-action,To Catch of Thief,VHS,ambiguous,ambiguous TMDB match
prisoner-of-ri-vhs-rental-action,Prisoner of RI,VHS,unmatched,no UPCMDB records for this imdb_id
stealing-time-vhs-rental-action,Stealing Time,VHS,unmatched,no UPCMDB records for this imdb_id
out-for-justice-vhs-rental-action,Out for Justice,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-foreigner-vhs-rental-action,The Foreigner,VHS,unmatched,no UPCMDB records for this imdb_id
crocodile-dundee-vhs-rental-comedy,Crocodile Dundee,VHS,ambiguous,ambiguous TMDB match
out-of-reach-vhs-rental-action,Out of Reach,VHS,unmatched,no UPCMDB records for this imdb_id
redheat-vhs-rental-action,Redheat,VHS,unmatched,no TMDB match
collateral-damage-vhs-rental-action,Collateral Damage,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
blood-work-vhs-rental-thriller,Blood Work,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
outrage-vhs-rental-thriller,Outrage,VHS,ambiguous,ambiguous TMDB match
mcbain-vhs-rental-action,McBain,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-final-alliance-vhs-rental-action,The Final Alliance,VHS,unmatched,no UPCMDB records for this imdb_id
night-of-the-fox-vhs-rental-action,Night of the Fox,VHS,unmatched,no UPCMDB records for this imdb_id
shafts-big-score-vhs-rental-action,Shaft's Big Score,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
instant-justice-vhs-rental-action,Instant Justice,VHS,unmatched,no UPCMDB records for this imdb_id
shadow-of-the-wolf-vhs-rental-action,Shadow of the Wolf,VHS,unmatched,no UPCMDB records for this imdb_id
