title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Once Upon a Time in the West,,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",,,,,,"VHS, action",,,0.00,,,,,1,26561786,,,,,,,,
Das Boot: Directors Cut,,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",,,,,,"VHS, drama",,,0.00,,,,,1,26529018,,,,,,,,
Cocoon the Return,,"The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?",,,,,,"VHS, sci-fi",,,0.00,,,,,1,26463482,,,,,,,,
Patton,,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",,,,,,"VHS, drama",,,0.00,,,,,1,26430714,,,,,,,,
O Lucky Man!,,An ambitious coffee salesman has a series of improbable and ironic adventures seemingly designed to challenge his naive idealism.,,,,,,"VHS, drama",,,0.00,,,,,1,26397946,,,,,,,,
Delirious,,"Delirious is a 1991 American romantic fantasy comedy film directed by Tom Mankiewicz, written by Lawrence J. Cohen and Fred Freeman, and starring John Candy, Mariel Hemingway, Emma Samms, Raymond Burr (in his last feature film role), David Rasche, Dylan Baker, and Charles Rocket. It tells the story of the lead soap opera writer who hits his head, finds himself in the setting of the soap opera he works on, and anything he types on his typewriter happens. The film used Prince's 1982 song as its title theme.",,,,,,"VHS, comedy",,,0.00,,,,,1,92651258,,,,,,,,
Fire Down Below,,"When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.",,,,,,"VHS, action",,,0.00,,,,,1,92618490,,,,,,,,
Outlaw Justice,,"In the tradition of THE WILD BUNCH and THE MAGNIFICENT SEVEN comes this fast paced, action filled western with unforgettable performances by an all star cast: Kris Kristofferson, Willie Nelson, Travis Tritt and Waylon Jennings. All hell breaks loose in this riveting story when a group of former outlaws with bad attitudes teams up to catch a killer with murder and revenge on his mind. After Tobey(Jennings), a retired member of the group, is brutally gunned down by a former member and killer, Clinton Reese, our band of reformed gunslingers, Lee (Nelson, Tarence (Kristofferson), and Dalton (Tritt), sets out on Clinton's Trail. They are joined by Tobeys reluctatant young son Bryce (Willett).",,,,,,"VHS, action",,,0.00,,,,,1,92585722,,,,,,,,
A Prayer for the Dying,,"Martin, an I.R.A. hitman, is seen by a Catholic priest while carrying out a hit. He grows a bond with the priest and his niece. But his past and his former employers put all their lives in danger.",,,,,,"VHS, thriller",,,0.00,,,,,1,92552954,,,,,,,,
New Blood,,"Alan White is a desperate man; his daughter must have a heart transplant to live. He gets an unexpected visit from his adult son, Danny, a criminal who hasn't spoken to his family in years. Danny lost track of a man marked for death and is afraid to face his merciless crime boss. In Danny's plight, Alan sees a way to save both of his children, already prepared to die in order to donate his heart to his daughter, he will stand in for Danny's escaped hostage.",,,,,,"VHS, action",,,0.00,,,,,1,92520186,,,,,,,,
On the Down 'N Low,,"Most cops start at the bottom and work their way to the top, but in this heated urban crime thriller the officers sworn to protect and serve walk a dark path of corruption and destruction as they gradually succumb to their deepest criminal instincts. When two decorated police officers pound the pavement on a mission to take down the most vicious mobsters and drug dealers on the streets, their quest to purify the corrosive cesspool of a city they call home soon leads them into the upper-most ranks of the force.",,,,,,"VHS, drama",,,0.00,,,,,1,92487418,,,,,,,,
One Tough Cop,,"A detective tries to remain loyal to his partner, and his best friend - a mobster.",,,,,,"VHS, action",,,0.00,,,,,1,92454650,,,,,,,,
Falling Fire,,"In the not so distant future mankind has squandered their resources. A team of specialists is sent to the nearby asteroid field to retrieve an asteroid that will serve to replenish some of our natural resources. However, unbeknownst to the team, there is a killer on board determined to take control of the asteroid and destroy all mankind.",,,,,,"VHS, action",,,0.00,,,,,1,92421882,,,,,,,,
Raw Target,,"This high-powered action flick follows kickboxing champion Johnny Rider, who quits the ring after accidentally killing an opponent but is forced to employ his skills again to avenge the death of his brother at the hands of crime boss Rod Sparks (Nicholas Hill). After infiltrating Rod's gang, Johnny is targeted himself by Bill Williams (Ron Hall), a cop seeking revenge for the death of his own brother -- the fighter killed by Johnny.",,,,,,"VHS, action",,,0.00,,,,,1,92356346,,,,,,,,
Only the Lonely,,"Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna, whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,92323578,,,,,,,,
Bull Durham,,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,92290810,,,,,,,,
Some Like it Hot,,"In Prohibition-era Chicago, musicians Joe and Jerry witness a mob hit, and flee the state in an all-female band disguised as Josephine and Daphne, but further complications set in.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,92258042,,,,,,,,
Silence like Glass,,True story of two diametrically opposed young women dealing with terminal illness.,,,,,,"VHS, drama",,,0.00,,,,,1,92225274,,,,,,,,
The Great Escape,,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",,,,,,"VHS, action",,,0.00,,,,,1,92192506,,,,,,,,
Extreme Prejudice,,"Lean, mean Texas Ranger Jack Benteen locks horns with a former friend, Cash Bailey, now a ruthless drug kingpin. Though they're on opposite sides of the law, they share a love interest in the sensual Sarita. When a crew of rogue soldiers descends upon the border town for an off-the-books mission, all roads lead to a bloody, to-the-death showdown, as loyalties shift and the lines between good and evil are blurred.",,,,,,"VHS, action",,,0.00,,,,,1,92159738,,,,,,,,
Doomsday,,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",,,,,,"VHS, action",,,0.00,,,,,1,92126970,,,,,,,,
Playing God,,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",,,,,,"VHS, thriller",,,0.00,,,,,1,92094202,,,,,,,,
Hoodlum,,"In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",,,,,,"VHS, drama",,,0.00,,,,,1,92061434,,,,,,,,
The Karate Kid Part III,,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",,,,,,"VHS, kids-family",,,0.00,,,,,1,92028666,,,,,,,,
Dolores Claiborn,,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",,,,,,"VHS, drama",,,0.00,,,,,1,91963130,,,,,,,,
The Animal,,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",,,,,,"VHS, comedy",,,0.00,,,,,1,91930362,,,,,,,,
Overboard,,"Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,91897594,,,,,,,,
Dragnet,,"LAPD Sgt. Joe Friday -- the equally straight-laced nephew of the famous police sergeant of the same name -- is paired up with a young, freewheeling detective named Pep Streebeck. After investigating some strange robberies at the local zoo and the theft of a stockpile of pornographic magazines, they uncover cult activity in the heart of the city and are hot on the case to figure out who's behind it all.",,,,,,"VHS, comedy",,,0.00,,,,,1,91864826,,,,,,,,
Double Edge,,,,,,,,"VHS, action",,,0.00,,,,,1,81870586,,,,,,,,
The Lost Capone,,"While Al Capone works his way up from top-dog street gang thug captain in Chicago to U.S. crime king, his brother Jimmy Capone chooses the righteous way, actually with father's blessing, leaving Illinois for small town Harmony in Nebraska, where he adopts the alias Richard Hart, marries teacher Kathleen, has offspring and becomes its incorruptible town marshal, with a loyal Indian deputy. When his efficient fight against Al's illegal alcohol trade starts to bite financially, the gang's top lawyer is sent to buy 'Hart' or order his death, but recognizes Jimmy and arranges a fraternal reunion in Chicago. Yet money nor threats can turn Jimmy bad...",,,,,,"VHS, drama",,,0.00,,,,,1,81805050,,,,,,,,
Hard Justice,,,,,,,,"VHS, action",,,0.00,,,,,1,81608442,,,,,,,,
The Man Who Shot Libery Valance,,"The Man Who Shot Liberty Valance is a 1962 Western film starring James Stewart and John Wayne, told in flashback as a senator returns to a frontier town to reveal the truth behind the killing of a notorious outlaw that made his career.",,,,,,"VHS, drama",,,0.00,,,,,1,81575674,,,,,,,,
Silent Trigger,,"Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong, Waxman and fellow assassin Clegg become that agency's prime targets.",,,,,,"VHS, action",,,0.00,,,,,1,81542906,,,,,,,,
Assassins,,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",,,,,,"VHS, action",,,0.00,,,,,1,81510138,,,,,,,,
Wisdom,,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",,,,,,"VHS, action",,,0.00,,,,,1,81313530,,,,,,,,
Morituri,,,,,,,,"VHS, thriller",,,0.00,,,,,1,81247994,,,,,,,,
Memorial Day,,An embittered satellite expert gets the opportunity for revenge against the USA by aiding terrorists in a plan to destroy the country's military base.,,,,,,"VHS, action",,,0.00,,,,,1,81215226,,,,,,,,
Sharky's Machine,,"Police officer Tom Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Sharky's new 'machine' gathers evidence while Sharky falls in love with a woman he has never met.",,,,,,"VHS, action",,,0.00,,,,,1,81149690,,,,,,,,
Against the Wall,,"In 1971, a warden at Attica Penitentiary is caught up in a hostage crisis when inmates take over the prison to demand better living conditions.",,,,,,"VHS, drama",,,0.00,,,,,1,81116922,,,,,,,,
To Catch of Thief,,Documentary of the making of Alfred Hitchcock's classic 1955 tale.,,,,,,"VHS, action",,,0.00,,,,,1,81084154,,,,,,,,
Prisoner of RI,,The story of the great train robber Ronald Biggs.,,,,,,"VHS, action",,,0.00,,,,,1,81051386,,,,,,,,
Stealing Time,,"When a down-on-his-luck inventor builds a time machine to change the past, he unwittingly sets off a disastrous chain of events.",,,,,,"VHS, action",,,0.00,,,,,1,81018618,,,,,,,,
Out for Justice,,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,,,,,,"VHS, action",,,0.00,,,,,1,80985850,,,,,,,,
The Foreigner,,This story is about a freelance agent who is the courier of a package from France to Germany. He soon finds that many people want to get their hands on it.,,,,,,"VHS, action",,,0.00,,,,,1,80953082,,,,,,,,
Crocodile Dundee,,,,,,,,"VHS, comedy",,,0.00,,,,,1,80920314,,,,,,,,
Out of Reach,,"Vietnam veteran Billy Ray Lancing, a former CSA agent who now works on a wildlife refuge in Northern Alaska, has been exchanging letters in a pen-pal relationship with Irina Morawska, a 13-year-old orphaned girl in Poland that he's helping out financially. When the letters suddenly stop coming, Billy heads to Poland to figure out why -- only to discover that the orphanage that Irina was staying in, which is financed by honest -- and unsuspecting -- good-intentioned Samaritans, is a cover for a human trafficking network.",,,,,,"VHS, action",,,0.00,,,,,1,80887546,,,,,,,,
Redheat,,"Red Heat is a 1988 buddy cop action film starring Arnold Schwarzenegger as a Soviet police captain who teams up with a Chicago detective, played by Jim Belushi, to track down a Russian drug lord.",,,,,,"VHS, action",,,0.00,,,,,1,80854778,,,,,,,,
Collateral Damage,,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,,,,,,"VHS, action",,,0.00,,,,,1,80625402,,,,,,,,
Blood Work,,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",,,,,,"VHS, thriller",,,0.00,,,,,1,80592634,,,,,,,,
Outrage,,,,,,,,"VHS, thriller",,,0.00,,,,,1,80527098,,,,,,,,
McBain,,"Santos attempts to lead a people's revolt in Colombia to overthrow the Presidente. When his revolt fails and he is killed, his sister Christina goes to New York to find McBain, a lieutenant Santos rescued during the Vietnam War. McBain agrees to help, recruits his old war buddies, raises some cash by killing a few drug dealers, then leads an attack to topple the Colombian government.",,,,,,"VHS, action",,,0.00,,,,,1,80494330,,,,,,,,
The Final Alliance,,A drifter and his pet puma stand up against a motorcycle gang in a small American town.,,,,,,"VHS, action",,,0.00,,,,,1,80461562,,,,,,,,
Night of the Fox,,"Fox Night movie was made in 1996. This film is a product of the Iranian country in the genre of action and mystery genre. Mohammad Motoselani, Hossein Yaryar and Gholamhossein Lotfi have been featured in the film.",,,,,,"VHS, action",,,0.00,,,,,1,80396026,,,,,,,,
Shaft's Big Score,,John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,,,,,,"VHS, action",,,0.00,,,,,1,80133882,,,,,,,,
Instant Justice,,"Scott is a US Marine who travels Spain to see his sister Kim, after many years of separation. But she is dead, and there is nothing else to arrive him. Alone in the Madrid's streets, Scott will search for the killers, will try to reveal the reason of the murder of his dear sister, and for revenge for himself.",,,,,,"VHS, action",,,0.00,,,,,1,80101114,,,,,,,,
Shadow of the Wolf,,"In the 1930s, Agaguk lives his traditional Inuit life. But one day, there is a murder in the tribe and Agaguk becomes a suspect. Soon he becomes persecuted by Henderson, a mean mountie, and he must flee through the cold winter of Northern Quebec.",,,,,,"VHS, action",,,0.00,,,,,1,79904506,,,,,,,,
Hollywood Homicide,,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",,,,,,"VHS, comedy",,,0.00,,,,,1,79871738,,,,,,,,
Liar's Poker,,"Friends betray one another over investments and women, which leads to deadly confrontations.",,,,,,"VHS, thriller",,,0.00,,,,,1,79838970,,,,,,,,
Welcome to  Sarajevo,,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.",,,,,,"VHS, drama",,,0.00,,,,,1,79806202,,,,,,,,
The Brave Little Toaster,,"A group of dated appliances, finding themselves stranded in a summer home that their family had just sold, decide to seek out their eight year old 'master'.",,,,,,"VHS, kids-family",,,0.00,,,,,1,61757178,,,,,,,,
Black Beauty,,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",,,,,,"VHS, kids-family",,,0.00,,,,,1,61232890,,,,,,,,
Pooh's Grand Adventure,,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.",,,,,,"VHS, kids-family",,,0.00,,,,,1,61134586,,,,,,,,
Jingle All the Way,,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",,,,,,"VHS, kids-family",,,0.00,,,,,1,61069050,,,,,,,,
Babes in Toyland,,"With just days to go before presents are scheduled for Christmas delivery, Toyland is buzzing with activity. However, curmudgeonly creditor Barnaby Crookedman is hatching a devious scheme to destroy Toyland – meaning no presents for the world's children! Siblings Jack and Jill, alongside toy factory workers Tom and Mary, rush into action to stop the villain, receiving some assistance from the likes of Humpty Dumpty and even Santa Claus himself.",,,,,,"VHS, kids-family",,,0.00,,,,,1,61003514,,,,,,,,
Aladdin and the King of Thieves,,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",,,,,,"VHS, kids-family",,,0.00,,,,,1,60970746,,,,,,,,
The Swan Princess,,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",,,,,,"VHS, kids-family",,,0.00,,,,,1,60937978,,,,,,,,
The Muppet Christmas Carol,,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during nighttime visitations by the Ghosts of Christmas Past, Present and Future.",,,,,,"VHS, kids-family",,,0.00,,,,,1,60905210,,,,,,,,
