title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
You're in the Superbowl Charlie Brown,,"You're in the Super Bowl, Charlie Brown is a 1994 animated television special based on Charles M. Schulz's Peanuts comic strip. It premiered on NBC and was the last new Peanuts special to air before Schulz's death.",,,,,,"VHS, kids-family",,,0.00,,,,,1,18207226,,,,,,,,
Singalong Songs: Very Merry Christmas Songs,,"It's the happiest time of the year! And the season of Santa, reindeer and gift-wrapped surprises will be even jollier with this joyful volume of Disney's Sing-Along Songs: Very Merry Christmas Songs. Gather up the family and enjoy a fun-filled collection of the most beloved Christmas songs and carols, accompanied by a wonderland of wintry holiday scenes! It's a kaleidoscope of sights and sounds that is sure to make everyone's holiday very, very merry! Voices ready? Let's all sing!",,,,,,"VHS, kids-family",,,0.00,,,,,1,18174458,,,,,,,,
Hook,,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",,,,,,"VHS, kids-family",,,0.00,,,,,1,18108922,,,,,,,,
Home Alone 2,,"Masha Khametova goes on a summer trip in a camper van with her parents. Three years ago, mom and dad promised their daughter that they would spend more time together, and now a trip to nature is a family tradition. But Masha has grown up, and she is bored of spending so much time with her parents. The teenager's soul is yearning for new adventures, but the adults do not understand this at all. One of the stops on the family's route is a campsite. A bus that takes the teenagers to a summer camp also stops there. Masha meets one of the girls. By a lucky chance, her name is also Masha, and she does not want to go to camp at all. Without thinking twice, the girls switch places: Masha Khametova goes to camp, and the ""other Masha"" calmly returns home.",,,,,,"VHS, kids-family",,,0.00,,,,,1,18076154,,,,,,,,
Miracle on 34th Street,,,,,,,,"VHS, holiday",,,0.00,,,,,1,18043386,,,,,,,,
Cool Runnings,,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",,,,,,"VHS, kids-family",,,0.00,,,,,1,18010618,,,,,,,,
Kids Rock,,"Four boys between 11 and 13 years old are members of the rock band Blană Bombă. The magnificent four are observed both on the path of artistic transformations, and on the way from childhood to adolescence.",,,,,,"VHS, kids-family",,,0.00,,,,,1,17977850,,,,,,,,
Babe,,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",,,,,,"VHS, kids-family",,,0.00,,,,,1,17945082,,,,,,,,
The Black Cauldron,,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",,,,,,"VHS, kids-family",,,0.00,,,,,1,17912314,,,,,,,,
Beethoven,,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",,,,,,"VHS, kids-family",,,0.00,,,,,1,11162106,,,,,,,,
"James Stewart | Mode for Each Other, Pot O' Gold",,A double feature DVD pairing two James Stewart films: Made for Each Other (1939) and Pot o' Gold (1941).,,,,,,"VHS, drama",,,0.00,,,,,1,11129338,,,,,,,,
Death Wish 4,,,,,,,,"VHS, action",,,0.00,,,,,1,11096570,,,,,,,,
Dracula Has Risen From The Grave,,"In the shadow of Castle Dracula, the Prince of Darkness is revived by blood trickling from the head-wound of an unconscious priest attempting exorcism. And once more fear and terror strikes Transylvania as the undead Prince of Darkness stalks the village of Keineneburg to ensnare victims and satisfy his evil thirst.",,,,,,"VHS, horror",,,0.00,,,,,1,11063802,,,,,,,,
Fahrenheit 451,,"In the future, the government maintains control of public opinion by outlawing literature and maintaining a group of enforcers, known as “firemen,” to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation…",,,,,,"VHS, sci-fi",,,0.00,,,,,1,10998266,,,,,,,,
Flipping,,"The story of Michael Moore, Shot, Hooker, Joey, and Dennis. Five gangsters who work for a man named Leo. They soon discover they could get more out of life if they could run the streets themselves. Tensions build and loyalty is tested as they plan a hit that could change all of their lives forever.",,,,,,"VHS, action",,,0.00,,,,,1,10932730,,,,,,,,
An American Tail,,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",,,,,,"VHS, kids-family",,,0.00,,,,,1,10899962,,,,,,,,
Hoffa,,"A portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro. The film follows Hoffa through his countless battles with the RTA and President Roosevelt.",,,,,,"VHS, drama",,,0.00,,,,,1,10867194,,,,,,,,
The Bodyguard,,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",,,,,,"VHS, drama",,,0.00,,,,,1,10834426,,,,,,,,
Jimi Hendrix | Jimi Plays Berkeley,,"This rousing world-famous concert is regarded by critics to be one of Jimi Hendrix's finest performances ever. Taking footage from two separate performances at the Berkeley Community Theater on May 30th, 1970, these incendiary shows help illustrate the student uprisings in Berkeley, by setting footage to the stunning backdrop of some awe-inspiring Hendrix material. Tracks include ""Purple Haze,"" ""Voodoo Child (Slight Return),"" ""Star Spangled Banner,"" ""Hey Joe,"" and many others. This is a never-to-be-forgotten musical experience you will enjoy over and over again.",,,,,,"VHS, musical",,,0.00,,,,,1,10801658,,,,,,,,
Prizzi's Honor,,"Charley Partanna is a hitman who works for the Prizzis, one of the richest crime families in the US. When he sees Irene Walker, it's love at first sight. But he soon finds that she, too, is a killer for hire. Charley can overlook his suspicions, but he can't turn off his heart. And the couple must remember that even if they love each other, the Prizzis love only money.",,,,,,"VHS, thriller",,,0.00,,,,,1,10768890,,,,,,,,
The Usual Suspects,,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",,,,,,"VHS, thriller",,,0.00,,,,,1,10736122,,,,,,,,
The Cat In The Hat Sing-Along,,,,,,,,"VHS, kids-family",,,0.00,,,,,1,10703354,,,,,,,,
Vampires,,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,,,,,,"VHS, action",,,0.00,,,,,1,10670586,,,,,,,,
Million Dollar Mystery,,"A dying man in a roadside diner tells the other patrons about money he has hidden in four places. But instead of directions, he leaves them only with clues they must solve in order to claim the loot. Released with a promotional tie-in for Glad-Lock brand bags.",,,,,,"VHS, comedy",,,0.00,,,,,1,10637818,,,,,,,,
Patch Adams,,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",,,,,,"VHS, drama",,,0.00,,,,,1,10605050,,,,,,,,
Bruce Almighty,,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.",,,,,,"VHS, comedy",,,0.00,,,,,1,10572282,,,,,,,,
Wall Street,,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider, who takes the youth under his wing.",,,,,,"VHS, drama",,,0.00,,,,,1,10539514,,,,,,,,
The American President,,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",,,,,,"VHS, drama",,,0.00,,,,,1,10506746,,,,,,,,
The Mummy Returns,,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",,,,,,"VHS, action",,,0.00,,,,,1,10473978,,,,,,,,
