Handle,Title,Vendor,Kind,Reason
far-and-away-vhs,Far and Away,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
two-bits-vhs,Two Bits,VHS,unmatched,no UPCMDB records for this imdb_id
lifeguard-vhs,Lifeguard,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
invasion-of-the-body-snatchers-dvd,Invasion of the Body Snatchers,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
star-wars-i-the-phantom-menace-dvd,Star Wars I: The Phantom Menace,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
starship-troopers-dvd,Starship Troopers,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
12-monkeys-dvd,12 Monkeys,DVD,ambiguous,ambiguous TMDB match
i-robot-dvd,"I, Robot",DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
lost-in-space-dvd,Lost in Space,DVD,ambiguous,ambiguous TMDB match
farscape-dvd,Farscape,DVD,ambiguous,ambiguous TMDB match
terminator-3-rise-of-the-machines-dvd,Terminator 3: Rise of the Machines,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
honey-i-blew-up-the-kid-copy,101 Dalmations,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
muppets-treasure-island,Muppets Treasure Island,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
honey-i-blew-up-the-kid-vhs,"Honey, I Blew Up the Kid",VHS,unmatched,no UPCMDB records for this imdb_id
et-the-extra-terrestrial-vhs,E.T. The Extra Terrestrial,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-elm-chanted-forest-vhs,The Elm-Chanted Forest,VHS,unmatched,no UPCMDB records for this imdb_id
mulan-vhs,Mulan,VHS,ambiguous,ambiguous TMDB match
muppets-from-space-vhs,Muppets from Space,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
free-willy-vhs,Free Willy,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
hunchback-of-notre-dame-vhs,Hunchback of Notre Dame,VHS,ambiguous,ambiguous TMDB match
heavyweights-vhs,Heavyweights,VHS,unmatched,no UPCMDB records for this imdb_id
richie-rich-vhs,Richie Rich,VHS,ambiguous,ambiguous TMDB match
the-goonies-vhs,The Goonies,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-princess-bride-vhs,The Princess Bride,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-black-couldron-vhs,The Black Couldron,VHS,unmatched,no TMDB match
pocahontas-vhs,Pocahontas,VHS,ambiguous,ambiguous TMDB match
the-aristocats-vhs,The Aristocats,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
antz-vhs,Antz,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
beauty-and-the-beast-vhs,Beauty and the Beast,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-kid-in-king-arthurs-court-vhs,A Kid in King Arthur's Court,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
limo-ride-vhs,Limo Ride,VHS,unmatched,no UPCMDB records for this imdb_id
mad-rons-prevues-from-hell-vhs,Mad Ron's Prevues From Hell,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
minding-the-gap-vhs,Minding The Gap,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
gorotica-vhs,Gorotica,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
running-scared-dvd,Running Scared,DVD,ambiguous,ambiguous TMDB match
malevolence-2-berevement-bluray,Malevolence 2: Berevement,Blu-Ray,unmatched,no TMDB match
malevolence-bluray,Malevolence,Blu-Ray,unmatched,no UPCMDB records for this imdb_id
the-girl-with-the-dragon-tattoo-bluray,The Girl With The Dragon Tattoo,Blu-Ray,ambiguous,ambiguous TMDB match
lord-of-war-bluray,Lord Of War,Blu-Ray,ambiguous,ambiguous TMDB match
the-girl-who-played-with-fire-bluray,The Girl Who Played With Fire,Blu-Ray,unmatched,UPCMDB has edition(s) for this title but none in Blu-Ray format
the-broken-hearts-club-dvd,The Broken Hearts Club,DVD,unmatched,TMDB has no imdb_id for this title
hostel-part-ii-dvd,Hostel Part II,DVD,ambiguous,ambiguous TMDB match
pet-semetary-dvd,Pet Semetary,DVD,unmatched,no TMDB match
the-itlaian-job-dvd,The Itaian Job,DVD,unmatched,no TMDB match
matrix-reloaded-dvd,Matrix Reloaded,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
sin-city,Sin City,DVD,ambiguous,ambiguous TMDB match
the-sorcerers-apprentice,The Sorcerer's Apprentice,DVD,ambiguous,ambiguous TMDB match
office-space,Office Space,DVD,ambiguous,ambiguous TMDB match
mega-shark-vs-giant-octopus,Mega Shark vs Giant Octopus,DVD,unmatched,no UPCMDB records for this imdb_id
the-butterlfy-effect,The Butterlfy Effect,DVD,unmatched,no TMDB match
fever-pitch,Fever Pitch,DVD,ambiguous,ambiguous TMDB match
session-9,Session 9,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
the-princess-diaries,The Princess Diaries,DVD,unmatched,no UPCMDB records for this imdb_id
kissing-jessica-stein,Kissing Jessica Stein,DVD,unmatched,no UPCMDB records for this imdb_id
nick-norahs-ultimate-playlist,Nick & Norah's Ultimate Playlist,DVD,unmatched,no TMDB match
millions,Millions,DVD,unmatched,no UPCMDB records for this imdb_id
hard-candy,Hard Candy,DVD,unmatched,no UPCMDB records for this imdb_id
quills,Quills,DVD,unmatched,no UPCMDB records for this imdb_id
the-illusionist,The Illusionist,DVD,ambiguous,ambiguous TMDB match
escape-clause,Escape Clause,VHS,unmatched,no UPCMDB records for this imdb_id
