Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Rental Availability (product.metafields.scf.avf),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-funnniest-men-of-comedy-vhs,The Funnniest Men of Comedy,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,false,false,,,,,85788922,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
murder-in-texas-vhs,Murder in Texas,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,13629946,,,,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
fast-fortune-vhs,Fast Fortune,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,57705210,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
somethingn-special-vhs,Somethingn Special,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,15683834,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
4-film-favorites-batman-collection-bluray,4 Film Favorites: Batman Collection,<p>A 4-film Batman collection titled '4 Film Favorites: Batman Collection.'</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,07213050,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
expendables-1-2-3-bluray,"Expendables 1,2&3","<p>A collection of The Expendables (2010), The Expendables 2 (2012), and The Expendables 3 (2014), action films starring Sylvester Stallone leading a team of mercenaries.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,16964602,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
strike-screener-vhs,Strike (Screener),,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,33444602,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
the-cutting-ege-vhs,The Cutting Ege,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,false,false,,,,,33182458,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
xmen-collection-dvd,XMen Collection,"<p>This collection gathers films from the X-Men film series, based on the Marvel Comics superhero team, following a group of mutants with extraordinary abilities as they battle threats to mutant and human kind alike.</p>",DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,false,false,,,,,50383610,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
the-secrets-of-dumbledore-bluray,The Secrets of Dumbledore,<p>Fantastic Beasts: The Secrets of Dumbledore</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,33639162,,,,false,,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,lb,,,active
the-outer-limits-the-sixth-finger-vhs,The Outer Limits: The Sixth Finger,"<p>""The Sixth Finger"" is a 1963 episode of the original The Outer Limits television series, in which a Welsh coal miner volunteers for an experiment that accelerates human evolution, transforming him into a being of vastly superior intelligence and power.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,38566906,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
the-outer-limits-demon-with-a-glass-hand-vhs,The Outer Limits: Demon with a Glass Hand,"<p>""Demon with a Glass Hand"" is a 1964 episode of the original The Outer Limits television series, written by Harlan Ellison, about a man with a mechanical hand who must piece together his lost memory to save humanity from extinction.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,31212282,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
the-outer-limits-second-chance-vhs,The Outer Limits: Second Chance,"<p>""Second Chance"" is a 1964 episode of the original The Outer Limits television series, in which a group of strangers boards a carnival spaceship ride that turns out to be a real vessel bound for another world.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,06254330,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
space-marines-ruby-jean-and-joe-vhs,Space Marines / Ruby Jean and Joe,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,97996794,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
mission-galactica-the-cyclone-attack-vhs,Mission Galactica: The Cyclone Attack,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,32244218,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
secrets-of-a-married-man-vhs,Secrets of a Married Man,"<p>Secrets of a Married Man is a 1984 made-for-television drama starring William Shatner as a married professor who becomes entangled in the world of prostitution, jeopardizing his family and career.</p>",VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,04445178,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
wise-cracks-vhs,Wise Cracks,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,97137914,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
living-it-up-english-dubbed-vhs,Living It Up (English Dubbed),,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,86996730,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
the-caged-heart-vhs,The Caged Heart,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,07894778,,,,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
sand-diego-zoo-its-a-wild-life-vhs,San Diego Zoo: It's a Wild Life,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,false,false,,,,,34814202,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
huck-the-kind-of-hearts-vhs,Huck & The Kind of Hearts,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,false,false,,,,,33634554,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
harry-potter-and-the-deathly-hollows-bluray,Harry Potter and the Deathly Hollows,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,23174650,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
almost-pregnant-a-bedtime-story,Almost Pregnant: A Bedtime Story,,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSALM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258059176_87a83b64-db01-4e20-965d-dc032101ac00.jpg?v=1788280585,1,191-VHSALM-001A,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
outsiders,Outsiders,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSTSD-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257573158.jpg?v=1788280645,1,191-VHSTSD-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
puss-in-boots-faerie-tale-theatre,Puss in Boots (Faerie Tale Theatre),"<p>This is an episode of Faerie Tale Theatre, an anthology television series created and hosted by Shelley Duvall that presented live-action adaptations of classic fairy tales, retelling the story of the clever cat who helps his poor master rise to fortune.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,false,false,,,,,38914810,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
alegria-an-enchanting-fable,Alegria: An Enchanting Fable,,VHS,Media > Videos,,"Floor Sale, Formatted, Musical, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSALE-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781963845847.jpg?v=1788285278,1,191-VHSALE-001A,false,,,,,,,,,,,,,,musical,,,,,,,,,,,,,,lb,,,active
area-51-secrets-of-dreamland,Area 51 Secrets of Dreamland,"<p>A documentary investigating the U.S. Air Force's secretive Area 51 facility, examining decades of UFO sightings, whistleblower claims, and government secrecy tied to the classified site known as Dreamland.</p>",VHS,Media > Videos,,"Documentary, Floor Sale, Formatted, VHS",false,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,191-VHSARE-001A,,,,false,,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,lb,,,active
wide-awake-demo-tape,Wide Awake (Demo Tape),,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSWID-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781839446713.jpg?v=1788285210,1,191-VHSWID-001A,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
evil-judgment-vinegar-syndrome,Evil Judgment (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLREVI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781401618863_30bae1f5-1824-4c9a-8f95-a412cd0164eb.jpg?v=1788285046,1,191-BLREVI-50-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
lost-picture-show-vinegar-syndrome,Lost Picture Show (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRLOS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781402808593_479ef6d9-4dc8-4011-b957-1be66f0e2638.jpg?v=1788285041,1,191-BLRLOS-50-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
hugo-mask-special-horrible-full-head-mask-with-hair,Hugo Mask Special! Horrible Full Head Mask With Hair!,,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRHUG-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781401192050.jpg?v=1788285040,1,191-BLRHUG-50-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
the-cardona-collection-vol-2-vinegar-syndrome,The Cardona Collection Vol. 2 (Vinegar Syndrome),,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781397077041_22562d93-2600-4a18-9dca-85859e4467f0.jpg?v=1788285009,1,191-BLRTHC-50-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
backtrack-1992-directors-cut,BackTrack (1992 Director's Cut),,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSBCK-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780436584746.jpg?v=1788284881,1,191-VHSBCK-50-001A,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
an-american-summer-vhs,An American Summer [vhs],"<p>Divorcing Chicago parents send their only son to live with his aunt in Los Angeles for the summer, where he befriends a local, learns to surf, gets a girlfriend, and witnesses a murder.</p>",VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",false,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,191-VHSNMR-50-001A,,,,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
missing-link-peter-elliot-vhs-rare-1st-edition-original-release-1989-mca,Missing Link Peter Elliot Vhs Rare 1st Edition Original Release 1989 Mca,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,19.00,,false,false,,,,,191-VHSMIS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780423894895_22e91a1b-d413-489f-9a8f-c8a49adaf7e8.jpg?v=1788284873,1,191-VHSMIS-50-001A,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
americas-great-national-parks-yosemite-yellowstone-grand-canyon-vhs-vcr-tapes,America's Great National Parks Yosemite Yellowstone Grand Canyon Vhs Vcr Tapes,"<p>A home-video nature documentary touring three of America's most iconic national parks — Yosemite, Yellowstone, and the Grand Canyon — featuring footage of their landmark landscapes and wildlife.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",false,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,191-VHSAME-50-001A,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
an-evening-with-robin-williams-live-uncensored,An Evening With Robin Williams: Live & Uncensored,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSANE-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780185844146.jpg?v=1788284812,1,An Evening With Robin Williams: Live & Uncensored poster,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
jerry-seinfeld-comedian-demo-tape,Jerry Seinfeld: Comedian (Demo Tape),,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSJER-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780180025880_d44be34f-ba2f-40b4-809d-187b77962e53.jpg?v=1788284797,1,Jerry Seinfeld: Comedian (Demo Tape) poster,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
