Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_196f7d76-6614-4e99-894a-9baf5729a90f.jpg?v=1788286200,4,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_29037df9-bbb7-4f46-a8d8-328ce96644a2.jpg?v=1788286200,5,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragon-wars-d-war,Dragon Wars D-War,"<p>This epic fantasy film features groundbreaking visual effects and massive urban battles between ancient mythical creatures and modern military forces. It offers a high-octane viewing experience for fans of kaiju cinema and legendary lore, showcasing a climactic struggle to fulfill a centuries-old prophecy. The production blends large-scale CGI spectacle with a fast-paced narrative that keeps action enthusiasts engaged from start to finish.</p>",DVD,Media > Videos,,"DVD, Fantasy, Formatted, Issue_Rental_Or_Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDDRA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252823134_51e352d3-720d-4cbc-a503-2bf1a5f5611e.jpg?v=1788286195,1,191-DVDDRA-001A,false,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,,lb,,,active
transformers-two-disc-special-edition,Transformers: Two-Disc Special Edition,"<p>This action-packed special edition features the full-length blockbuster film along with a second disc dedicated to immersive behind-the-scenes content and deleted scenes. It is an essential collectible for fans of high-octane visual effects and deep-dive cinematic history, offering a comprehensive look into the making of a modern sci-fi epic. The set comes in a durable case with vibrant cover art that makes it a standout addition to any home media library.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTRA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253137786.jpg?v=1788286194,1,191-DVDTRA-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
gladiator,Gladiator,<p>Experience an epic tale of courage and vengeance with this premium physical media release featuring high-definition picture quality and immersive audio. This signature collection includes comprehensive behind-the-scenes documentaries and director commentary that provide a deep dive into the creation of this cinematic masterpiece. It is a essential addition for film enthusiasts looking to own a definitive version of this award-winning historical drama.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDGLA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252721677.jpg?v=1788286187,1,191-DVDGLA-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
matrix-reloaded,Matrix Reloaded,<p>Immerse yourself in a gripping cinematic experience with this iconic action film sequel known for its groundbreaking visual effects and high-stakes philosophy. This disc features intense martial arts choreography and breathtaking stunt sequences that defined a generation of science fiction. It is a must-have addition for collectors looking to complete their high-octane home theater library.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKTHM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253073373_3cdeed25-b437-4592-9579-14ad16c969bc.jpg?v=1788286176,1,191-UNKTHM-001A,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active
national-treasure,National Treasure,<p>This high-stakes adventure follows a historian and treasure hunter on an action-packed quest to uncover hidden secrets embedded within America's past. The film features a blend of historical mystery and thrilling suspense that keeps viewers engaged from start to finish. It is a perfect addition to any family movie collection for those who enjoy clever puzzles and archaeological intrigue.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNTN-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252170660_0f291906-eb48-4707-92fa-f52081b8ef8a.jpg?v=1788286171,1,191-DVDNTN-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
national-treasure-2-book-of-secrets,National Treasure 2: Book of Secrets,<p>Uncover a gripping adventure filled with historical puzzles and high-stakes action in this thrilling cinematic sequel. This physical disc features stunning visual quality and behind-the-scenes bonus content that makes it a must-have for any movie collection. It is the perfect choice for fans of mystery and hidden legacies looking for an engaging family movie night.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNAT-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252096636_2303d009-3d26-4d49-84ae-cf38c394e3b1.jpg?v=1788286170,1,191-DVDNAT-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
cast-away,Cast Away,<p>This uniquely crafted volleyball features a weathered aesthetic and the iconic handprint design inspired by the legendary survival film. It serves as both a functional sports ball and a must-have piece of cinematic memorabilia for collectors and fans alike. Its durable construction ensures it remains a standout conversation piece whether it is used on the court or displayed on a shelf.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDCST-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252050885.jpg?v=1788286167,1,191-DVDCST-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
texas-chainsaw-massacre,Texas Chainsaw Massacre,"<p>This classic horror masterpiece delivers a gritty, atmospheric experience that redefined the slasher genre with its raw intensity and relentless suspense. Essential for collectors and cinema buffs, this definitive edition captures every bone-chilling moment in high-quality resolution to preserve its disturbing legacy. Add this visceral piece of film history to your shelf for the ultimate late-night viewing experience.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue_Rental_Or_Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTEX-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251720477.jpg?v=1788286162,1,191-DVDTEX-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
