Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
almost-vhs-rental-comedy,...Almost,"<p>Alex and Erica Boyer are a young couple in crisis. Alex, despite his loving wife, beautiful home and high-paying job, feels trapped. When Erica has an accident that leaves her temporarily confined to a wheelchair and requiring the services of a private nurse, the beautiful Lisa enters the Boyers' lives. A complicated situation develops as Alex sees Lisa as the cure for his own problems as well as his wife's.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,,1,deny,manual,0.00,,false,false,,,,,17318906,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7NlCaLAzu4I6QcNG0UZeqEoVHjG.jpg?v=1788381677,1,...Almost poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
brassed-off-vhs-rental-comedy,Brassed OFF!,"<p>A Yorkshire coal mine is threatened with closure and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,16663546,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/qS2cZYWn2jlQs4Ej5O42LVIANQB.jpg?v=1788380328,1,Brassed OFF! (1996) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
whipped-vhs-rental-comedy,Whipped,"<p>Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16008186,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/jIVMqADXH1fEAlf8K19FoDZYh0U.jpg?v=1788380327,1,Whipped (2000) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
dangerous-orphans-vhs-rental-thriller,Dangerous Orphans,"<p>Three orphaned boys - O'Malley, Rossi and Moir - become blood  brothers. When they grow up, they plot revenge on the crooks who  got away with shooting O'Malley's father. The crooks are doing  very nicely importing heroin and laundering money. The boys begin  by killing one of the crooks, stealing his indentification and  cleaning out the guy's Swiss bank account. But their revenge does  not stop here... And the American end of the operation is getting  very curious.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,30885882,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/rRWKYqlaKPcJiYURNvxNmawjfat_a0c67fa1-9906-40c2-afd2-93c076a0b150.jpg?v=1788380326,1,Dangerous Orphans (1985) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
catherines-grove-vhs-rental-thriller,Catherine's Grove,"<p>Undercover cop Doyle is working on a serial killer case that's left a trail of dead transvestites. Then, moonlighting as a private eye, Doyle and his girlfriend are hired by a rich young man to find his sister. The search leads to her mysterious uncle, and the possibility of becoming the killer's next victim.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,30853114,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/xDHF3F1q44VmwHbdPUYTIxQJzDX.jpg?v=1788380326,1,Catherine's Grove (1997) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
the-body-vhs-rental-thriller,The Body,"<p>An ancient skeleton has been discovered in Jerusalem in a rich man's tomb. Colouration of the wrist and leg bones indicates the cause of death was crucifiction. other signs, include a gold coin bearing the marks of Pontius Pilate and faint markings around the skull, lead authorities to suspect that these could be the bones of Jesus Christ. Politicians, clerics, religious extremists and those using terror as a means to an end, find their beliefs and identities tested while risking their lives to unearth the truth.....</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,30197754,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/lCTA1B2oFev0bcXVZZuh93qDjix.jpg?v=1788380325,1,The Body (2001) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
tracks-of-a-killer-vhs-rental-thriller,Tracks of a Killer,"<p>Business mogul David Hawkner and his wife are enjoying a quiet vacation by themselves at their isolated retreat. The serenity is broken when they become the targets of a handsome, crazed killer.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29542394,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/vTWIIIivo3t3s8ldbnrRkN7gR6L_594eb4bd-d8d7-4971-8549-fd589d10836d.jpg?v=1788380324,1,Tracks of a Killer (1996) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
clean-shaven-vhs-rental-thriller,Clean Shaven,"<p>Peter Winter is a young schizophrenic who is desperately trying to get his daughter back from her adoptive family. He attempts to function in a world that, for him, is filled with strange voices, electrical noise, disconcerting images, and jarringly sudden emotional shifts. During his quest, he runs afoul of the law and an ongoing murder investigation.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29476858,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/kpMXYy0L2GHrIVyDF0HkEiDK1Wd.jpg?v=1788380324,1,Clean Shaven (1995) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
monsieur-hire-vhs-rental-thriller,Monsieur Hire,"<p>A French man spies on a lovely younger woman across the way. When he's spotted by the woman shortly after being questioned by the police about a local murder, the man's simple life becomes more complicated.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,28788730,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/kMsBEphWESeTs4uUAuPpjkIFSKg.jpg?v=1788380322,1,Monsieur Hire (1989) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
southie-vhs-rental-thriller,Southie,"<p>South Boston Irish bad boy Danny Quinn returns back home from New York and gets stuck between his pals, who are supported by one Irish mafia clan, and his family, which are members of another.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,28133370,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/a67OFrGDa7KYkqPJNyqFgWmUKqI_50bfc451-ac9c-40eb-83f0-443117d87723.jpg?v=1788380322,1,Southie (1998) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
nomads-vhs-rental-thriller,Nomads,"<p>One night, in a Los Angeles hospital, Dr. Flax attends to a seriously injured man who, apparently crazed, whispers mysterious and disconcerting words in French into her ear.</p>",VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,28100602,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/rqPl4jsFmBvl2odkYHtUeTqBCjT.jpg?v=1788380321,1,Nomads (1986) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
breach-of-conduct-vhs-rental-thriller,Breach of Conduct,<p>Helen attracts the unwanted attention of the commander of her husband's new army base. Colonel Andrew Case arranges to have Helen's husband travel on base business so that he can force Helen to be his new plaything. Helen fights back.</p>,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,27379706,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/uMpj9S2JHg8keR22KqqxMkbNJHB_93837d5c-7d6a-4aab-98d4-350ae5abb96e.jpg?v=1788380320,1,Breach of Conduct (1994) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
back-in-the-ussr-vhs-rental-thriller,Back in the USSR,<p>A vacationing American and a sultry Russian thief lead police and smugglers on a deadly chase through Moscow.</p>,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,26724346,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/h8QKMt5m5daEyV3gYcxi59NxqQo.jpg?v=1788380319,1,Back in the USSR (1992) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
betrayed-vhs-rental-thriller,Betrayed,<p>An FBI agent posing as a combine driver becomes romantically involved with a Midwest farmer who lives a double life as a white supremacist.</p>,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,26691578,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/eilzKLdafTPGZTq9BhHlsjM70JG.jpg?v=1788380318,1,Betrayed (1988) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
taking-lives-dvd-rental-thriller,Taking Lives,"<p>Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,45517306,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/zeFGOS1kj0CxuZjGhtK3WlMCYsa_fed9cafd-cca4-48c5-9159-97c2a3a51035.jpg?v=1788380317,1,Taking Lives (2004) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
john-q-dvd-rental-thriller,John Q.,"<p>John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,45484538,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/xEE91LvXiqgs7Hmdl44LCzHtFf6.jpg?v=1788380317,1,John Q. (2002) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
kidnap-dvd-rental-thriller,Kidnap,<p>A mother (in her Minivan) stops at nothing to recover her kidnapped son.</p>,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44829178,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/fwdOX3PEZlOLXr9SMpgRnSmTVFp.jpg?v=1789452439,1,Kidnap poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
vanishing-on-7th-street-dvd-rental-thriller,Vanishing on 7th Street,"<p>A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,44796410,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/8LkZFmL2UHbmP7UnjlRP5gqvvqh.jpg?v=1788380316,1,Vanishing on 7th Street (2010) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
american-dream-dvd-rental-thriller,American Dream,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44141050,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7H7Kjfd8ErZJdVjZ7tjWQHxBKBn_f580e1f3-cc44-4564-a4e5-7ef5d57ba8d4.jpg?v=1789452354,1,American Dream poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
rogue-dvd-rental-thriller,Rogue,"<p>When a group of tourists stumble into the remote Australian river territory of an enormous crocodile, the deadly creature traps them on a tiny mud island with the tide quickly rising and darkness descending. As the hungry predator closes in, they must fight for survival against all odds.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,43485690,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/abFDVe71e7UE5MpAqjZvUYT2U7M.jpg?v=1788380315,1,Rogue (2007) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
the-gateway-dvd-rental-thriller,The Gateway,"<p>A particle physicist grieving over the loss of her husband in a car crash uses a revolutionary machine to bring him back, with dire consequences for her family.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,43452922,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3Gp2lj5jnP08Sie6j0gNL3zfiSE.jpg?v=1789452528,1,The Gateway poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
stone-cold-dvd-rental-thriller,Stone Cold,"<p>Jesse Stone is a former L.A. homicide detective who left behind the big city and an ex-wife to become the police chief of the quiet New England fishing town of Paradise. Stone's old habits die hard as he continues to indulge his two favorite things: Scotch whiskey and women. After a series of murders, the first ever in Paradise, and a high school girl is raped he's forced to face his own demons in order to solve the crimes.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42764794,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/vovdfgdfXazuOZK7x8ZwFwuxtci.jpg?v=1789452504,1,Stone Cold poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
double-feature-the-last-castle-the-peacemaker-dvd-rental-thriller,"Double Feature: The Last Castle, The Peacemaker","<p>A double feature pairing The Last Castle (2001) starring Robert Redford, with The Peacemaker (1997) starring George Clooney and Nicole Kidman.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42732026,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/81PwWdFF2bL._SL1500.jpg?v=1788380315,1,"Double Feature: The Last Castle, The Peacemaker poster",false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
hitman-dvd-rental-thriller,Hitman,"<p>A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42076666,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg?v=1788380314,1,Hitman (2007) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
flight-plan-dvd-rental-thriller,Flightplan,"<p>Flying at 40,000 feet in a state-of-the art aircraft that she helped design, Kyle Pratt's 6-year-old daughter Julia vanishes without a trace. Or did she? No one on the plane believes Julia was ever onboard. And now Kyle, desperate and alone, can only count on her own wits to unravel the mystery and save her daughter.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,41421306,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/oNjZFzbe7PfF3TxztNHDkinOPyB.jpg?v=1788380313,1,Flightplan (2005) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
snowmageddon-dvd-rental-thriller,Snowmageddon,"<p>An Alaskan town is in danger of destruction by a mystical snow globe that appears on a family's doorstep, wrapped like a Christmas gift, and causes deadly ""natural"" disasters in their own town, while simultaneously occurring in the snow globe.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,40765946,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/tCToeT0GjHCEEIGA8n4tJFavYx6.jpg?v=1788380312,1,Snowmageddon (2011) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
battledogs-dvd-rental-horror,Battledogs,"<p>When a strange werewolf virus threatens to decimate first New York and then the world, a rogue general uses the disease to create an army of super-soldiers.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,04642810,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/4WLRJssh4YzWokxVgk3hfSANKm8_bf3fa688-6085-4d81-bfbf-1f8a3c47f480.jpg?v=1788380312,1,Battledogs (2013) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
dark-ride-dvd-rental-horror,Dark Ride,"<p>Ten years after he brutally murdered two girls, a killer escapes from a mental institution and returns to his turf, the theme park attraction called Dark Ride. About to crash his path are a group of college kids on a road trip who stumble across the park.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,03987450,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/pQbQuJ7JBpaybG3n8pX43YvIoMv_187d5d3f-71be-4efd-a47e-8db58d66fc78.jpg?v=1788380311,1,Dark Ride (2006) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
paranoid-dvd-rental-horror,Paranoid,<p>Chloe Keane is an stressed American fashion model living in London who is about to have the worst weekend of her life. She and her boyfriend are invited to attend a party at the house of a former rock-star named Stan and his weird family who live in the countryside. Chloe awakes the next morning only to find her boyfriend has abandoned her at Stan's house and she has been drugged and handcuffed to the bed.</p>,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03954682,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7ERnpPPhr6mbzKIAqdKsMi6ycQq.jpg?v=1789452477,1,Paranoid poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
last-vegas-dvd-rental-comedy,Last Vegas,"<p>Aging pals Billy, Paddy, Archie, and Sam have been best friends since childhood. When Billy finally proposes to his much-younger girlfriend, all four friends go to Las Vegas to celebrate the end of Billy's longtime bachelorhood and relive their glory days. However, the four quickly realize that the intervening decades have changed Sin City and tested their friendship in ways they had not imagined.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,03299322,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/9Aht200Eu2jYiE9cEQdFfNDtHl6.jpg?v=1788380309,1,Last Vegas (2013) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
role-models-dvd-rental-comedy,Role Models,"<p>Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03266554,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ki79dSjh6Rr51xrsz4dT04UGxSU.jpg?v=1789452489,1,Role Models poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
bruce-almighty-dvd-rental-comedy,Bruce Almighty,"<p>Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,02578426,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/wqkWrOFtYnZSvIMu8Lsmz7WIvKC_62ea0c2f-0ad6-4b7b-8e87-7179141b2984.jpg?v=1788380309,1,Bruce Almighty (2003) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
the-toy-dvd-rental-comedy,The Toy,"<p>On one of his bratty son Eric's annual visits, the plutocrat U.S. Bates takes him to his department store and offers him anything in it as a gift. Eric chooses a black janitor who has made him laugh with his antics. At first the man suffers many indignities as Eric's ""toy"", but gradually teaches the lonely boy what it is like to have and to be a friend.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,01824762,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/yt7Z37Uo2zls64XikaYh8nCwTAv.jpg?v=1788381777,1,The Toy poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
corporate-animals-dvd-rental-comedy,Corporate Animals,"<p>Disaster strikes when the egotistical CEO of an edible cutlery company leads her long-suffering staff on a corporate team-building trip in New Mexico. Trapped underground, this mismatched and disgruntled group must pull together to survive.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,01791994,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ajnBS9iakB3R5RIWedq6BHvmxFq_5b6bdf7e-1bda-42b7-b8e1-f8b05de67459.jpg?v=1788380308,1,Corporate Animals (2019) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
half-brothers-dvd-rental-comedy,Half Brothers,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01759226,,,,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
send-it-dvd-rental-comedy,Send It!,"<p>An extreme sportsman's life forever changes upon departing his simple Texas roots to compete in the world's most prestigious Kiteboarding Championship. Along the way, an edgy street-smart girl challenges him well beyond just kiting.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01103866,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/iSrsifEI49pfyewDJtGcQpFZ11W.jpg?v=1788380307,1,Send It! (2021) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
instant-family-dvd-rental-comedy,Instant Family,"<p>When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,00448506,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg?v=1788380307,1,Instant Family (2018) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
the-fugitive-kind-dvd-rental-drama,The Fugitive Kind,"<p>Val Xavier, a drifter of obscure origins, arrives at a small town and gets a job in a store run by Lady Torrence. Her husband, Jabe M. Torrance, is dying of cancer. Val is pursued by Carol Cutere, the enigmatic local tramp-of-good-family.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,00382970,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ta2ircBtQs8EZXe6QznCI5J6N3i_557469eb-e824-4d4c-b1ed-c9b13ac198b6.jpg?v=1788380305,1,The Fugitive Kind (1960) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
ginger-in-the-morning-dvd-rental-drama,Ginger in the Morning,<p>A recently divorced Santa Fe architect is surprised to find himself falling in love with a free-spirited young hitchhiker.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,99694842,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/oB08miraUQGfLK1hXToLdVh2Br9_b2df13da-5dee-49ce-8641-8cab1025349f.jpg?v=1788380305,1,Ginger in the Morning (1974) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
the-graduate-dvd-rental-drama,The Graduate,<p>A disillusioned college graduate finds himself torn between his older lover and her daughter.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,99629306,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/8XaDpF0COV1MLsDirJMnxmYc1Wp.jpg?v=1788380304,1,The Graduate (1967) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
