Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
eddington-bluray-rental-drama,Eddington,"<p>In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92127482,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/4GIqZUgPZ146BhibsPHMHef2nXX.jpg?v=1788880379,1,Eddington (2025) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
friendship-bluray-rental-comedy,Friendship,"<div class=""overview"" dir=""auto"">
<p>Suburban dad Craig falls hard for his charismatic new neighbor Austin, and his attempts to make an adult male friend threatens to ruin both of their lives.</p>
</div>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental, Supercycle product",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92061946,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/eikAu9gPJTQQmwFwa1zX5Hfz96P.webp?v=1789453113,1,,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
legend-bluray-rental-fantasy,Legend,"<p>Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Fantasy, Formatted, Rental, Supercycle product",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92029178,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/6n3PQSYpZRK5YPk2w8JEwED7AZk_68a8472f-c3f2-423e-a9e2-83a6828afb07.jpg?v=1788880381,1,Legend (1985) poster,false,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,,lb,,,active
spawn-4k-rental-action,Spawn,"<p>After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.</p>",4K,Media > Videos,,"4K, Action, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91963642,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3svvunKXkhRvEKByGDua1Qu0otq.jpg?v=1788880383,1,Spawn (1997) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
rope-4k-rental-thriller,Rope,<p>Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.</p>,4K,Media > Videos,,"4K, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91898106,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/9ar6rxLDB8kagAnXZKn6h9smscr.jpg?v=1788880384,1,Rope (1948) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
super-mario-bros-movie-4k-rental-kids-family,Super Mario Bros Movie,"<p>While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.</p>",4K,Media > Videos,,"4K, Formatted, Kids & Family, Rental, Supercycle product",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91832570,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg?v=1788880385,1,Super Mario Bros Movie (2023) poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
one-battle-after-another-4k-rental-drama,One Battle After Another,"<p>Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.</p>",4K,Media > Videos,,"4K, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91767034,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/lbBWwxBht4JFP5PsuJ5onpMqugW.jpg?v=1788880387,1,One Battle After Another (2025) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
oppenheimer-4k-rental-drama,Oppenheimer,<p>The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.</p>,4K,Media > Videos,,"4K, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91701498,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg?v=1788880388,1,Oppenheimer (2023) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
rear-window-4k-rental-thriller,Rear Window,<p>Temporary!!</p>,4K,Media > Videos,,"4K, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,91635962,,,,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,Membership,,lb,,,active
civil-war-4k-rental-thriller,Civil War,,4K,Media > Videos,,"4K, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91570426,,,,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
jaws-4k-rental-horror,Jaws,"<p>When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.</p>",4K,Media > Videos,,"4K, Formatted, Horror, Rental, Supercycle product",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91504890,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/lxM6kqilAdpdhqUl2biYp5frUxE_fcb6f490-c5d6-4ea3-9c32-585cead2d757.jpg?v=1788880391,1,Jaws (1975) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
lawrence-of-arabia-4k-rental-drama,Lawrence of Arabia,"<p>During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.</p>",4K,Media > Videos,,"4K, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91439354,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/AiAm0EtDvyGqNpVoieRw4u65vD1_d0f5d206-529e-4f03-9f89-1d3ef20c4976.jpg?v=1788880392,1,Lawrence of Arabia (1962) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
1917-4k-rental-action,1917,"<p>At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.</p>",4K,Media > Videos,,"4K, Action, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91373818,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/iZf0KyrE25z1sage4SYFLCCrMi9.jpg?v=1788880393,1,1917 (2019) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
cinderella-4k-rental-kids-family,Cinderella,,4K,Media > Videos,,"4K, Formatted, Kids & Family, Rental, Supercycle product",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91308282,,,,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
the-big-lebowski-4k-rental-comedy,The Big Lebowski,"<p>Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.</p>",4K,Media > Videos,,"4K, Comedy, Formatted, Rental, Supercycle product",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91242746,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3bv6WAp6BSxxYvB5ozKFUYuRA8C_05cb5649-7e93-4efd-9bef-47d37700c665.jpg?v=1788880396,1,The Big Lebowski (1998) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
alien-4k-rental-sci-fi,Alien,,4K,Media > Videos,,"4K, Formatted, Rental, Sci-Fi, Supercycle product",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91177210,,,,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active
heat-4k-rental-action,Heat,<p>Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.</p>,4K,Media > Videos,,"4K, Action, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91111674,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/umSVjVdbVwtx5ryCA2QXL44Durm_a05210f5-126f-4578-b907-e8ddc2970a91.jpg?v=1788880398,1,Heat (1995) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
inglorious-basterds-4k-rental-action,Inglorious Basterds,"<p>In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.</p>",4K,Media > Videos,,"4K, Action, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91046138,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/aupnPtagH9JVBuMrGEanf4iqXEQ_264cc11e-22dc-49ab-ab62-1c25fe79e9e4.jpg?v=1788880399,1,Inglorious Basterds (2009) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
zodiac-4k-rental-thriller,Zodiac,"<p>Over the course of a decade, editors of the San Francisco Chronicle entice themselves in the murders of the Zodiac Killer. However, as time runs its course, interest in the case dwindles in the eyes of the professionals. The Killer stops interacting with the public. However, believing he has the answers, an amateur cartoonist from the initial sightings races against time to prevent what he believes is another murder.</p>",4K,Media > Videos,,"4K, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90947834,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/6YmeO4pB7XTh8P8F960O1uA14JO_34ae98ff-d46b-4186-95aa-9686d00d63f1.jpg?v=1788880401,1,Zodiac (2007) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
weapons-4k-rental-horror,Weapons,"<p>Weapons presents a series of brutal, seemingly random youth-related killings over the course of a weekend in a typical small town in America, and tragically reveals how they are all interrelated.</p>",4K,Media > Videos,,"4K, Formatted, Horror, Rental, Supercycle product",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90915066,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/4KGp7B4CtX67vbTakWa3lR8OCv4.jpg?v=1788880402,1,Weapons (2007) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
prometheus-4k-rental-sci-fi,Prometheus,"<p>A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.</p>",4K,Media > Videos,,"4K, Formatted, Rental, Sci-Fi, Supercycle product",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90849530,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/qsYQflQhOuhDpQ0W2aOcwqgDAeI_5c6433ae-b801-44e6-b279-fc5ae8e05859.jpg?v=1788880403,1,Prometheus (2012) poster,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active
sorcerer-4k-rental-criterion-collection-thriller,Sorcerer,"<p>Four men from different parts of the globe, all hiding from their pasts in the same remote South American town, agree to risk their lives transporting several cases of dynamite (which is so old that it is dripping unstable nitroglycerin) across dangerous jungle terrain.</p>",4K,Media > Videos,,"4K, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,90783994,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/2b7oexm173SF1FSEq0DdgxZZNRH.jpg?v=1788880405,1,Sorcerer (1977) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
parasite-bluray-rental-criterion-collection-thriller,Parasite,"<p>All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,90718458,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg?v=1788880407,1,Parasite (2019) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
a-history-of-violence-bluray-rental-criterion-collection-action,A History of Violence,<p>An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,19113466,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ptJKY9WGDUUL064ge3jW78zBX0t.jpg?v=1788880408,1,A History of Violence (2005) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
blow-out-bluray-rental-criterion-collection-thriller,Blow Out,"<p>While recording sound effects for a slasher flick, Jack Terry stumbles upon a real-life horror: a car careening off a bridge and into a river. Jack jumps into the water and fishes out Sally from the car, but the other passenger is already dead — a governor intending to run for president. As Jack does some investigating of his tapes, and starts a perilous romance with Sally, he enters a tangled web of conspiracy that might leave him dead.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18916858,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/uFzMscVLDrTaYd6KXOXlr6dly7w_c5b19bb1-1867-4a4e-8f93-979c29951757.jpg?v=1788880410,1,Blow Out (1981) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
to-die-for-bluray-rental-criterion-collection-drama,To Die For,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18818554,,,,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
the-thin-blue-line-bluray-rental-criterion-collection-documentary,The Thin Blue Line,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Documentary, Formatted, Rental, Supercycle product",true,Genre,Documentary,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18621946,,,,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active
streetwise-bluray-rental-criterion-collection-documentary,Streetwise,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Documentary, Formatted, Rental, Supercycle product",true,Genre,Documentary,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18392570,,,,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active
paris-texas-bluray-rental-criterion-collection-drama,"Paris, Texas","<p>A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18261498,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/sP27Qm4THyRZyHjHYMfIDtJP6YE.jpg?v=1788880415,1,"Paris, Texas (1984) poster",false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
no-country-for-old-men-bluray-rental-criterion-collection-drama,No Country for Old Men,"<p>Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18032122,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/6d5XOczc226jECq0LIX0siKtgHR_0c4be07e-65f8-49d8-a31b-fd8d82c5d692.jpg?v=1788880417,1,No Country for Old Men (2007) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
the-last-waltz-bluray-rental-criterion-collection-musical,The Last Waltz,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Formatted, Musical, Rental, Supercycle product",true,Genre,Musical,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,17704442,,,,false,,,,,,,,,,,,,musical,,,,,,,,,,,,,,,lb,,,active
altered-states-bluray-rental-criterion-collection-drama,Altered States,"<p>A research scientist explores the boundaries and frontiers of human consciousness. Using sensory deprivation and hallucinogenic mixtures from Native American shamans, he explores these altered states of cognizance and finds that memory, time, and reality itself are states of mind.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,17442298,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/fsoaPN5SWYgZ4B7GG9nRNj33so.jpg?v=1788880420,1,Altered States (1980) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
punch-drunk-love-bluray-rental-criterion-collection-drama,Punch Drunk Love,<p>A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,17245690,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/htYp4yqFu4rzBEIa6j9jP8miDm3.jpg?v=1788880421,1,Punch Drunk Love (2002) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
eyes-wide-shut-bluray-rental-criterion-collection-drama,Eyes Wide Shut,"<p>After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,17016314,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/knEIz1eNGl5MQDbrEAVWA7iRqF9_808922b8-841e-40f8-9655-801483e68f71.jpg?v=1788880422,1,Eyes Wide Shut (1999) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
amores-perros-bluray-rental-criterion-collection-drama,Amores Perros,"<p>A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,16852474,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/1lX74fPZsBoOyyE5fWL5xT7k9sV.jpg?v=1788880425,1,Amores Perros (2000) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
anora-4k-rental-criterion-collection-drama,Anora,"<p>A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.</p>",4K,Media > Videos,,"4K, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,16623098,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/cgXk2tNYhJZLXdBDO5DidAVzQ82.jpg?v=1788880426,1,Anora (2024) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
malcom-x-4k-rental-criterion-collection-drama,Malcom X,,4K,Media > Videos,,"4K, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,16492026,,,,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
wall-e-4k-rental-criterion-collection-kids-family,Wall-E,,4K,Media > Videos,,"4K, Criterion Collection, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16328186,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/mje5UAVt8hzxxB3sY11YZ53LfXNcxo_large_150010df-d700-44e3-98f6-c3fc82e72f39.jpg?v=1789403924,1,,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
galaxy-quest-vhs-rental-comedy,Galaxy Quest,"<p>For four years, the courageous crew of the NSEA Protector —  Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, Supercycle product, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,56477434,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/fZXSwgZknp81vmciTb86rw0MejV_e7a2fd94-ffcb-4115-8d7b-b951d87cab85.jpg?v=1788880454,1,Galaxy Quest (1999) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
the-pickle-vhs-rental-comedy,The Pickle,"<p>Harry Stone always dreamed of making ""The Great American Movie."" Instead, he made ""The Pickle"" - a teenage sci-fi flick about a flying cucumber. Harry just wanted to get out of debt; now everyone he's ever known, loved and neglected is standing in line for tickets.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, Supercycle product, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,55789306,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/yCzdS1R27F675iSUIfOHQKxFpiB_1cb7dc1b-a1b7-4e2d-87e5-0f4e9c8d50aa.jpg?v=1788880455,1,The Pickle (1993) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
tall-tales-legends-annie-oakley-vhs-rental-drama,Tall Tales & Legends: Annie Oakley,,VHS,Media > Videos,,"Drama, Formatted, Rental, Supercycle product, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20144890,,,,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
iron-will-vhs-rental-kids-family,Iron Will,"<p>When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.</p>",VHS,Media > Videos,,"Formatted, Kids & Family, Rental, Supercycle product, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20079354,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/vYsSu7DdgU4yqbekTvAevrv6dSP.jpg?v=1788880537,1,Iron Will (1994) poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
the-great-santini-vhs-rental-drama,The Great Santini,"<p>As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.</p>",VHS,Media > Videos,,"Drama, Formatted, Rental, Supercycle product, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20046586,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/xvoHFQlSAq0696rvONsEAWj1fcm.jpg?v=1788880537,1,The Great Santini (1979) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
the-kitchen-soto-vhs-rental-drama,The Kitchen Soto,,VHS,Media > Videos,,"Drama, Formatted, Rental, Supercycle product, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20013818,,,,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
