title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
The Sandlot | The Sandlot 2 | The Sandlot Heading Home,,"A decade has passed in the small town where the original Sandlot gang banded together during the summer of ’62 to play baseball and battle the Beast. Now, back at the dugout, nine new kids descend on the diamond only to discover that a descendant of the Beast lives in Mr. Mertle’s backyard – a monster of mythical proportions known as 'The Great Fear'.",,,,,,"DVD, kids-family",,,0.00,,,,,1,51278330,,,,,,,,
CKY Trilogy,,Combined remix of the original movies CKY2K and CKY 3.,,,,,,"DVD, documentary",,,0.00,,,,,1,50655738,,,,,,,,
Nirvana Unplugged,,"A live album by American rock band Nirvana, the album features an acoustic performance recorded at Sony Music Studios in New York City on 18 November 1993, for the television series MTV Unplugged.",,,,,,"DVD, musical",,,0.00,,,,,1,50524666,,,,,,,,
Led Zeppelin,,"Led Zeppelin is a double DVD set first released in 2003. It represents the first official video release of Led Zeppelin's live material since 1976's The Song Remains the Same. The recording of the DVD spans the years from 1969 to 1979 and includes performances from the Royal Albert Hall in 1970, Madison Square Garden in 1973, Earls Court in 1975, and Knebworth in 1979. Extras provided on the set include a 1969 promo film for Communication Breakdown, a short performance on the French TV show 'Tous En Scene' in 1969, a short performance on the Danish TV Show 'TV-Byen' in 1969, a performance on the British TV shoe 'Supershow' in 1969, a performance of Immigrant Song from the band's show at the Sydney Showground in February 1972, an interview with the NYC Press Conference in 1970, an Australian press conference in 1972, an interview with The Old Grey Whistle Test, the Over The Hills And Far Away promo (1990) and the Travelling Riverside Blues promo (1990).",,,,,,"DVD, musical",,,0.00,,,,,1,03858682,,,,,,,,
Wonderland,,"Now that the Queen of Hearts is nice and Cinderella is safe, things seem perfect for Red and Chloe… But little do they know that changing the past created a new villain — Maddox Hatter. When Maddox captures the Queen of Hearts, Red and Chloe must work alongside Red’s new sister Pink, Luisa Madrigal’s son Luis, and Maddox’s son Max to save her and Wonderland.",,,,,,"DVD, drama",,,0.00,,,,,1,03727610,,,,,,,,
Sex and the City,,"When Carrie's big step forward in her relationship goes awry, best friends Charlotte, Miranda and Samantha are there to help her pick up the pieces.",,,,,,"DVD, comedy",,,0.00,,,,,1,03629306,,,,,,,,
Harry Potter and the Sorcerer's Stone,,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",,,,,,"DVD, kids-family",,,0.00,,,,,1,03531002,,,,,,,,
Little Nemo,,"Cartoon figures announce, via comic strip balloons, that they will move - and move they do, in a wildly exaggerated style. Also known as ""Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics"".",,,,,,"DVD, kids-family",,,0.00,,,,,1,03465466,,,,,,,,
Shaun of the Dead,,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",,,,,,"DVD, comedy",,,0.00,,,,,1,03367162,,,,,,,,
Krakatoa East of Java,,A team of maritime salvage workers are about to embark on a recovery dive. However the 1883 Krakatoa Volcano eruption provides more pressing problems.,,,,,,"VHS, action",,,0.00,,,,,1,69051130,,,,,,,,
The Official Story,,"Buenos Aires, Argentina, 1983. In the last and turbulent days of the military dictatorship, Alicia, a high school history teacher, begins to ask uncomfortable questions about the dark origins of Gaby, her adopted daughter.",,,,,,"VHS, foreign",,,0.00,,,,,1,69018362,,,,,,,,
Field of Fire,,"Sergeant Thomas Duncan takes his men behind enemy lines to recover a secret government fighter copter and its pilot, a secret weapon all his own. But once stationed in the dense jungle brush of Vietnam, their radio goes out all hope of contacting their home base is out, and it is up to Duncan and his men to get to the hook up point by the agreed time. A traitor in the home camp is sending messages to the enemy side; Duncan must hurry!",,,,,,"VHS, action",,,0.00,,,,,1,68952826,,,,,,,,
Max and Helen,,"In trying to bring a former concentration camp commandant to justice, Nazi-hunter Simon Wiesenthal uncovers the tragic story of two lovers separated by the war.",,,,,,"VHS, drama",,,0.00,,,,,1,68887290,,,,,,,,
Liberty Heights,,"This semi-autobiographical film by Barry Levinson follows various members of the Kurtzman clan, a Jewish family living in suburban Baltimore during the 1950s. As teenaged Ben completes high school, he falls for Sylvia, a black classmate, creating inevitable tensions. Meanwhile, Ben's brother, Van, attends college and becomes smitten with a mysterious woman while their father tries to maintain his burlesque business.",,,,,,"VHS, drama",,,0.00,,,,,1,68854522,,,,,,,,
The Perfect Bride,,"A young woman begins to suspect that her brother's young fiancée, an attractive Englishwoman, is actually a serial killer who kills men on the eve of their weddings.",,,,,,"VHS, thriller",,,0.00,,,,,1,68821754,,,,,,,,
The Hi-Lo Country,,"An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",,,,,,"VHS, drama",,,0.00,,,,,1,68788986,,,,,,,,
Dead Funny,,"When her practical joker boyfriend dies, a young woman recalls all the pranks he pulled as she tries to figure out who murdered him.",,,,,,"VHS, comedy",,,0.00,,,,,1,68756218,,,,,,,,
Passed Away,,"Thrown for a loop by the unexpected news that Dad has suddenly gone to his reward, the grieving eccentric Scanian clan are drawn together in a test of familial endurance that soon has them at each other's throats.",,,,,,"VHS, comedy",,,0.00,,,,,1,68723450,,,,,,,,
Walking Across Egypt,,An elderly widow befriends an orphaned juvenile delinquent.,,,,,,"VHS, drama",,,0.00,,,,,1,68690682,,,,,,,,
Fearless,,"After going through a series of tragic events in his life, martial arts master Huo Yuanjia returns to Tianjin and must fight four international soldiers, in order to safeguard his nation's pride.",,,,,,"VHS, thriller",,,0.00,,,,,1,68657914,,,,,,,,
Passion Flower,,A bored society woman invites scandal and heartache when she falls in love with her low-born chauffeur.,,,,,,"VHS, thriller",,,0.00,,,,,1,68625146,,,,,,,,
Dream for an Insomniac,,"A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,68559610,,,,,,,,
Thunderball,,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,,,,,,"VHS, action",,,0.00,,,,,1,68526842,,,,,,,,
Break In,,A woman recently separated from her wealthy husband is terrorized during one harrowing night when a masked intruder breaks into her home. Is it a random home invasion or is something more malicious and personal going on?,,,,,,"VHS, action",,,0.00,,,,,1,68494074,,,,,,,,
Homicidal Impulse,,"An up and coming lawyer gets turned over for a case he'd been working on for a long while. The D.A.'s niece then decides to help the young lawyer by first blackmailing, then eventually plotting the murder of the D.A., all the while seducing the young attorney. It then becomes the attorney job to cover up the murder he believes he committed, while finding out the truth about the D.A.'s ""niece"".",,,,,,"VHS, thriller",,,0.00,,,,,1,68461306,,,,,,,,
Bridge to Nowhere,,"Kids on an outing in the forest come up against a mysterious hermit who lives on the other side of a bridge, and he is definitely not happy to see them.",,,,,,"VHS, action",,,0.00,,,,,1,68428538,,,,,,,,
Motel Blue,,"Kyle Rivers has joined the Dpt of Defense as an investigator. Her first assignment is to do a background check on Lana Hawking, scientist for a top secret clearance.",,,,,,"VHS, thriller",,,0.00,,,,,1,68395770,,,,,,,,
Bloodhounds,,"Charles Veasey is a cop killer who's on death row waiting for his execution. One day he escapes. Nikki a cop, whose father Veasey killed has decided to go after him, despite what her superiors say. Harrison Coyle, a crime author, offers his assistance to Nikki, who refuses, but Coyle thinking that it would be good material for another book, pursues Veasey, and bumps into Nikki. Which infuriates her. Eventually, they agree to work together.",,,,,,"VHS, thriller",,,0.00,,,,,1,68330234,,,,,,,,
Flirt,,"In New York, Bill struggles to decide whether he has a future with Emily, while attempting to restrain Walter, the angry husband of a woman he thinks he might be in love with. Later incorporated into a feature film of the same name.",,,,,,"VHS, drama",,,0.00,,,,,1,68264698,,,,,,,,
Undertow,,"Six friends enter the strange town of Old Mines for a weekend float trip. They quickly realize that the town is not friendly to strangers, and they are pressured to leave by the police. When the friends decide to continue their float trip anyway, terrifying secrets of the town surface. A seven-foot-tall deformed maniac, known by the townsfolk as The Boy is kept under lock and key by the town's mayor. The Boy's purpose is simple: kill outsiders. The Mayor of Old Mines releases The Boy and the maniac's hunt begins. One by one, the campers on their float trip are ripped to gory shreds by the enraged, deformed, hulking Boy. But there is great mystery to the Boy. Who is his father? Who is his mother? How did he become so dangerous? In the end, the answers to these questions will put the entire town of Old Mines in danger. The Boy is an unstoppable killing machine, and anyone in his path won't be in one piece for long!",,,,,,"VHS, thriller",,,0.00,,,,,1,68231930,,,,,,,,
Rubdown,,"A rich man offers his masseur, a former baseball player with damaged knees, $50,000 to have an affair with his wife so she'll be in violation of their pre-nuptial agreement and he can divorce her without losing his fortune. The masseur agrees although he is already having an affair with the wife, and they together work out a way to set up her husband in order that she does get his fortune. But when the client is murdered and the real wife shows up the masseur has to clear his own name, and as he begins to piece together the evidence he realises that he's been played by yet another man who still holds a grudge from years before.",,,,,,"VHS, thriller",,,0.00,,,,,1,68199162,,,,,,,,
Jane Doe,,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",,,,,,"VHS, thriller",,,0.00,,,,,1,68166394,,,,,,,,
INSTINCT,,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",,,,,,"VHS, action",,,0.00,,,,,1,68133626,,,,,,,,
Servants of Twilight,,"Based on the novel by Dean R. Koontz, this action packed thriller features Bruce Greenwood as a private detective hired to protect a little boy from a fanatical religious cult that believe he is the antichrist fortold in the book of Revelations.",,,,,,"VHS, thriller",,,0.00,,,,,1,68100858,,,,,,,,
Mercy,,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",,,,,,"VHS, thriller",,,0.00,,,,,1,68035322,,,,,,,,
Guilty as Sin,,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",,,,,,"VHS, thriller",,,0.00,,,,,1,68002554,,,,,,,,
To Catch a Killer,,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,,,,,,"VHS, thriller",,,0.00,,,,,1,67969786,,,,,,,,
On the Border,,A dumb as rocks security guard in a Texas border town gets involved in a planned bank heist thanks to the charms of two different femmes fatales.,,,,,,"VHS, thriller",,,0.00,,,,,1,67904250,,,,,,,,
Two Moon Junction,,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",,,,,,"VHS, thriller",,,0.00,,,,,1,67871482,,,,,,,,
Ring of Steel,,"A champion fencer accidentally kills an opponent in a match. Disgraced, he is blackballed from the fencing community, until a mysterious stranger saves his life one night from a gang of muggers. He soon finds himself caught up in the world of underground illegal swordfights, where combatants fight to the death.",,,,,,"VHS, action",,,0.00,,,,,1,67805946,,,,,,,,
Bed of Roses,,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,67773178,,,,,,,,
C.H.O.M.P.S.,,"A young man invents a robot dog that has super strength, x-ray vision and can detect crimes being committed. A greedy businessman tries to steal the boy's invention from him.",,,,,,"VHS, kids-family",,,0.00,,,,,1,52929274,,,,,,,,
