title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Way of the Gun,,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,012236115892,0012236115892,,,,"DVD, action",,,0.00,,,,,1,50590202,,,,,,,,
THOR,,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",786936837506,0786936837506,,,,"DVD, action",,,0.00,,,,,1,04219130,,,,,,,,
Harry Potter and the Prisoner of Azkaban,,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,883929558513,0883929558513,,,,"DVD, kids-family",,,0.00,,,,,1,04153594,,,,,,,,
Someone Like You,,"Shocking news hits after young architect Dawson loses his best friend London. In his heartbreak, Dawson is compelled to launch an impossible search for London’s secret sister, twins separated as embryos. But along the way, Dawson never planned to fall in love.",683904550941,0683904550941,,,,"DVD, romantic-comedy",,,0.00,,,,,1,04120826,,,,,,,,
28 Days,,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",043396050648,0043396050648,,,,"DVD, comedy",,,0.00,,,,,1,04088058,,,,,,,,
Fast Times at Ridgemont High,,A group of Southern-California high school students ignore their studies in favor of indulging in their teenage distractions.,715515258012,0715515258012,,,,"DVD, comedy",,,0.00,,,,,1,04022522,,,,,,,,
One Flew Over The Cuckoo's Nest,,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",883929152605,0883929152605,,,,"DVD, drama",,,0.00,,,,,1,03989754,,,,,,,,
Fear and Loathing in Las Vegas,,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",025192033926,0025192033926,,,,"DVD, drama",,,0.00,,,,,1,03956986,,,,,,,,
Benny & Joon,,A mentally ill young woman finds love with an eccentric man who models himself after Buster Keaton.,027616158420,,,,,"DVD, romantic-comedy",,,0.00,,,,,1,03924218,,,,,,,,
A Streetcar Named Desire,,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral.",085393604127,0085393604127,,,,"DVD, drama",,,0.00,,,,,1,03891450,,,,,,,,
The Boondock Saints,,"Tired of the crime overrunning the streets of Boston, Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another, they become controversial folk heroes in the community. But Paul Smecker, an eccentric FBI agent, is fast closing in on their blood-soaked trail.",024543028079,,,,,"DVD, action",,,0.00,,,,,1,03825914,,,,,,,,
Still Crazy,,"In the 1970s, Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. Twenty years on, these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.",043396037458,0043396037458,,,,"DVD, comedy",,,0.00,,,,,1,03760378,,,,,,,,
Harry Potter and the Chamber of Secrets,,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",029502200893,0029502200893,,,,"DVD, kids-family",,,0.00,,,,,1,03596538,,,,,,,,
UP,,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",786936786675,0786936786675,,,,"DVD, kids-family",,,0.00,,,,,1,03563770,,,,,,,,
Oliver and Company,,"Putting its own 'twist' on the story of Oliver Twist, the orange runt of a litter of kittens must fight for survival on the rough streets on New York City, finding unlikely friends in the dogs owned by a down-on-his luck man named Fagin. Soon, Oliver and his new band of comrades must fight for survival when Fagin is unable to pay his debts.",786936769739,0786936769739,,,,"DVD, kids-family",,,0.00,,,,,1,03498234,,,,,,,,
Almost Famous,,"In 1973, a precocious 15-year-old aspiring rock journalist lands a dream assignment from Rolling Stone to tour with a rising rock band, embarking on a coming-of-age journey as he discovers the exhilarating and heartbreaking realities behind rock stardom.",032429078254,0032429078254,,,,"DVD, drama",,,0.00,,,,,1,03432698,,,,,,,,
