Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
beauty-and-the-beast-live-action-bluray,Beauty and the Beast (Live Action),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,43275002,,,,kids-family
twice-upon-a-yesterday-screener-vhs,Twice Upon a Yesterday (Screener),,VHS,Media > Videos,"Floor Sale, VHS, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,6.00,33542906,,,,romantic-comedy
strike-screener-vhs,Strike (Screener),,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,33444602,,,,comedy
the-cutting-ege-vhs,The Cutting Ege,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,33182458,,,,comedy
akira-kurosawa-four-samuri-classics-dvd,Akira Kurosawa: Four Samuri Classics,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,32.00,50416378,,,,action
xmen-collection-dvd,XMen Collection,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,8.00,50383610,,,,action
billy-jack-the-complete-collection-bluray,Billy Jack: The Complete Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,08669946,,,,action
the-tale-of-sweeny-todd-vhs,The Tale Of Sweeny Todd,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,5.00,72285178,,,,horror
frankenstein-meets-the-wolfman-vhs,Frankenstein Meets The Wolfman,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,5.00,63798266,,,,horror
the-outer-limits-the-sixth-finger-vhs,The Outer Limits: The Sixth Finger,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,38566906,,,,sci-fi
the-outer-limits-demon-with-a-glass-hand-vhs,The Outer Limits: Demon with a Glass Hand,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,31212282,,,,sci-fi
they-valley-of-gwangi-vhs,They Valley of Gwangi,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,22987514,,,,sci-fi
food-of-the-gods-part-2-vhs,Food of the Gods Part 2,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,22.00,31158010,,,,horror
the-outer-limits-the-galaxy-being-vhs,The Outer Limits: The Galaxy Being,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,22867706,,,,sci-fi
the-outer-limits-second-chance-vhs,The Outer Limits: Second Chance,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,06254330,,,,sci-fi
space-marines-ruby-jean-and-joe-vhs,Space Marines / Ruby Jean and Joe,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,97996794,,,,sci-fi
mission-galactica-the-cyclone-attack-vhs,Mission Galactica: The Cyclone Attack,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,7.00,32244218,,,,sci-fi
secrets-of-a-married-man-vhs,Secrets of a Married Man,"<p>A man going through a mid-life crisis, starts patronizing prostitutes. Eventually, he meets a very expensive one and he thinks he has it all. That is until her pimp starts hounding him.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,04445178,,,,comedy
wise-cracks-vhs,Wise Cracks,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,97137914,,,,comedy
planes-train-and-automobiles-vhs,"Planes, Train and Automobiles",,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,07156986,,,,comedy
whoopie-goldberg-fontaine-why-am-i-straight-vhs,Whoopie Goldberg: Fontaine Why Am I Straight?,"<p>Whoopi Goldberg, riding the fame of stand-up comedy and having made the transition to feature films, goes back to her stand-up roots by doing an entire show as one of her many characters, Fontaine.  Whoopi brings to life her popular alter-ego, Fontaine, a street-smart tough talking ex-junkie who eagerly shares thoughts on dealing with life, sex and drugs and other issues of contemporary life. Taped live at the Mayfair Theater in Santa Monica.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,94049786,,,,comedy
napoleon-dynomite-vhs,Napoleon Dynomite,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,40.00,74454522,,,,comedy
madeline-lose-in-paris-vhs,Madeline Lose in Paris,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,56563194,,,,kids-family
sonny-cher-in-good-times-vhs,Sonny & Cher in Good Times,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,13.00,56301050,,,,musical
living-it-up-english-dubbed-vhs,Living It Up (English Dubbed),,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,86996730,,,,comedy
run-lola-run-english-dub-vhs,Run Lola Run (English Dub),,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,9.00,59504378,,,,action
resevoir-dogs-vhs,Resevoir Dogs,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,08025850,,,,action
the-caged-heart-vhs,The Caged Heart,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,07894778,,,,thriller
sand-diego-zoo-its-a-wild-life-vhs,San Diego Zoo: It's a Wild Life,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,4.00,34814202,,,,kids-family
safetey-patrol-vhs,Safetey Patrol,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,34126074,,,,kids-family
huck-the-kind-of-hearts-vhs,Huck & The Kind of Hearts,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,4.00,33634554,,,,kids-family
thumbalina-vhs,Thumbalina,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,35822074,,,,kids-family
a-kid-in-aladins-palace-vhs,A Kid in Aladin's Palace,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,35101178,,,,kids-family
cats-dont-dance-vhs,Cat's Don't Dance,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,34970106,,,,kids-family
martian-chronicles-the-settlers-vhs,Martian Chronicles: The Settlers,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,11.00,53607162,,,,sci-fi
harry-potter-and-the-deathly-hollows-bluray,Harry Potter and the Deathly Hollows,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,23174650,,,,kids-family
