title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
2 Days in Paris,,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents — and several of her ex-boyfriends.",,,,,,"DVD, romantic-comedy",,,0.00,,,,,1,39885306,,,,,,,,
21 Grams,,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",,,,,,"DVD, drama",,,0.00,,,,,1,67871738,,,,,,,,
3 Movie Collection: Just Go With It / That's My Boy / Jack & Jill,,"The Laugh Out Loud 3-Movie Collection combining three Adam Sandler comedies -- Just Go with It (2011), That's My Boy (2012), and Jack and Jill (2011).",,,,,,"DVD, comedy",,,0.00,,,,,1,03619066,,,,,,,,
300 Spartans,,"The 300 Spartans is an account of the 480 B.C. Battle of Thermopylae, in which the Greek Spartan King Leonidas, played by Richard Egan, led a remarkably small number of Greek Sparta to victory over an invading Persian army led by evil King Xerxes that was thought to number over 25,000. This spectacular conflict gave the Grecians enough time to organize a force to ultimately repel the Persians, and thus change the course of Western civilization.",,,,,,"DVD, action",,,0.00,,,,,1,42770938,,,,,,,,
A Christmas Star,,"Born under the Christmas Star, Noelle believes she has the gift to perform miracles, so when conniving developer McKerrod threatens her peaceful life she and her friends determine to use this gift to thwart his plans and save their village.",,,,,,"DVD, holiday",,,0.00,,,,,1,59706362,,,,,,,,
A Night at the Roxbury,,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",,,,,,"DVD, comedy",,,0.00,,,,,1,84020218,,,,,,,,
A Night in Old Mexico,,"Forced to give up his land and home, Texas rancher Red Bovie isn't about to retire quietly in a dismal trailer park. Instead he hops in his Cadillac and hits the road with his estranged grandson for one last wild adventure filled with guns, women and booze. It’s just another night in Old Mexico.",,,,,,"DVD, action",,,0.00,,,,,1,64595450,,,,,,,,
A Walk in My Shoes,,"Ever judge someone just by looking at them? Of course, we’ve all made snap judgments about people. But what if we really got to know them? How would our opinions change? And what if we were forced to become them… how would the shoes fit then? Stressed-out high school teacher Trish Fahey can’t understand her students’ lack of effort and why their parents don’t seem to care. This perspective dramatically changes when Trish meets Molly, a mysterious stranger intent on helping her see things differently. When Trish wrecks her car, Molly is there as Trish wakes to find herself living the life of Cindy Kremer, the woman she has personally judged and criticized. Trish discovers that there is often more to the story and learns a powerful lesson that affects everyone she interacts with. Her husband, her daughter, the ex-Marine next door… No one is left unchanged.",,,,,,"DVD, drama",,,0.00,,,,,1,96140026,,,,,,,,
About a Boy,,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",,,,,,"DVD, romantic-comedy",,,0.00,,,,,1,38993146,,,,,,,,
Abraham Lincoln Vs. Zombies,,"As Abraham Lincoln labors over the Gettysburg address, the importance of which he is fully aware, he learns that a menace from his past has returned, threatening to tear the already fractured nation to pieces. He must journey behind enemy lines to face an foe far more fearsome than the Confederate army: the walking dead.",,,,,,"DVD, horror",,,0.00,,,,,1,41123066,,,,,,,,
