Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-brave-little-toaster-vhs-rental-kids-family,The Brave Little Toaster,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,61757178,,,,false,,,,,,,,,,lb,,,active
black-beauty-vhs-rental-kids-family,Black Beauty,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,61232890,,,,false,,,,,,,,,,lb,,,active
poohs-grand-adventure-vhs-rental-kids-family,Pooh's Grand Adventure,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,61134586,,,,false,,,,,,,,,,lb,,,active
jingle-all-the-way-vhs-rental-kids-family,Jingle All the Way,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,61069050,,,,false,,,,,,,,,,lb,,,active
babes-in-toyland-vhs-rental-kids-family,Babes in Toyland,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,61003514,,,,false,,,,,,,,,,lb,,,active
aladdin-and-the-king-of-thieves-vhs-rental-kids-family,Aladdin and the King of Thieves,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60970746,,,,false,,,,,,,,,,lb,,,active
the-swan-princess-vhs-rental-kids-family,The Swan Princess,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60937978,,,,false,,,,,,,,,,lb,,,active
the-muppet-christmas-carol-vhs-rental-kids-family,The Muppet Christmas Carol,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60905210,,,,false,,,,,,,,,,lb,,,active
toy-story-2-vhs-rental-kids-family,Toy Story 2,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60872442,,,,false,,,,,,,,,,lb,,,active
rogers-hamersteins-cinderella-vhs-rental-kids-family,Rogers & Hamerstein's Cinderella,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60839674,,,,false,,,,,,,,,,lb,,,active
the-baby-sitters-club-vhs-rental-kids-family,The Baby Sitters Club,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60380922,,,,false,,,,,,,,,,lb,,,active
invisible-mom-vhs-rental-kids-family,Invisible Mom,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60184314,,,,false,,,,,,,,,,lb,,,active
miracle-on-34th-street-vhs-rental-kids-family,Miracle on 34th Street,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60151546,,,,false,,,,,,,,,,lb,,,active
jack-frost-vhs-rental-kids-family,Jack Frost,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60118778,,,,false,,,,,,,,,,lb,,,active
the-paper-brigade-vhs-rental-kids-family,The Paper Brigade,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,60020474,,,,false,,,,,,,,,,lb,,,active
dunston-checks-in-vhs-rental-kids-family,Dunston Checks In,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59987706,,,,false,,,,,,,,,,lb,,,active
napoleon-vhs-rental-kids-family,Napoleon,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59954938,,,,false,,,,,,,,,,lb,,,active
born-to-be-wild-vhs-rental-kids-family,Born to be Wild,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59922170,,,,false,,,,,,,,,,lb,,,active
first-kid-vhs-rental-kids-family,First Kid,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59889402,,,,false,,,,,,,,,,lb,,,active
invisible-dad-vhs-rental-kids-family,Invisible Dad,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59856634,,,,false,,,,,,,,,,lb,,,active
the-little-rascals-vhs-rental-kids-family,The Little Rascals,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59791098,,,,false,,,,,,,,,,lb,,,active
babys-day-out-vhs-rental-kids-family,Baby's Day Out,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59758330,,,,false,,,,,,,,,,lb,,,active
the-miracle-worker-vhs-rental-kids-family,The Miracle Worker,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59496186,,,,false,,,,,,,,,,lb,,,active
the-goodbye-bird-vhs-rental-kids-family,The Goodbye Bird,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59463418,,,,false,,,,,,,,,,lb,,,active
perfect-harmony-vhs-rental-kids-family,Perfect Harmony,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59430650,,,,false,,,,,,,,,,lb,,,active
the-jungle-king-vhs-rental-kids-family,The Jungle King,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59266810,,,,false,,,,,,,,,,lb,,,active
magic-in-the-water-vhs-rental-kids-family,Magic in the Water,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59201274,,,,false,,,,,,,,,,lb,,,active
mail-to-the-chief-vhs-rental-kids-family,Mail to the Chief,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59168506,,,,false,,,,,,,,,,lb,,,active
first-daughter-vhs-rental-kids-family,First Daughter,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59135738,,,,false,,,,,,,,,,lb,,,active
three-wishes-vhs-rental-kids-family,Three Wishes,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,58840826,,,,false,,,,,,,,,,lb,,,active
dog-gone-vhs-rental-kids-family,Dog Gone,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,58808058,,,,false,,,,,,,,,,lb,,,active
yankee-zulu-vhs-rental-kids-family,Yankee Zulu,,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,58775290,,,,false,,,,,,,,,,lb,,,active
anastasia-dvd-rental-kids-family,Anastasia,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,28740346,,,,false,,,,,,,,,,lb,,,active
jackass-number-two-unrated-dvd-rental-comedy,Jackass Number Two (Unrated),,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,28707578,,,,false,,,,,,,,,,lb,,,active
saw-iii-dvd-floor-sale-horror,Saw III,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,70347770,,,,false,,,,,,,,,,lb,,,active
saw-vi-dvd-floor-sale-horror,Saw VI,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32828410,,,,false,,,,,,,,,,lb,,,active
saw-v-dvd-floor-sale-horror,Saw V,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,32762874,,,,false,,,,,,,,,,lb,,,active
saw-the-final-chapter-dvd-floor-sale-horror,Saw: The Final Chapter,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,32697338,,,,false,,,,,,,,,,lb,,,active
thor-dvd-floor-sale-action,Thor,,DVD,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32664570,,,,false,,,,,,,,,,lb,,,active
george-of-the-jungle-dvd-floor-sale-kids-family,George of the Jungle,,DVD,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32599034,,,,false,,,,,,,,,,lb,,,active
crazy-heart-dvd-floor-sale-drama,Crazy Heart,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32500730,,,,false,,,,,,,,,,lb,,,active
big-fat-liar-dvd-floor-sale-comedy,Big Fat Liar,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32435194,,,,false,,,,,,,,,,lb,,,active
the-ring-dvd-floor-sale-horror,The Ring,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,32336890,,,,false,,,,,,,,,,lb,,,active
face-off-dvd-floor-sale-sci-fi,Face/Off,,DVD,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32271354,,,,false,,,,,,,,,,lb,,,active
the-abyss-dvd-floor-sale-sci-fi,The Abyss,,DVD,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32205818,,,,false,,,,,,,,,,lb,,,active
blades-of-glory-dvd-floor-sale-comedy,Blades of Glory,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32140282,,,,false,,,,,,,,,,lb,,,active
i-robot-dvd-floor-sale-sci-fi,"I, Robot",,DVD,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,32041978,,,,false,,,,,,,,,,lb,,,active
angel-the-badman-dvd-floor-sale-drama,Angel & The Badman,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31943674,,,,false,,,,,,,,,,lb,,,active
in-good-company-dvd-floor-sale-comedy,In Good Company,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31910906,,,,false,,,,,,,,,,lb,,,active
world-war-z-dvd-floor-sale-action,World War Z,,DVD,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31878138,,,,false,,,,,,,,,,lb,,,active
very-bad-things-dvd-floor-sale-comedy,Very Bad Things,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31845370,,,,false,,,,,,,,,,lb,,,active
legally-blonde-dvd-floor-sale-comedy,Legally Blonde,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,31812602,,,,false,,,,,,,,,,lb,,,active
the-secret-life-of-walter-mitty-dvd-floor-sale-comedy,The Secret Life of Walter Mitty,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31779834,,,,false,,,,,,,,,,lb,,,active
catch-and-release-dvd-floor-sale-romantic-comedy,Catch and Release,,DVD,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31747066,,,,false,,,,,,,,,,lb,,,active
did-you-hear-about-the-morgans-dvd-floor-sale-romantic-comedy,Did You Hear About the Morgans?,,DVD,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31714298,,,,false,,,,,,,,,,lb,,,active
home-alone-2-lost-in-new-york-dvd-floor-sale-holiday,Home Alone 2: Lost in New York,,DVD,,,"Floor Sale, Holiday",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,31681530,,,,false,,,,,,,,,,lb,,,active
home-alone-dvd-floor-sale-holiday,Home Alone,,DVD,,,"Floor Sale, Holiday",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,31648762,,,,false,,,,,,,,,,lb,,,active
get-him-to-the-greek-dvd-floor-sale-comedy,Get Him to the Greek,,DVD,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,43011322,,,,false,,,,,,,,,,lb,,,active
high-stakes-vhs-floor-sale-thriller,High Stakes,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,42978554,,,,false,,,,,,,,,,lb,,,active
point-of-no-return-dvd-floor-sale-horror,Point of No Return,,DVD,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,42945786,,,,false,,,,,,,,,,lb,,,active
ben-hur-dvd-floor-sale-romantic-comedy,Ben-Hur,,DVD,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,42913018,,,,false,,,,,,,,,,lb,,,active
boys-n-the-hood-vhs-floor-sale-action,Boys n the Hood,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,42880250,,,,false,,,,,,,,,,lb,,,active
the-brady-bunch-movie-vhs-rental-comedy,The Brady Bunch Movie,,VHS,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,21056762,,,,false,,,,,,,,,,lb,,,active
observe-and-report-dvd-rental-comedy,Observe and Report,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92089850,,,,false,,,,,,,,,,lb,,,active
under-suspicion-dvd-rental-thriller,Under Suspicion,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92057082,,,,false,,,,,,,,,,lb,,,active
me-myself-irene-dvd-rental-comedy,"Me, Myself & Irene",,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,92024314,,,,false,,,,,,,,,,lb,,,active
cast-away-dvd-rental-drama,Cast Away,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91958778,,,,false,,,,,,,,,,lb,,,active
i-love-you-man-dvd-rental-comedy,"I Love You, Man",,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91893242,,,,false,,,,,,,,,,lb,,,active
war-of-the-worlds-dvd-rental-sci-fi,War of the Worlds,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91860474,,,,false,,,,,,,,,,lb,,,active
garden-state-dvd-rental-romantic-comedy,Garden State,,DVD,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91794938,,,,false,,,,,,,,,,lb,,,active
orphan-dvd-rental-horror,Orphan,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91729402,,,,false,,,,,,,,,,lb,,,active
what-lies-beneath-dvd-rental-thriller,What Lies Beneath,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91631098,,,,false,,,,,,,,,,lb,,,active
a-scanner-darkly-dvd-rental-sci-fi,A Scanner Darkly,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91598330,,,,false,,,,,,,,,,lb,,,active
sahara-dvd-rental-action,Sahara,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91500026,,,,false,,,,,,,,,,lb,,,active
swat-dvd-rental-action,S.W.A.T.,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91467258,,,,false,,,,,,,,,,lb,,,active
27-dresses-dvd-rental-romantic-comedy,27 Dresses,,DVD,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91434490,,,,false,,,,,,,,,,lb,,,active
elizabethtown-dvd-rental-romantic-comedy,Elizabethtown,,DVD,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91401722,,,,false,,,,,,,,,,lb,,,active
boiler-room-dvd-rental-drama,Boiler Room,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91368954,,,,false,,,,,,,,,,lb,,,active
not-another-teen-movie-dvd-rental-comedy,Not Another Teen Movie,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91336186,,,,false,,,,,,,,,,lb,,,active
tomb-raider-the-cradle-of-life-dvd-rental-action,Tomb Raider The Cradle of Life,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91303418,,,,false,,,,,,,,,,lb,,,active
stomp-the-yard-dvd-rental-drama,Stomp the Yard,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91237882,,,,false,,,,,,,,,,lb,,,active
iron-man-2-dvd-rental-action,Iron Man 2,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91172346,,,,false,,,,,,,,,,lb,,,active
krampus-dvd-rental-horror,Krampus,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91139578,,,,false,,,,,,,,,,lb,,,active
big-daddy-dvd-rental-comedy,Big Daddy,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91041274,,,,false,,,,,,,,,,lb,,,active
transformers-dvd-rental-sci-fi,Transformers,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91008506,,,,false,,,,,,,,,,lb,,,active
drumline-dvd-rental-drama,Drumline,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90975738,,,,false,,,,,,,,,,lb,,,active
santa-claus-conquers-the-martians-dvd-rental-sci-fi,Santa Claus Conquers the Martians,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90942970,,,,false,,,,,,,,,,lb,,,active
elektra-dvd-rental-action,Elektra,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90844666,,,,false,,,,,,,,,,lb,,,active
