title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
A Taste for Killing,,"Two college students get a summer job on an offshore oil rig. They are soon approached by a co-worker who had earlier befriended them, and who now tries to draw them into a plot to murder the rig's crew chief.",,,,,,"VHS, thriller",,,0.00,,,,,1,00866042,,,,,,,,
No Good Deed,,"While doing a friend a favor and searching for a runaway teenager, a police detective stumbles upon a bizarre band of criminals about to pull off a bank robbery.",,,,,,"VHS, action",,,0.00,,,,,1,00800506,,,,,,,,
Lethal Weapon 3,,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,,,,,,"VHS, action",,,0.00,,,,,1,00734970,,,,,,,,
The Reckoning,,,,,,,,"VHS, action",,,0.00,,,,,1,00669434,,,,,,,,
Woman with a Past,,"A woman lives a normal life with her second husband and her two sons of the first marriage. One day she is caught by her past and the film reveales in flashbacks her stations of life until the day the police found her in her new life: First marriage, alcohol addiction, robberies, prison, escape from prison, search for work, second marriage, fight for the children,... In the end she has not only to fight for her freedom but also for the respect and love of her betrayed children and husband.",,,,,,"VHS, thriller",,,0.00,,,,,1,00603898,,,,,,,,
Blind Horizon,,"Left for dead in the remote Southwest, Frank is found clinging to life and in a state of amnesia. As he recovers, ominous memories begin to flash back...",,,,,,"VHS, action",,,0.00,,,,,1,00538362,,,,,,,,
Wild Card,,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",,,,,,"VHS, action",,,0.00,,,,,1,00472826,,,,,,,,
Pale Rider,,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,,,,,,"VHS, action",,,0.00,,,,,1,00407290,,,,,,,,
Ice Grill,,"One of New York's biggest crime heads has offered to let the Ice Grill Bandits in on the biggest heist of the century, but the bandits decide to double cross the mob and make their own deal. When they try unload the ice, they soon discover all the dealers are working for the Mob. Now, their lives are an all out battle to escape the mob's reach.",,,,,,"VHS, action",,,0.00,,,,,1,00046842,,,,,,,,
Live Wire Human Timebomb,,A computer chip turns an FBI agent into a lethal weapon.,,,,,,"VHS, action",,,0.00,,,,,1,99883002,,,,,,,,
New York Cop,,,,,,,,"VHS, action",,,0.00,,,,,1,99817466,,,,,,,,
Excellent Cadavers,,,,,,,,"VHS, action",,,0.00,,,,,1,99751930,,,,,,,,
Resurrection Man,,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and obtained prestige for himself, while Victor sinks deeper into madness.",,,,,,"VHS, action",,,0.00,,,,,1,99686394,,,,,,,,
K2 The Ultimate High,,,,,,,,"VHS, action",,,0.00,,,,,1,99620858,,,,,,,,
Final Notice,,"Detective Harry Stoner has only a few clues. A year ago someone mutilated the nude photos found in the city library's art books. And shortly after, a young murder victim was found carved up in the same grisly way. Now, more mangled art books have suddenly turned up. And it's Harry's job to make sure another corpse doesn't.",,,,,,"VHS, thriller",,,0.00,,,,,1,99555322,,,,,,,,
SCAM,,"A female con-artist who sweet-talks wealthy men targeted by her violent boyfriend, then drugs them and makes off with their money, is being herself being watched by another man. He wants to use her talents in a much-bigger scam: ripping off a crime lord by getting at his programmer's computer files. But she starts to have doubts about what he's really after when she finds a huge stash of loot with the disks. He claims no knowledge of the money, she distrusts him, he's using her, things start getting dangerous and even murderous - and then her boyfriend shows up ! Who's scamming whom ?",,,,,,"VHS, action",,,0.00,,,,,1,99489786,,,,,,,,
The Hustle,,,,,,,,"VHS, action",,,0.00,,,,,1,99424250,,,,,,,,
The Dogfighters,,"Former Gulf War hero Rowdy Welles (Davi) is framed for murder by unscrupulous CIA boss Dick Althorp (Gazzara). As his price of freedom, Welles is ordered to undertake a deadly mission to destroy a nuclear processing plant in a foreign nation, owned by dangerous tyrant Lothar Krasna (Godunov).",,,,,,"VHS, action",,,0.00,,,,,1,99358714,,,,,,,,
Cold Heart,,,,,,,,"VHS, action",,,0.00,,,,,1,99293178,,,,,,,,
South Bronx Heroes,,"A young man just released from prison and living with his sister crosses paths with two children, also brother and sister, who are on the run from their child pornographer foster parents.",,,,,,"VHS, action",,,0.00,,,,,1,99227642,,,,,,,,
Angel of Fury,,A security specialist is hired to deliver a valuable computer. She is joined by her former lover who has plans of his own for the computer.,,,,,,"VHS, action",,,0.00,,,,,1,99162106,,,,,,,,
Alive,,"Tenshu is imprisoned and sentenced to death for murdering the men who raped his girlfriend. However, he manages to survive his execution and is presented with an option: face another execution attempt or subject himself to their bizarre and dangerous experiments.",,,,,,"VHS, action",,,0.00,,,,,1,99096570,,,,,,,,
New Rose Hotel,,A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.,,,,,,"VHS, action",,,0.00,,,,,1,99031034,,,,,,,,
