Handle,Title,Vendor,Kind,Reason
a-taste-for-killing-vhs-rental-thriller,A Taste for Killing,VHS,unmatched,no UPCMDB records for this imdb_id
no-good-deed-vhs-rental-action,No Good Deed,VHS,unmatched,no UPCMDB records for this imdb_id
lethal-weapon-3-vhs-rental-action,Lethal Weapon 3,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-reckoning-vhs-rental-action,The Reckoning,VHS,ambiguous,ambiguous TMDB match
woman-with-a-past-vhs-rental-thriller,Woman with a Past,VHS,unmatched,no UPCMDB records for this imdb_id
blind-horizon-vhs-rental-action,Blind Horizon,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
wild-card-vhs-rental-action,Wild Card,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
pale-rider-vhs-rental-action,Pale Rider,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
ice-grill-vhs-rental-action,Ice Grill,VHS,unmatched,no UPCMDB records for this imdb_id
live-wire-human-timebomb-vhs-rental-action,Live Wire Human Timebomb,VHS,unmatched,no UPCMDB records for this imdb_id
new-york-cop-vhs-rental-action,New York Cop,VHS,ambiguous,ambiguous TMDB match
excellent-cadavers-vhs-rental-action,Excellent Cadavers,VHS,ambiguous,ambiguous TMDB match
resurrection-man-vhs-rental-action,Resurrection Man,VHS,unmatched,no UPCMDB records for this imdb_id
k2-the-ultimate-high-vhs-rental-action,K2 The Ultimate High,VHS,ambiguous,ambiguous TMDB match
final-notice-vhs-rental-thriller,Final Notice,VHS,unmatched,no UPCMDB records for this imdb_id
scam-vhs-rental-action,SCAM,VHS,unmatched,no UPCMDB records for this imdb_id
the-hustle-vhs-rental-action,The Hustle,VHS,ambiguous,ambiguous TMDB match
the-dogfighters-vhs-rental-action,The Dogfighters,VHS,unmatched,TMDB has no imdb_id for this title
cold-heart-vhs-rental-action,Cold Heart,VHS,ambiguous,ambiguous TMDB match
south-bronx-heroes-vhs-rental-action,South Bronx Heroes,VHS,unmatched,no UPCMDB records for this imdb_id
angel-of-fury-vhs-rental-action,Angel of Fury,VHS,unmatched,no UPCMDB records for this imdb_id
alive-vhs-rental-action,Alive,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
new-rose-hotel-vhs-rental-action,New Rose Hotel,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
sticks-vhs-rental-action,Sticks,VHS,unmatched,TMDB has no imdb_id for this title
true-romance-vhs-rental-action,True Romance,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
journey-to-spirit-island-vhs-rental-kids-family,Journey to Spirit Island,VHS,unmatched,no UPCMDB records for this imdb_id
october-22-vhs-rental-action,October 22,VHS,unmatched,no UPCMDB records for this imdb_id
face-vhs-rental-action,Face,VHS,ambiguous,ambiguous TMDB match
curiosity-kills-vhs-rental-action,Curiosity Kills,VHS,unmatched,no UPCMDB records for this imdb_id
shaft-2000-vhs-rental-action,Shaft (2000),VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-stick-up-vhs-rental-action,The Stick Up,VHS,unmatched,no UPCMDB records for this imdb_id
wildside-crimea-of-the-century-vhs-rental-action,Wildside Crimea of the Century,VHS,unmatched,no TMDB match
state-of-grace-vhs-rental-action,State of Grace,VHS,ambiguous,ambiguous TMDB match
a-low-down-dirty-shame-vhs-rental-action,A Low Down Dirty Shame,VHS,unmatched,no UPCMDB records for this imdb_id
the-mask-of-zorro-vhs-rental-action,The Mask of Zorro,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
doppelganger-the-evil-within-vhs-rental-thriller,Doppelganger The Evil Within,VHS,ambiguous,ambiguous TMDB match
suite-16-vhs-rental-thriller,Suite 16,VHS,unmatched,no UPCMDB records for this imdb_id
kounterfeit-vhs-rental-action,Kounterfeit,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
shadow-hunter-vhs-rental-action,Shadow Hunter,VHS,ambiguous,ambiguous TMDB match
ball-buster-vhs-rental-action,Ball Buster,VHS,unmatched,no TMDB match
faerie-tale-theater-the-snow-queen-vhs-rental-kids-family,Faerie Tale Theater The Snow Queen,VHS,unmatched,no TMDB match
fatal-attraction-vhs-rental-documentary,Fatal Attraction,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
delta-force-2-vhs-rental-action,Delta Force 2,VHS,ambiguous,ambiguous TMDB match
the-apostle-vhs-rental-drama,The Apostle,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
play-misty-for-me-vhs-rental-thriller,Play Misty For Me,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
death-wise-the-face-of-death-vhs-rental-action,Death Wise The Face of Death,VHS,unmatched,no TMDB match
runaway-bride-vhs-rental-romantic-comedy,Runaway Bride,VHS,ambiguous,ambiguous TMDB match
planet-of-the-apes-vhs-rental-sci-fi,Planet of the Apes,VHS,ambiguous,ambiguous TMDB match
little-big-man-vhs-rental-drama,Little Big Man,VHS,unmatched,no UPCMDB records for this imdb_id
notorious-vhs-rental-thriller,Notorious,VHS,ambiguous,ambiguous TMDB match
sudden-impact-vhs-rental-action,Sudden Impact,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
being-there-vhs-rental-comedy,Being There,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-patriot-vhs-rental-action,The Patriot,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
tango-cash-vhs-rental-action,Tango & Cash,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
tender-mercies-vhs-rental-drama,Tender Mercies,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-best-years-of-our-lives-vhs-rental-drama,The Best Years of Our Lives,VHS,ambiguous,ambiguous TMDB match
beauty-and-the-beast-vhs-rental-fantasy,Beauty and the Beast,VHS,ambiguous,ambiguous TMDB match
thunderbolt-and-lightfoot-vhs-rental-action,Thunderbolt and Lightfoot,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-dead-pool-vhs-rental-action,The Dead Pool,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-paradine-case-vhs-rental-drama,A Paradine Case,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-enforcer-vhs-rental-action,The Enforcer,VHS,ambiguous,ambiguous TMDB match
sweet-dreams-vhs-rental-drama,Sweet Dreams,VHS,ambiguous,ambiguous TMDB match
animal-factory-vhs-rental-drama,Animal Factory,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
batteries-not-included-vhs-rental-kids-family,Batteries not Included,VHS,unmatched,no UPCMDB records for this imdb_id
blood-alley-vhs-rental-action,Blood Alley,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
another-woman-vhs-rental-drama,Another Woman,VHS,ambiguous,ambiguous TMDB match
the-last-of-the-mohicans-vhs-rental-action,The Last of the Mohicans,VHS,ambiguous,ambiguous TMDB match
mission-impossible-vhs-rental-action,Mission Impossible,VHS,ambiguous,ambiguous TMDB match
mississippi-burning-vhs-rental-drama,Mississippi Burning,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
bowfinger-vhs-rental-comedy,Bowfinger,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
congo-vhs-rental-action,Congo,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
thelma-louise-vhs-rental-drama,Thelma & Louise,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-devils-own-vhs-rental-thriller,The Devil's Own,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
contact-vhs-rental-sci-fi,Contact,VHS,ambiguous,ambiguous TMDB match
2-days-in-the-valley-vhs-rental-thriller,2 Days in the Valley,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
junior-vhs-rental-comedy,Junior,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
somethings-gotta-give-vhs-rental-romantic-comedy,Something's Gotta Give,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
north-by-northwest-vhs-rental-thriller,North by Northwest,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
urban-legends-final-cut-vhs-rental-horror,Urban Legends Final Cut,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-fistful-of-dollars-vhs-rental-action,A Fistful of Dollars,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
death-wish-4-the-crackdown-vhs-rental-action,Death Wish 4 The Crackdown,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
for-a-few-dollars-more-vhs-rental-action,For a Few Dollars More,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-age-of-innocence-vhs-rental-drama,The Age of Innocence,VHS,ambiguous,ambiguous TMDB match
starship-troopers-2-vhs-rental-sci-fi,Starship Troopers 2,VHS,ambiguous,ambiguous TMDB match
magnum-force-vhs-rental-action,Magnum Force,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-thin-blue-line-vhs-rental-documentary,The Thin Blue Line,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
harry-potter-and-the-sorcerers-stone-vhs-rental-kids-family,Harry Potter and the Sorcerer's Stone,VHS,ambiguous,ambiguous TMDB match
chitty-chitty-bang-bang-vhs-rental-kids-family,Chitty Chitty Bang Bang,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
wishbones-dog-days-of-the-west-vhs-rental-kids-family,Wishbone's Dog Days of the West,VHS,unmatched,no UPCMDB records for this imdb_id
mary-kate-ashleys-school-dance-party-vhs-rental-kids-family,Mary Kate & Ashley's School Dance Party,VHS,ambiguous,ambiguous TMDB match
the-secretkingdom-vhs-rental-kids-family,The SecretKingdom,VHS,unmatched,no UPCMDB records for this imdb_id
the-never-endng-story-i-ii-vhs-rental-kids-family,The Never Endng Story I & II,VHS,unmatched,no TMDB match
ever-after-vhs-rental-drama,Ever After,VHS,ambiguous,ambiguous TMDB match
les-miserables-in-concert-vhs-rental-musical,Les Miserables in Concert,VHS,ambiguous,ambiguous TMDB match
