title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
The Perfect Man,,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",025192630026,0025192630026,,,,"DVD, kids-family",,,0.00,,,,,1,48243962,,,,,,,,
Gemini Man,,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",032429333766,0032429333766,,,,"DVD, action",,,0.00,,,,,1,95711994,,,,,,,,
Friday the 13th Part 3 3D,,"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naïve friends. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason, who stalks them at every turn...",032429268204,0032429268204,,,,"DVD, horror",,,0.00,,,,,1,95679226,,,,,,,,
American Pie Presents: Beta House,,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",025192088209,0025192088209,,,,"DVD, comedy",,,0.00,,,,,1,95613690,,,,,,,,
The Bourne Identity,,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",025192025396,,,,,"DVD, action",,,0.00,,,,,1,95384314,,,,,,,,
Fred Claus,,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",883929827176,0883929827176,,,,"DVD, holiday",,,0.00,,,,,1,03881210,,,,,,,,
Spartan,,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",085393880125,0085393880125,,,,"DVD, thriller",,,0.00,,,,,1,03815674,,,,,,,,
Head in the Clouds,,"Gilda Bessé shares her Paris apartment with an Irish schoolteacher, Guy Malyon, and Mia, a refugee from Spain. As the world drifts toward war, Gilda defiantly pursues her hedonistic lifestyle and her burgeoning career as a photographer. But Guy and Mia feel impelled to join the fight against fascism, and the three friends are separated.",9337369053370,,,,,"DVD, drama",,,0.00,,,,,1,03651834,,,,,,,,
Bad Teacher,,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",043396385771,0043396385771,,,,"DVD, comedy",,,0.00,,,,,1,03487994,,,,,,,,
Acceleration,,"After being double crossed by his most trusted operative, a ruthless crime lord takes revenge by kidnapping the her son. Overwhelmed with fear, the operative is given one night to make up for her misdeeds by systematically eliminating his enemies. As the hours rush by, the steaks begin to rise and the darkened city streets turn into a brutal and bloody battle ground.",767685171905,0767685171905,,,,"DVD, action",,,0.00,,,,,1,03062010,,,,,,,,
