Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no description; no image,jane-eyre-dvd-floor-sale-drama,Jane Eyre,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,59242234,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,jarhead-3-bluray-floor-sale-action,Jarhead 3,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,59209466,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,jason-x-limited-edition-4k-ultra-hd-4k-floor-sale-horror,Jason X [Limited Edition] [4K Ultra HD],,4K,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,45.00,,true,true,,,,,91649274,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,jaws-dvd-7,Jaws,<p>7</p>,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,25811194,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,jay-and-silent-bob-strike-back-vhs-floor-sale-comedy,Jay and Silent Bob Strike Back,<p></p>,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,02336506,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,jennifers-body-cultcave-vhs-floor-sale-horror,Jennifer's Body (Cult Cave),,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,3,deny,manual,36.00,,true,true,,,,,50184954,,,,false,,,,,,,,,,,,,,,,,,,lb,,15.00,active
no description; no image,jesse-james-vhs-floor-sale-drama,Jesse James,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,98863610,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,jezebel-vhs-floor-sale-drama,Jezebel,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,30370554,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,jfk-vhs-floor-sale-drama,JFK,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,29682426,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,jimi-hendrix-jimi-plays-berkeley-vhs-rental-musical,Jimi Hendrix | Jimi Plays Berkeley,,VHS,Media > Videos,,"Formatted, Musical, Rental, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,10801658,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,john-carpenter-bluray-floor-sale-sci-fi,John Carpenter,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,59111162,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no image,johnny-suede-1991,Johnny Suede 1991,"<p>Johnny Suede follows a quirky young man with an enormous pompadour and dreams of becoming a rock 'n' roll star like Ricky Nelson. Lacking direction but clinging to a stylish persona, he drifts through odd encounters and romantic missteps in a surreal slice-of-life set in New York. With Brad Pitt in an early role and a distinct indie sensibility, it’s stylish and idiosyncratic—worth a look for fans of offbeat, character-driven films, though its meandering pace isn’t for everyone.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSJOH-50-001A,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,joker-bluray-floor-sale-4k-action,Joker,,4K,Media > Videos,,"4K, Action, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,74946042,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,joseph-and-the-amazing-technicolor-dreamcoat-vhs-floor-sale-musical,Joseph and the Amazing Technicolor Dreamcoat,,VHS,Media > Videos,,"Floor Sale, Formatted, Musical, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,36274170,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,josh-and-sam-vhs-floor-sale-comedy,Josh and Sam,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,73288954,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,journey-to-the-center-of-the-earth-2008-dvd-floor-sale-kids-family,Journey to the Center of the Earth (2008),,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,28292346,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,journey-to-the-center-of-the-earth-dvd-floor-sale-sci-fi,Journey to the Center of the Earth,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,75011578,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,journey-to-the-far-side-of-the-sun-vhs,Journey to the Far Side of the Sun,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,21054202,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,joy-ride-dvd,Joy Ride,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,23567866,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,joyeux-noel-dvd-rental-drama,Joyeux Noel,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,50487802,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,judgement-vhs-floor-sale-thriller,Judgement,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,22913274,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,jump-off-a-building-vhs,Jump off a Building,,VHS,Media > Videos,,"Documentary, Floor Sale, Formatted, VHS",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,45.00,,true,true,,,,,19075066,,,,false,,,,,,,documentary,,,,,,,,,,,,lb,,,active
no description; no image,jungle-fever-vhs,Jungle Fever,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,81138938,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,jurassic-park-jurassic-world-fallen-kingdom-steelbook-bluray-floor-sale-4k-action,Jurassic Park / Jurassic World: Fallen Kingdom (Steelbook),,4K,Media > Videos,,"4K, Action, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,16.00,,true,true,,,,,28718330,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,just-a-dream-vhs,Just a Dream,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,77288186,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,just-a-gigolo-vhs,Just a Gigolo,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,46081018,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,just-around-the-corner-vhs-rental-musical,Just Around the Corner,,VHS,Media > Videos,,"Formatted, Musical, Rental, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,15747066,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,just-cause-vhs-floor-sale-thriller,Just Cause,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,30381050,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,just-friends-dvd,Just Friends,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,09061626,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-like-heaven-dvd-rental-comedy,Just Like Heaven,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,41286906,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-like-heaven-vhs-floor-sale-romantic-comedy,Just Like Heaven,,VHS,Media > Videos,,"Floor Sale, Formatted, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,11837178,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-looking-vhs-floor-sale-comedy,Just Looking,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,67423482,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-married-vhs-floor-sale-romantic-comedy,Just Married,,VHS,Media > Videos,,"Floor Sale, Formatted, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,36241402,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-one-time-vhs-floor-sale-comedy,Just One Time,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,73354490,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-the-ticket-vhs-floor-sale-romantic-comedy,Just the Ticket,,VHS,Media > Videos,,"Floor Sale, Formatted, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,13634298,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-visiting-vhs-floor-sale-comedy,Just Visiting,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,35618810,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,just-your-luck-vhs,Just Your Luck,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,71440634,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,justice-league-gotham-city-breakout-dvd-rental-kids-family,Justice League: Gotham City Breakout,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,05828090,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,kafka-vhs,Kafka,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,80286970,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kansas-city-vhs-floor-sale-thriller,Kansas City,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,30075642,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kansas-vhs,Kansas,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,81007866,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,keatons-cop-vhs-floor-sale-comedy,Keaton's Cop,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,05722618,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,kid-cop-vhs,Kid Cop,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,34879738,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,kid-vhs-floor-sale-drama,Kid,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,82061050,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,kidnap-dvd-rental-thriller,Kidnap,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44829178,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kill-bill-bluray,Kill Bill,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,27592698,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,kill-em-all-dvd-rental-action,Kill 'Em All,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,39557626,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,kill-zone-vhs-rental-action,Kill Zone,,VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,80004090,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,killers-bluray-floor-sale-comedy,Killers,,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Floor Sale, Formatted",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,34362362,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,killing-me-softly-vhs-floor-sale-thriller,Killing Me Softly,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,29922298,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,killing-time-vhs-rental-drama,Killing Time,,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,80102394,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kin-bluray-floor-sale-4k-sci-fi,KIN,,4K,Media > Videos,,"4K, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,28423418,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,king-arthur-dvd-floor-sale-action,King Arthur,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,95291898,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no image,king-kong-dvd-5,King Kong,<p>5</p>,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,84544506,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,king-kong-dvd-floor-sale-action,King Kong,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,58783482,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,king-kong-dvd-rental-action,King Kong,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20025338,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,king-kong-vs-godzilla-vhs-rental-action,King Kong vs Godzilla,,VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06844666,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,king-of-kings-dvd-floor-sale-drama,King of Kings,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,50399738,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,king-of-new-york-1995-vhs-floor-sale-thriller,King of New York (1995),,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,40077818,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,king-of-the-hill-vhs-floor-sale-drama,King of the Hill,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,71338490,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,kingdom-come-vhs,Kingdom Come,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,93918714,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,kingpin-vhs,Kingpin,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,06894842,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,kingsman-dvd-5,Kingsman,<p>5</p>,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,85658618,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,kingsman-the-secret-bluray-rental-action,Kingsman: The Secret,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,65711098,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,kiss-or-kill-vhs-floor-sale-thriller,Kiss or Kill,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,32129274,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kiss-the-girls-vhs-floor-sale-thriller,Kiss the Girls,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,30464762,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kiss-the-girls-vhs-rental-thriller,Kiss the Girls,,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,38067962,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,kissed-vhs-floor-sale-drama,Kissed,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,01993210,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,knock-knock-dvd-6,Knock Knock,<p>6</p>,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,25680122,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,knock-knock-dvd-rental-horror,Knock Knock,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,72231930,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,knock-off-dvd-rental-action,Knock Off,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,86010362,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,knocked-up-dvd-rental-comedy,Knocked Up,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91049978,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,knowing-bluray,Knowing,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,16993018,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,knowing-bluray-floor-sale-sci-fi,Knowing,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,66410490,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,knowing-bluray-rental-thriller,Knowing,,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,83073786,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,krampus-dvd-floor-sale-horror,Krampus,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,38029562,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no image,kundun-dvd-rental-drama,Kundun,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96076026,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description,kung-fu-panda-bluray-floor-sale-kids-family,Kung Fu Panda,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,98973946,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg?v=1787922552,1,Kung Fu Panda (2008) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,la-confidential-vhs,L.A. Confidential,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,56631802,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,la-femme-nikita-vhs-floor-sale-action,La Femme Nikita,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,48023034,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,la-vi-en-ros-dvd-rental-foreign,La Vi En Ros,<p></p>,DVD,,,"Foreign, Rental",true,Genre,Foreign,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,51896826,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,laberinth-dvd-floor-sale-fantasy,Laberinth,,DVD,Media > Videos,,"DVD, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,65951738,,,,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
no description; no image,labor-pains-vhs-rental-romantic-comedy,Labor Pains,,VHS,Media > Videos,,"Formatted, Rental, Romantic Comedy, VHS",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16664570,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,lady-and-the-tramp-vhs-10,Lady and the Tramp,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,15094266,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,lady-and-the-tramp-vhs-rental-kids-family,Lady and the Tramp,,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,32748282,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,lady-sings-the-blues-vhs-rental-drama,Lady Sings the Blues,<p></p>,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,63940602,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
