Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no image,007-the-world-is-not-enough-vhs-floor-sale-action,007: The World is Not Enough,<p></p>,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,71304442,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,100-kilos-vhs-floor-sale-thriller,100 Kilos,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,81929978,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,12-monkeys-uhd-4k-ultra-hd-4k-floor-sale-sci-fi,12 Monkeys UHD [4K Ultra HD],,4K,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,3,deny,manual,45.00,,true,true,,,,,91419898,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,12-monkeys-vhs-floor-sale-sci-fi,12 Monkeys,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,50121978,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,15-minutes-dvd,15 Minutes,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,17246202,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,187-vhs,187,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,21242874,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,1918-vhs-floor-sale-drama,1918,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,98372090,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,2010-the-year-we-make-contact-vhs,2010: The Year We Make Contact,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,49922810,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,2012-bluray,2012,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43471610,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,21-grams-dvd-rental-drama,21 Grams,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,67871738,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,21-grams-vhs-floor-sale-comedy,21 Grams,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,78547450,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,28-years-later-cultcave-vhs-floor-sale-horror,28 Years Later (Cult Cave),,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,2,deny,manual,36.00,,true,true,,,,,50250490,,,,false,,,,,,,,,,,,,,,,,,,lb,,15.00,active
no description; no image,300-spartans-dvd-rental-action,300 Spartans,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42770938,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,4-days-vhs-floor-sale-thriller,4 Days,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,50172922,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,42-the-jackie-robinson-story-dvd-rental-drama,42 The Jackie Robinson Story,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,80350714,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,43-the-petty-story-vhs-floor-sale-documentary,43 - The Petty Story,,VHS,Media > Videos,,"Documentary, Floor Sale, Formatted, VHS",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,71010810,,,,false,,,,,,,documentary,,,,,,,,,,,,lb,,,active
no description; no image,54-dvd-rental-musical,54,,DVD,Media > Videos,,"DVD, Formatted, Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,28270074,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,7-soles-dvd-rental-horror,7 Soles,,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,70888442,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,8-1-2-women-vhs-floor-sale-comedy,8 1/2 Women,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,78809594,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,84-charing-cross-road-vhs-rental-drama,84 Charing Cross Road,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17418234,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,8mm-dvd-rental-thriller,8MM,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,30728698,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,8mm2-dvd-rental-thriller,8MM2,<p></p>,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,51438074,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,9-to-5-vhs-floor-sale-comedy,9 to 5,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,30966778,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,a-chorus-of-disapproval-vhs-floor-sale-comedy,A Chorus of Disapproval,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,47564282,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,a-christmas-star-dvd-rental-holiday,A Christmas Star,,DVD,Media > Videos,,"DVD, Formatted, Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59706362,,,,false,,,,,,,holiday,,,,,,,,,,,,lb,,,active
no description; no image,a-christmas-story-bluray-floor-sale-kids-family,A Christmas Story,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,46372090,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,a-cry-in-the-dark-vhs,A Cry in the Dark,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,18893306,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,a-fool-and-his-money-dvd-rental-romantic-comedy,A Fool and His Money,,DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,62885370,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,a-kiss-before-dying-vhs-floor-sale-thriller,A Kiss Before Dying,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,22061306,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,a-man-apart-dvd-rental-action,A Man Apart,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,79604730,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,a-map-of-the-world-vhs-floor-sale-drama,A Map of the World,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,80465146,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,a-monster-calls-bluray-floor-sale-fantasy,A Monster Calls,,Blu-Ray,Media > Videos,,"Blu-Ray, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,26812154,,,,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
no description; no image,a-mothers-prayer-vhs-rental-drama,A Mother's Prayer,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,38862330,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description,a-night-of-love-vhs-floor-sale-drama,A Night of Love,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,51694842,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/dGJOOPuDtBFQRpBIRWyeJPDQUQX.jpg?v=1787922170,1,A Night of Love (1951) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,a-nightmare-on-elm-street-dvd-floor-sale-horror,A Nightmare on Elm Street,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,21482490,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,a-piece-of-the-action-vhs,A Piece of the Action,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,33575674,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,a-pigs-tale-vhs,A Pig's Tale,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,28.00,,true,true,,,,,34683130,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,a-quiet-place-4k-floor-sale-horror,A Quiet Place,,4K,Media > Videos,,"4K, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,16.00,,true,true,,,,,09143802,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,a-shot-in-the-dark-vhs-floor-sale-comedy,A Shot in the Dark,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,52612346,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,a-slight-case-of-murder-vhs-floor-sale-comedy,A Slight Case of Murder,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,25976826,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,a-summer-place-vhs-rental-drama,A Summer Place,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17614842,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,a-sween-scent-of-death-dvd-rental-foreign,A Sweet Scent of Death,<p></p>,DVD,Uncategorized,,"Foreign, Rental",true,Genre,Foreign,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,50946554,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,a-thin-line-between-vhs-rental-drama,A Thin Line Between,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43421946,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,a-time-to-die-vhs-rental-action,A Time to Die,,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,44175610,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,a-time-to-kill-dvd-floor-sale-drama,A Time to Kill,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,44688122,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,a-very-harold-kumar-christmas-dvd-rental-comedy,A Very Harold & Kumar Christmas,<p></p>,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,50684410,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,a-walk-in-my-shoes-dvd-rental-drama,A Walk in My Shoes,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96140026,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,a-walk-in-the-clouds-dvd-floor-sale-drama,A Walk in the Clouds,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,73593594,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,a-wrinkle-in-time-bluray-floor-sale-kids-family,A Wrinkle in Time,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,28226810,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,abandon-vhs-floor-sale-thriller,Abandon,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,71911674,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,abduction-dvd-rental-action,Abduction,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,67570682,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,abominable-bluray,Abominable,,4K,Media > Videos,,"4K, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,43668218,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,absent-minded-professor-vhs-rental-kids-family,Absent Minded Professor,<p></p>,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69179386,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,acceleration-dvd-rental-action,Acceleration,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03062010,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no image,acceptable-risk-vhs-floor-sale-thriller,Acceptable Risk,<p></p>,VHS,Uncategorized,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,58533626,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,ace-ventura-vhs-7,Ace Ventura,<p>7</p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,51707386,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,adventures-in-babysitting-dvd-rental-comedy,Adventures in Babysitting,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,00600826,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,adventures-in-babysitting-vhs-floor-sale-comedy,Adventures in Babysitting,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,06531322,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,after-hours-vhs,After Hours,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,07993082,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,air-force-one-dvd-floor-sale-action,Air Force One,<p>5</p>,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,82352634,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,air-force-one-vhs-floor-sale-thriller,Air Force One,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,27544826,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,aladdin-bluray,Aladdin,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,63394554,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,aladdin-vhs-8,Aladdin,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,14963194,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,aladdin-vhs-rental-kids-family,Aladdin,,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,32617210,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,ali-fear-eats-the-soul-dvd-rental-drama,Ali: Fear Eats the Soul,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,45842682,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,alice-in-wonderland-vhs,Alice in Wonderland,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,35002874,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,alice-through-the-looking-glass-alice-in-wonderland-bluray,Alice Through the Looking Glass / Alice in Wonderland,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,63296250,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,all-about-my-mother-vhs-rental-foreign,All About My Mother,<p></p>,VHS,,,"Foreign, Rental",true,Genre,Foreign,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69081082,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,all-dogs-go-to-heaven-vhs-8,All Dogs Go to Heaven,<p>8</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,21819642,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,all-in-dvd-floor-sale-drama,All In,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,20827130,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,almost-an-angel-vhs-rental-comedy,Almost an Angel,<p></p>,VHS,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,82941946,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,almost-famous-dvd-floor-sale-drama,Almost Famous,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,86845946,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,almost-vhs-rental-comedy,...Almost,,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17318906,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,along-came-a-spider-vhs-rental-thriller,Along Came a Spider,,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,18575610,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,alvin-and-the-chipmunks-dvd,Alvin and the Chipmunks,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,25828090,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,always-watching-dvd-rental-horror,Always Watching,,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03913978,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,amadeus-vhs-rental-drama,Amadeus,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06877434,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,amazing-grace-dvd,Amazing Grace,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,25434874,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,ambushed-dvd-rental-action,Ambushed,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,05520378,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,amelia-dvd,Amelia,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,16784122,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description,america,AMERICA,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,191-AMEAME-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780420406853_8bddb861-57a3-4fbf-818d-40032c5b8179.jpg?v=1787925781,1,191-AMEAME-50-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,american-beauty-dvd-rental-drama,American Beauty,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,83615226,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,american-dream-dvd-rental-thriller,American Dream,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44141050,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,american-gigalo-vhs-floor-sale-drama,American Gigalo,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,57850874,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,american-gigolo-4k-ultra-hd-4k-floor-sale-thriller,American Gigolo [4K Ultra HD],,4K,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,2,deny,manual,45.00,,true,true,,,,,92173562,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,american-graffiti-vhs-floor-sale-comedy,American Graffiti,<p></p>,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,69928186,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,american-gun-vhs-floor-sale-drama,American Gun,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,57883642,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,american-hearth-vhs-rental-drama,American Heart,<p></p>,VHS,Uncategorized,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,75750138,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
