title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
"2 Films: Deadly Drifter, Blood Tide",,"A double feature pairing Deadly Drifter with Blood Tide (1982), a horror film starring James Earl Jones about an ancient monster on a Greek island..",,,,,,"DVD, horror",,,0.00,,,,,1,19980794,,,,,,,,
7 Soles,,"A man called ""The Black"" is hired to smuggle a group of undocumented migrants into the United States. He wants to quit the smuggling business and claims this is his last trip. His superiors, now suspicious, send Gavilan, a younger smuggler, to keep an eye on him. During the troubled crossing, the smugglers fight and eventually lose part of their human cargo. ""The Black"" escapes from his former associates but also needs to ecape from the Border Patrol.",,,,,,"DVD, horror",,,0.00,,,,,1,70888442,,,,,,,,
"A Fathers Choice, Wrangler",,"A Father's Choice (2000) is a TV drama starring Peter Strauss and Mary McDonnell, paired here with Wrangler.",,,,,,"DVD, drama",,,0.00,,,,,1,01047802,,,,,,,,
A Little Trip to Heaven,,"Insurance investigator Abraham Holt travels to a tiny town in rural Minnesota to look into a particularly unusual insurance claim stemming from a horrific car accident. As Holt examines the scene of the wreck, it all seems a bit too perfect. And when he interviews Isold Mcbride and her shifty husband, Fred -- the impoverished beneficiaries of the massive, recently initiated life-insurance policy -- he begins to suspect that something is amiss.",,,,,,"DVD, thriller",,,0.00,,,,,1,01211642,,,,,,,,
A Mother's Prayer,,"Rosemary Holmstrom is struggling to bring up her son following the death of her husband. When she is diagnosed with AIDS, at first she refuses to believe it, but soon turns her attentions to the problem of what will happen to her son when she dies.",,,,,,"VHS, drama",,,0.00,,,,,1,38862330,,,,,,,,
Adventures in Babysitting (2016),,"Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.",,,,,,"DVD, kids-family",,,0.00,,,,,1,77540346,,,,,,,,
Alice and Martin,,"Martin, the illegitimate son of an industrialist and a hairdresser, was sent to live with his wealthy father in the countryside as a young boy. Alice is a musician living with Martin's half-brother in Paris. When Martin shows up at Alice's door after fleeing his father's home under troubled circumstances, their lives become intertwined.",,,,,,"VHS, drama",,,0.00,,,,,1,41713146,,,,,,,,
"Aliens, Abductions & Extraordinary Sightings",,"UFO's 1973 Film takes you inside the Pascagoula Incident, the Charlie Hickson case, the Iran Pilot sighting, the Coyne case, the Jeffery Greenhaw case, and many more from around the world where in this landmark year, the strangest and most mind-bending cases in UFO history occurred.",,,,,,"DVD, documentary",,,0.00,,,,,1,76229626,,,,,,,,
...Almost,,"Alex and Erica Boyer are a young couple in crisis. Alex, despite his loving wife, beautiful home and high-paying job, feels trapped. When Erica has an accident that leaves her temporarily confined to a wheelchair and requiring the services of a private nurse, the beautiful Lisa enters the Boyers' lives. A complicated situation develops as Alex sees Lisa as the cure for his own problems as well as his wife's.",,,,,,"VHS, comedy",,,0.00,,,,,1,17318906,,,,,,,,
American Beauty,,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",,,,,,"DVD, drama",,,0.00,,,,,1,83615226,,,,,,,,
