Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
flight-plan-dvd-rental-thriller,Flightplan,,DVD,Uncategorized,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,41421306,,,,false,,,,,,,,,,lb,,,active
snowmageddon-dvd-rental-thriller,Snowmageddon,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,40765946,,,,false,,,,,,,,,,lb,,,active
battledogs-dvd-rental-horror,Battledogs,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,04642810,,,,false,,,,,,,,,,lb,,,active
dark-ride-dvd-rental-horror,Dark Ride,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03987450,,,,false,,,,,,,,,,lb,,,active
paranoid-dvd-rental-horror,Paranoid,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03954682,,,,false,,,,,,,,,,lb,,,active
last-vegas-dvd-rental-comedy,Last Vegas,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03299322,,,,false,,,,,,,,,,lb,,,active
role-models-dvd-rental-comedy,Role Models,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03266554,,,,false,,,,,,,,,,lb,,,active
bruce-almighty-dvd-rental-comedy,Bruce Almighty,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,02578426,,,,false,,,,,,,,,,lb,,,active
the-toy-dvd-rental-comedy,The Toy,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01824762,,,,false,,,,,,,,,,lb,,,active
corporate-animals-dvd-rental-comedy,Corporate Animals,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01791994,,,,false,,,,,,,,,,lb,,,active
half-brothers-dvd-rental-comedy,Half Brothers,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01759226,,,,false,,,,,,,,,,lb,,,active
send-it-dvd-rental-comedy,Send It!,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01103866,,,,false,,,,,,,,,,lb,,,active
instant-family-dvd-rental-comedy,Instant Family,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,00448506,,,,false,,,,,,,,,,lb,,,active
the-fugitive-kind-dvd-rental-drama,The Fugitive Kind,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,00382970,,,,false,,,,,,,,,,lb,,,active
ginger-in-the-morning-dvd-rental-drama,Ginger in the Morning,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,99694842,,,,false,,,,,,,,,,lb,,,active
the-graduate-dvd-rental-drama,The Graduate,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,99629306,,,,false,,,,,,,,,,lb,,,active
professor-and-the-madman-dvd-rental-drama,Professor and the Madman,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,98973946,,,,false,,,,,,,,,,lb,,,active
brothers-by-blood-dvd-rental-drama,Brothers by Blood,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,98777338,,,,false,,,,,,,,,,lb,,,active
against-the-ropes-contrecoups-dvd-rental-drama,Against the Ropes: Contrecoups,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,98711802,,,,false,,,,,,,,,,lb,,,active
thunderhead-son-of-flicka-dvd-rental-kids-family,Thunderhead: Son of Flicka,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,98023674,,,,false,,,,,,,,,,lb,,,active
the-call-of-the-wild-dvd-rental-kids-family,The Call of the Wild,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,97990906,,,,false,,,,,,,,,,lb,,,active
hero-dog-the-journey-home-dvd-rental-kids-family,Hero Dog: The Journey Home,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,97335546,,,,false,,,,,,,,,,lb,,,active
the-nut-job-nut-job-2-dvd-rental-kids-family,The Nut Job & Nut Job 2,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,97302778,,,,false,,,,,,,,,,lb,,,active
invasion-of-the-tinysauruses-dvd-rental-kids-family,Invasion of the Tinysauruses,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96647418,,,,false,,,,,,,,,,lb,,,active
the-sorcerers-apprentice-dvd-rental-kids-family,The Sorcerer's Apprentice,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95992058,,,,false,,,,,,,,,,lb,,,active
guess-who-dvd-rental-romantic-comedy,Guess Who,,DVD,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95926522,,,,false,,,,,,,,,,lb,,,active
christmas-with-the-kranks-dvd-rental-holiday,Christmas with the Kranks,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95893754,,,,false,,,,,,,,,,lb,,,active
this-is-christmas-dvd-rental-holiday,This is Christmas,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95238394,,,,false,,,,,,,,,,lb,,,active
santa-claus-conquers-the-martians-dvd-rental-holiday,Santa Claus Conquers the Martians,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95172858,,,,false,,,,,,,,,,lb,,,active
mother-krampus-dvd-rental-holiday,Mother Krampus,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,94517498,,,,false,,,,,,,,,,lb,,,active
wish-for-christmas-dvd-rental-holiday,Wish for Christmas,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,94451962,,,,false,,,,,,,,,,lb,,,active
elf-dvd-rental-holiday,Elf,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,93796602,,,,false,,,,,,,,,,lb,,,active
u-571-dvd-rental-action,U-571,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,46791418,,,,false,,,,,,,,,,lb,,,active
hacksaw-ridge-dvd-rental-action,Hacksaw Ridge,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,46136058,,,,false,,,,,,,,,,lb,,,active
the-sons-of-katie-elder-dvd-rental-action,The Sons of Katie Elder,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,46103290,,,,false,,,,,,,,,,lb,,,active
gone-are-the-days-dvd-rental-action,Gone are the Days,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,45415162,,,,false,,,,,,,,,,lb,,,active
tears-of-the-sun-dvd-rental-action,Tears of the Sun,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44727034,,,,false,,,,,,,,,,lb,,,active
x-men-revealed-dvd-rental-action,X-Men Revealed,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44694266,,,,false,,,,,,,,,,lb,,,active
sniper-2-dvd-rental-action,Sniper 2,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44038906,,,,false,,,,,,,,,,lb,,,active
archenemy-dvd-rental-action,Archenemy,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,44006138,,,,false,,,,,,,,,,lb,,,active
project-a-dvd-rental-action,Project A,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,43940602,,,,false,,,,,,,,,,lb,,,active
kung-fu-dunk-dvd-rental-action,Kung Fu Dunk,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,43219706,,,,false,,,,,,,,,,lb,,,active
the-man-who-killed-hitler-and-then-the-bigfoot-dvd-rental-action,The Man Who Killed Hitler and Then the Bigfoot,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,43186938,,,,false,,,,,,,,,,lb,,,active
skyfire-dvd-rental-action,Skyfire,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42531578,,,,false,,,,,,,,,,lb,,,active
the-gambler-dvd-rental-action,The Gambler,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42498810,,,,false,,,,,,,,,,lb,,,active
break-even-dvd-rental-action,Break Even,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,41745146,,,,false,,,,,,,,,,lb,,,active
400-bullets-dvd-rental-action,400 Bullets,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,41712378,,,,false,,,,,,,,,,lb,,,active
100-earthquake-dvd-rental-action,10.0 Earthquake,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,41024250,,,,false,,,,,,,,,,lb,,,active
home-of-the-brave-dvd-rental-action,Home of the Brave,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,40336122,,,,false,,,,,,,,,,lb,,,active
remember-the-titans-dvd-rental-kids-family,Remember the Titans,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07257082,,,,false,,,,,,,,,,lb,,,active
underdog-dvd-rental-kids-family,Underdog,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07224314,,,,false,,,,,,,,,,lb,,,active
10-000-bc-dvd-rental-action,"10,000 BC",,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07191546,,,,false,,,,,,,,,,lb,,,active
the-road-warrior-dvd-rental-sci-fi,The Road Warrior,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07126010,,,,false,,,,,,,,,,lb,,,active
the-book-thief-dvd-rental-drama,The Book Thief,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07093242,,,,false,,,,,,,,,,lb,,,active
apache-junction-dvd-rental-action,Apache Junction,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07060474,,,,false,,,,,,,,,,lb,,,active
catch-the-bullet-dvd-rental-action,Catch the Bullet,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07027706,,,,false,,,,,,,,,,lb,,,active
public-enemies-dvd-rental-thriller,Public Enemies,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06994938,,,,false,,,,,,,,,,lb,,,active
the-invincible-iron-man-dvd-rental-action,The Invincible Iron Man,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06962170,,,,false,,,,,,,,,,lb,,,active
the-shadow-collection-8-movies-dvd-rental-horror,The Shadow Collection: 8 Movies,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06929402,,,,false,,,,,,,,,,lb,,,active
sully-dvd-rental-drama,Sully,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06896634,,,,false,,,,,,,,,,lb,,,active
the-chronicles-of-riddick-dvd-rental-sci-fi,The Chronicles of Riddick,,DVD,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06863866,,,,false,,,,,,,,,,lb,,,active
water-for-elehants-dvd-rental-drama,Water for Elehants,,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06831098,,,,false,,,,,,,,,,lb,,,active
