Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-prince-bluray-floor-sale-action,The Prince,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,07374330,,,,false,,,,,,,,,,lb,,,active
the-ten-commandments-dvd-floor-sale-drama,The Ten Commandments,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,07112186,,,,false,,,,,,,,,,lb,,,active
red-dawn-bluray-floor-sale-action,Red Dawn,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,06686202,,,,false,,,,,,,,,,lb,,,active
super-8-bluray-floor-sale-action,Super 8,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,06260218,,,,false,,,,,,,,,,lb,,,active
rise-of-the-guardians-bluray-floor-sale-kids-family,Rise of the Guardians,,Blu-Ray,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,05998074,,,,false,,,,,,,,,,lb,,,active
the-rite-bluray-floor-sale-horror,The Rite,,Blu-Ray,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,05572090,,,,false,,,,,,,,,,lb,,,active
hancock-bluray-floor-sale-action,Hancock,,Blu-Ray,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,95455738,,,,false,,,,,,,,,,lb,,,active
snitch-dvd-floor-sale-action,Snitch,,DVD,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,95422970,,,,false,,,,,,,,,,lb,,,active
snow-white-the-huntsman-dvd-floor-sale-action,Snow White & The Huntsman,,DVD,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,95390202,,,,false,,,,,,,,,,lb,,,active
superman-returns-dvd-floor-sale-action,Superman Returns,,DVD,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,95357434,,,,false,,,,,,,,,,lb,,,active
