Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
day-of-the-assassin-vhs-floor-sale-action,Day of the Assassin,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,53437690,,,,false,,,,,,,,,,lb,,,active
oxford-blues-beta-floor-sale-drama,Oxford Blues,,BETA,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,53404922,,,,false,,,,,,,,,,lb,,,active
mute-witness-vhs-floor-sale-horror,Mute Witness,,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,53339386,,,,false,,,,,,,,,,lb,,,active
the-wedding-singer-vhs-floor-sale-comedy,The Wedding Singer,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,53273850,,,,false,,,,,,,,,,lb,,,active
clerks-vhs-floor-sale-comedy,Clerks,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,53241082,,,,false,,,,,,,,,,lb,,,active
devils-advocate-vhs-floor-sale-thriller,Devil's Advocate,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,53208314,,,,false,,,,,,,,,,lb,,,active
better-than-chocolate-vhs-floor-sale-drama,Better Than Chocolate,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,53175546,,,,false,,,,,,,,,,lb,,,active
raiders-of-the-lost-ark-vhs-floor-sale-action,Raiders of the Lost Ark,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,53142778,,,,false,,,,,,,,,,lb,,,active
public-access-vhs-floor-sale-thriller,Public Access,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,53110010,,,,false,,,,,,,,,,lb,,,active
lord-of-the-rings-the-fellowship-of-the-ring-vhs-floor-sale-fantasy,Lord of the Rings The Fellowship of the Ring,,VHS,,,"Fantasy, Floor Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,53077242,,,,false,,,,,,,,,,lb,,,active
the-game-vhs-floor-sale-thriller,The Game,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,52061434,,,,false,,,,,,,,,,lb,,,active
independance-day-vhs-floor-sale-sci-fi,Independance Day,,VHS,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,49931514,,,,false,,,,,,,,,,lb,,,active
the-vanishing-vhs-floor-sale-thriller,The Vanishing,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,85706234,,,,false,,,,,,,,,,lb,,,active
the-hand-vhs-floor-sale-horror,The Hand,,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,20.00,,true,true,,,,,85673466,,,,false,,,,,,,,,,lb,,,active
heart-vhs-floor-sale-drama,Heart,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,85640698,,,,false,,,,,,,,,,lb,,,active
dead-space-vhs-floor-sale-sci-fi,Dead Space,,VHS,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,85607930,,,,false,,,,,,,,,,lb,,,active
road-scholar-vhs-floor-sale-documentary,Road Scholar,,VHS,,,"Documentary, Floor Sale",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,85509626,,,,false,,,,,,,,,,lb,,,active
captain-corellis-vhs-floor-sale-drama,Captain Corelli's,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,85476858,,,,false,,,,,,,,,,lb,,,active
dangerous-minds-vhs-floor-sale-drama,Dangerous Minds,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,85149178,,,,false,,,,,,,,,,lb,,,active
daylight-vhs-floor-sale-action,Daylight,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,85116410,,,,false,,,,,,,,,,lb,,,active
sparkler-vhs-floor-sale-comedy,Sparkler,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,85083642,,,,false,,,,,,,,,,lb,,,active
the-boys-club-vhs-floor-sale-thriller,The Boys Club,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,85050874,,,,false,,,,,,,,,,lb,,,active
the-claim-vhs-floor-sale-drama,The Claim,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,85018106,,,,false,,,,,,,,,,lb,,,active
the-spider-and-the-fly-vhs-floor-sale-drama,The Spider and the Fly,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,84985338,,,,false,,,,,,,,,,lb,,,active
camoulage-vhs-floor-sale-comedy,Camoulage,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,84919802,,,,false,,,,,,,,,,lb,,,active
deuces-wild-vhs-floor-sale-drama,Deuces Wild,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,84854266,,,,false,,,,,,,,,,lb,,,active
snatch-vhs-floor-sale-comedy,Snatch,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,84821498,,,,false,,,,,,,,,,lb,,,active
singles-vhs-floor-sale-romantic-comedy,Singles,,VHS,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,84788730,,,,false,,,,,,,,,,lb,,,active
ermo-vhs-floor-sale-foreign,Ermo,,VHS,,,"Floor Sale, Foreign",true,Genre,Foreign,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,84755962,,,,false,,,,,,,,,,lb,,,active
dial-m-for-murder-vhs-floor-sale-thriller,Dial M for Murder,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,84723194,,,,false,,,,,,,,,,lb,,,active
lost-found-vhs-floor-sale-romantic-comedy,Lost & Found,,VHS,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,84690426,,,,false,,,,,,,,,,lb,,,active
the-island-of-dr-moreau-1978-vhs-floor-sale-horror,The Island of Dr. Moreau (1978),,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,48252410,,,,false,,,,,,,,,,lb,,,active
the-island-of-dr-moreau-1996-vhs-floor-sale-horror,The Island of Dr. Moreau (1996),,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,48219642,,,,false,,,,,,,,,,lb,,,active
