Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rock-n-rolla-dvd-rental-action,Rock n Rolla,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64988666,,,,false,,,,,,,,,,lb,,,active
fighting-dvd-rental-action,Fighting,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64955898,,,,false,,,,,,,,,,lb,,,active
unknown-dvd-rental-thriller,Unknown,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64923130,,,,false,,,,,,,,,,lb,,,active
madeas-family-reunion-dvd-rental-comedy,Madea's Family Reunion,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64824826,,,,false,,,,,,,,,,lb,,,active
unrest-dvd-rental-horror,Unrest,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64792058,,,,false,,,,,,,,,,lb,,,active
crowning-jules-dvd-rental-comedy,Crowning Jules,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64759290,,,,false,,,,,,,,,,lb,,,active
a-night-in-old-mexico-dvd-rental-action,A Night in Old Mexico,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64595450,,,,false,,,,,,,,,,lb,,,active
empire-dvd-rental-thriller,Empire,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64562682,,,,false,,,,,,,,,,lb,,,active
an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,,DVD,,,"Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64464378,,,,false,,,,,,,,,,lb,,,active
trading-places-dvd-rental-comedy,Trading Places,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64398842,,,,false,,,,,,,,,,lb,,,active
smokin-aces-dvd-rental-action,Smokin' Aces,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64366074,,,,false,,,,,,,,,,lb,,,active
blade-dvd-rental-action,Blade,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64235002,,,,false,,,,,,,,,,lb,,,active
the-phantom-of-the-opera-dvd-rental-musical,The Phantom of the Opera,,DVD,,,"Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64202234,,,,false,,,,,,,,,,lb,,,active
zodiac-dvd-rental-thriller,Zodiac,,DVD,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64169466,,,,false,,,,,,,,,,lb,,,active
blade-ii-dvd-rental-action,Blade II,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64136698,,,,false,,,,,,,,,,lb,,,active
the-adventures-of-mickey-matson-and-the-copperhead-treasure-dvd-rental-kids-family,The Adventures of Mickey Matson and the Copperhead Treasure,,DVD,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59778554,,,,false,,,,,,,,,,lb,,,active
jason-bourne-dvd-rental-action,Jason Bourne,,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,59680250,,,,false,,,,,,,,,,lb,,,active
