title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Rachel Getting Married,,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,,,,,,"DVD, drama",,,0.00,,,,,1,38283258,,,,,,,,
Anger of the Dead,,"In a world ravaged by a rabies virus that turns people into hungry cannibals, Alice a pregnant survivor, along with two other men, struggles to reach an island unaffected by the plague. Meanwhile a dangerous man is on the trail of a mysterious girl, and Alice soon discovers that zombies are not the only threat.",,,,,,"DVD, horror",,,0.00,,,,,1,35989498,,,,,,,,
Under World,,"Stalin and Majeed want to earn quick money through any means possible. However, things take a turn when they cross paths with Padmanabhan and Solomon.",,,,,,"DVD, action",,,0.00,,,,,1,35956730,,,,,,,,
Casino Royal,,,,,,,,"DVD, action",,,0.00,,,,,1,35923962,,,,,,,,
15 Classic Movies,,,,,,,,"DVD, drama",,,0.00,,,,,1,34088954,,,,,,,,
Under the Tuscan Sky,,Under the Tuscan Sun is a 2003 romantic comedy-drama starring Diane Lane as a writer who buys a villa in Tuscany after her divorce.,,,,,,"DVD, romantic-comedy",,,0.00,,,,,1,33761274,,,,,,,,
Project Almanac,,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",,,,,,"DVD, sci-fi",,,0.00,,,,,1,33728506,,,,,,,,
Rambo III,,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",,,,,,"DVD, action",,,0.00,,,,,1,31696890,,,,,,,,
Pants on Fire,,"Jack Parker has always skated by on his lies, especially the one about Mikey, an underprivileged (and made-up) teen who Jack ""tutors""... until one day ""Mikey"" shows up for real, and all Jack's lies start coming true.",,,,,,"DVD, kids-family",,,0.00,,,,,1,31565818,,,,,,,,
Grand Prix,,,,,,,,"DVD, drama",,,0.00,,,,,1,31533050,,,,,,,,
