Handle,Title,Vendor,Kind,Reason
rachel-getting-married-dvd-rental-drama,Rachel Getting Married,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
anger-of-the-dead-dvd-rental-horror,Anger of the Dead,DVD,unmatched,no UPCMDB records for this imdb_id
under-world-dvd-rental-action,Under World,DVD,unmatched,no UPCMDB records for this imdb_id
casino-royal-dvd-rental-action,Casino Royal,DVD,ambiguous,ambiguous TMDB match
15-classic-movies-dvd-rental-drama,15 Classic Movies,DVD,unmatched,no TMDB match
under-the-tuscan-sky-dvd-rental-romantic-comedy,Under the Tuscan Sky,DVD,unmatched,no TMDB match
project-almanac-dvd-rental-sci-fi,Project Almanac,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
rambo-iii-dvd-rental-action,Rambo III,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
pants-on-fire-dvd-rental-kids-family,Pants on Fire,DVD,unmatched,no UPCMDB records for this imdb_id
grand-prix-dvd-rental-drama,Grand Prix,DVD,ambiguous,ambiguous TMDB match
freedom-force-dvd-rental-action,Freedom Force,DVD,unmatched,no UPCMDB records for this imdb_id
halo-legends-dvd-rental-sci-fi,Halo Legends,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
my-big-fat-independent-movie-dvd-rental-comedy,My Big Fat Independent Movie,DVD,unmatched,no UPCMDB records for this imdb_id
monte-carlo-dvd-rental-romantic-comedy,Monte Carlo,DVD,ambiguous,ambiguous TMDB match
the-invention-of-lying-dvd-rental-comedy,The Invention of Lying,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
crossroads-dvd-rental-romantic-comedy,Crossroads,DVD,ambiguous,ambiguous TMDB match
the-thin-red-line-dvd-rental-drama,The Thin Red Line,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
tristan-isolde-dvd-rental-drama,Tristan + Isolde,DVD,unmatched,no UPCMDB records for this imdb_id
far-from-heaven-dvd-rental-drama,Far from Heaven,DVD,ambiguous,ambiguous TMDB match
redemption-day-dvd-rental-thriller,Redemption Day,DVD,unmatched,no UPCMDB records for this imdb_id
300-spartans-dvd-rental-action,300 Spartans,DVD,ambiguous,ambiguous TMDB match
the-flock-dvd-rental-thriller,The Flock,DVD,unmatched,no UPCMDB records for this imdb_id
st-agatha-dvd-rental-horror,St. Agatha,DVD,unmatched,no UPCMDB records for this imdb_id
bandits-dvd-rental-action,Bandits,DVD,ambiguous,ambiguous TMDB match
masters-of-terror-8-horror-films-dvd-rental-horror,Masters of Terror: 8 Horror Films,DVD,unmatched,no TMDB match
max-payne-dvd-rental-action,Max Payne,DVD,unmatched,no UPCMDB records for this imdb_id
the-chinese-connection-dvd-rental-action,The Chinese Connection,DVD,unmatched,no UPCMDB records for this imdb_id
take-no-prisoners-dvd-rental-action,Take no Prisoners,DVD,unmatched,no UPCMDB records for this imdb_id
the-day-after-dvd-rental-drama,The Day After,DVD,ambiguous,ambiguous TMDB match
checkmate-dvd-rental-thriller,Checkmate,DVD,ambiguous,ambiguous TMDB match
jane-austins-book-club-dvd-rental-romantic-comedy,Jane Austins Book Club,DVD,unmatched,no TMDB match
wicker-park-dvd-rental-thriller,Wicker Park,DVD,unmatched,no UPCMDB records for this imdb_id
lost-city-dvd-rental-comedy,Lost City,DVD,unmatched,no UPCMDB records for this imdb_id
fighting-dvd-rental-action,Fighting,DVD,ambiguous,ambiguous TMDB match
crowning-jules-dvd-rental-comedy,Crowning Jules,DVD,unmatched,no UPCMDB records for this imdb_id
a-night-in-old-mexico-dvd-rental-action,A Night in Old Mexico,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
empire-dvd-rental-thriller,Empire,DVD,ambiguous,ambiguous TMDB match
the-phantom-of-the-opera-dvd-rental-musical,The Phantom of the Opera,DVD,unmatched,no UPCMDB records for this imdb_id
the-adventures-of-mickey-matson-and-the-copperhead-treasure-dvd-rental-kids-family,The Adventures of Mickey Matson and the Copperhead Treasure,DVD,unmatched,no UPCMDB records for this imdb_id
don-jon-dvd-rental-comedy,Don Jon,DVD,unmatched,no UPCMDB records for this imdb_id
elton-john-one-night-only-the-greatest-hits-dvd-rental-musical,Elton John - One Night Only - The Greatest Hits,DVD,unmatched,no UPCMDB records for this imdb_id
backdraft-dvd-rental-action,Backdraft,DVD,ambiguous,ambiguous TMDB match
super-dave-dvd-rental-comedy,Super Dave,DVD,ambiguous,ambiguous TMDB match
red-son-dvd-rental-kids-family,Red Son,DVD,unmatched,no UPCMDB records for this imdb_id
divergent-dvd-rental-action,Divergent,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
electra-dvd-rental-action,Electra,DVD,ambiguous,ambiguous TMDB match
cravings-dvd-rental-horror,Cravings,DVD,unmatched,TMDB has no imdb_id for this title
dont-say-a-word-dvd-rental-thriller,Don't Say a Word,DVD,unmatched,no UPCMDB records for this imdb_id
the-paperboy-dvd-rental-thriller,The Paperboy,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
maintainence-dvd-rental-horror,Maintainence,DVD,unmatched,no TMDB match
revenge-dvd-rental-action,Revenge,DVD,ambiguous,ambiguous TMDB match
safe-haven-dvd-rental-drama,Safe Haven,DVD,unmatched,no UPCMDB records for this imdb_id
king-of-paper-chasin-dvd-rental-drama,King of Paper Chasin',DVD,unmatched,no UPCMDB records for this imdb_id
down-with-love-dvd-rental-romantic-comedy,Down with Love,DVD,unmatched,no UPCMDB records for this imdb_id
center-stage-dvd-rental-drama,Center Stage,DVD,ambiguous,ambiguous TMDB match
the-fog-dvd-rental-horror,The Fog,DVD,ambiguous,ambiguous TMDB match
escobar-paradise-lost-dvd-rental-drama,Escobar: Paradise Lost,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
weapons-of-death-dvd-rental-action,Weapons of Death,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
angels-in-america-dvd-rental-drama,Angels in America,DVD,unmatched,TMDB has no imdb_id for this title
