Handle,Title,Vendor,Kind,Reason
sabrina-1995-vhs,Sabrina (1995),VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mr-wonderful-vhs,Mr. Wonderful,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
when-a-man-loves-a-woman-vhs,When a Man Loves a Woman,VHS,ambiguous,ambiguous TMDB match
autumn-in-new-york-vhs,Autumn in New York,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
french-kiss-vhs,French Kiss,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
my-big-fat-greek-wedding-vhs,My Big Fat Greek Wedding,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
iq-vhs,I.Q.,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
tip-toes-vhs,Tip Toes,VHS,ambiguous,ambiguous TMDB match
down-with-love-vhs,Down With Love,VHS,unmatched,no UPCMDB records for this imdb_id
evereyone-says-i-love-you-vhs-rent,Everyone Says I Love You,VHS,unmatched,no UPCMDB records for this imdb_id
woman-on-top-vhs,Woman on Top,VHS,unmatched,no UPCMDB records for this imdb_id
touch-and-go-vhs,Touch and Go,VHS,ambiguous,ambiguous TMDB match
the-bacheor-vhs,The Bacheor,VHS,unmatched,no TMDB match
pillow-talk-vhs,Pillow Talk,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
boiler-room-vhs,Boiler Room,VHS,ambiguous,ambiguous TMDB match
the-client-vhs,The Client,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
jagged-edge-vhs,Jagged Edge,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
random-hearts-vhs,Random Hearts,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
they-call-me-mister-tibbs-vhs,They Call Me Mister Tibbs!,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
raiders-of-the-lost-ark-vhs,Raiders of the Lost Ark,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
harts-war-vhs,Hart's War,VHS,unmatched,no UPCMDB records for this imdb_id
twister-vhs,Twister,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
vanishing-point-vhs,Vanishing Point,VHS,ambiguous,ambiguous TMDB match
blown-away-vhs,Blown Away,VHS,ambiguous,ambiguous TMDB match
taffin-vhs,Taffin,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-lost-world-jurassic-park-vhs,The Lost World: Jurassic Park,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
licence-to-kill-vhs,Licence to Kill,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
pearl-harbor-vhs,Pearl Harbor,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
fantasyb-mission-force-vhs,Fantasyb Mission Force,VHS,unmatched,no TMDB match
saving-private-ryan-vhs,Saving Private Ryan,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
jurassic-park-vhs,Jurassic Park,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-mask-of-zorro-vhs,The Mask of Zorro,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
theif-vhs,Thief,VHS,ambiguous,ambiguous TMDB match
reindeer-games-vhs,Reindeer Games,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-fan-vhs,The Fan,VHS,ambiguous,ambiguous TMDB match
beaches-vhs,Beaches,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
just-cause-vhs,Just Cause,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
city-of-the-sea-vhs,City of the Sea,VHS,ambiguous,ambiguous TMDB match
so-i-married-an-axe-murderer-vhs,So I Married an Axe Murderer,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-color-of-money-vhs,The Color of Money,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lost-in-space-vhs,Lost in Space,VHS,ambiguous,ambiguous TMDB match
the-kind-and-i-vhs,The Kind and I,VHS,ambiguous,ambiguous TMDB match
an-officer-and-a-gentelman-vhs,An Officer and a Gentelman,VHS,unmatched,no TMDB match
the-quiet-man-vhs,The Quiet Man,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
ps-your-cat-is-dead-vhs,P.S. Your Cat is Dead,VHS,unmatched,no UPCMDB records for this imdb_id
frantic-vhs,Frantic,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
primal-fear-vhs,Primal Fear,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-devils-advocate-vhs,A Devils Advocate,VHS,ambiguous,ambiguous TMDB match
when-harry-met-sally-vhs,When Harry Met Sally,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mash-vhs,MASH,VHS,unmatched,no UPCMDB records for this imdb_id
the-big-chill-vhs-rental,The Big Chill,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-thomas-crown-affair-vhs-rental,The Thomas Crown Affair,VHS,ambiguous,ambiguous TMDB match
the-pelican-brief-vhs-rental,The Pelican Brief,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mrs-doubtfire-vhs-rental,Mrs. Doubtfire,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
leap-of-faith-vhs,Leap of Faith,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
happy-gilmore-vhs,Happy Gilmore,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-very-brady-sequel-vhs,A Very Brady Sequel,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
200-cigarettes-vhs,200 Cigarettes,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
double-take-vhs,Double Take,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
field-of-dreams-vhs,Field of Dreams,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
drowning-mona-vhs,Drowning Mona,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
