title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
101 Dalmatians,,"In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",,,,,,"VHS, kids-family",,,0.00,,,,,1,85405434,,,,,,,,
40 Carats,,"A divorced woman begins a romance with a much younger man, challenging social expectations about age and relationships. Starring Liv Ullmann and Edward Albert.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,72387066,,,,,,,,
A Beautiful Mind,,"The life of brilliant mathematician John Nash, whose groundbreaking work is complicated by his struggle with schizophrenia. Starring Russell Crowe.",,,,,,"VHS, drama",,,0.00,,,,,1,39535354,,,,,,,,
A Few Good Men,,"Lt. Daniel Kaffee (Tom Cruise) is a military lawyer defending two U.S. Marines charged with killing a fellow Marine at the Guantánamo Bay Naval Base in Cuba. Although Kaffee is known for seeking plea bargains, a fellow lawyer, Lt. Cdr. JoAnne Galloway (Demi Moore), convinces him that the accused marines were most likely carrying out an order from a commanding officer. Kaffee takes a risk by calling Col. Nathan R. Jessep (Jack Nicholson) to the stand in an effort to uncover the conspiracy.",,,,,,"VHS, drama",,,0.00,,,,,1,57722362,,,,,,,,
A Rumor of Angels,,"Twelve-year-old James Neubauer (Trevor Morgan) is spending the summer in Maine. He's emotionally estranged from his father (Ray Liotta), resentful of his stepmother (Catherine McCormack), and haunted by the events surrounding his mother's death. James's summer takes a turn when he crashes through a fence owned by the local recluse, Maddy (Vanessa Redgrave). Reluctantly enlisted to repair the damage, he's at first put off by Maddy's personality and candor, but they eventually form a bond.",,,,,,"VHS, drama",,,0.00,,,,,1,66916090,,,,,,,,
A Summer to Remember,,"Toby is bitter since losing his hearing and refuses to accept his stepfather. But when an orangutan named Casey is thrown from a truck, the boy soon has a secret friend.",,,,,,"VHS, kids-family",,,0.00,,,,,1,54463482,,,,,,,,
A World Apart,,"Molly (Jodhi May), a white teenage girl living in Johannesburg during the 1960s, finds her life turned upside down when her leftist parents become targets of the pro-apartheid South African government. Molly's father, Gus (Jeroen Krabbé), is forced into exile, but her mother, Diana (Barbara Hershey), continues her activism. As her family's reputation leaves her shunned by fellow Caucasian peers, Molly grows closer to her mother and begins to understand the anti-apartheid cause.",,,,,,"VHS, thriller",,,0.00,,,,,1,48189690,,,,,,,,
Alice in Wonderland,,"A young girl when she first visited magical Underland, Alice Kingsleigh is now a teenager with no memory of the place -- except in her dreams. Her life takes a turn for the unexpected when, at a garden party for her fiancé and herself, she spots a certain white rabbit and tumbles down a hole after him. Reunited with her friends the Mad Hatter, the Cheshire Cat and others, Alice learns it is her destiny to end the Red Queen's reign of terror.",,,,,,"DVD, kids-family",,,0.00,,,,,1,85438202,,,,,,,,
All Dogs go to Heaven,,"After returning from the afterlife, a lovable but mischievous dog sets out for revenge against his former partner but instead learns the value of friendship, kindness, and redemption through an orphan girl with a special gift.",,,,,,"VHS, kids-family",,,0.00,,,,,1,00230906,,,,,,,,
Almost Famous,,"A teenage aspiring music journalist goes on tour with an up-and-coming rock band in the 1970s, discovering the highs and lows of life on the road. Directed by Cameron Crowe.",,,,,,"VHS, comedy",,,0.00,,,,,1,39109370,,,,,,,,
Annie Hall,,"A neurotic New York comedian reflects on his relationship with the quirky and free-spirited Annie Hall, exploring love, memory, and the complexities of modern romance in Woody Allen's Oscar-winning classic.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,00165370,,,,,,,,
Apocalypse Now,,"During the Vietnam War, a U.S. Army captain is sent deep into the Cambodian jungle on a secret mission to find and eliminate a rogue colonel who has established his own mysterious and powerful command. A visually stunning and psychologically intense epic.",,,,,,"VHS, drama",,,0.00,,,,,1,00099834,,,,,,,,
Arizona,,Cassie is a single mother and real estate agent whose problems go from bad to worse when a disgruntled client kidnaps her.,,,,,,"Blu-Ray, comedy",,,0.00,,,,,1,92268282,,,,,,,,
Autumn in New York,,"Will Keane, a New York restaurateur, infamous verging-on-50 playboy, acts as the master of the no-commitment seduction until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21-year-old free spirit yearning to get out and taste the excitement of adult life.",,,,,,"VHS, romantic-comedy",,,0.00,,,,,1,17222138,,,,,,,,
Bach and Broccoli,,"Bachelor Jonathan's only passion is Bach music. The last thing he thought he needed was a long-lost niece, at least that was what he thought before the arrival of 11- year-old Fanny and her skunk Broccoli. Newly orphaned Fanny has a wonderful outloo.",,,,,,"VHS, kids-family",,,0.00,,,,,1,23856122,,,,,,,,
Batman - 4 Film Collection,,"bundles the classic live-action films released between 1989 and 1997: Batman (1989), Batman Returns (1992), Batman Forever (1995), and Batman & Robin (1997).",,,,,,"Blu-Ray, action",,,0.00,,,,,1,12364794,,,,,,,,
Best in Show,,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",,,,,,"VHS, comedy",,,0.00,,,,,1,99706618,,,,,,,,
Beverly Hills Cop Trilogy,,The Beverly Hills Cop trilogy follows fast-talking Detroit detective Axel Foley as he clashes with the stuffy Beverly Hills Police Department. The original 1984 classic was followed by two sequels,,,,,,"DVD, action",,,0.00,,,,,1,12659706,,,,,,,,
BMW Films Presents The Hire,,The BMW film series The Hire consists of eight short films (averaging about ten minutes each) produced for internet distribution in 2001 and 2002.,,,,,,"DVD, action",,,0.00,,,,,1,92661498,,,,,,,,
Boiler Room,,"Welcome to the infamous ""boiler room"" -- where twenty-something millionaires are made overnight. Here, in the inner sanctum of a fly-by-night brokerage firm, hyper-aggressive young stock jocks peddle to unsuspecting buyers over the phone -- and are rewarded with mansions, Ferraris and more luxury toys than they know what to do with. In this unassuming Long Island enclave, Gen Xers chase the green at breakneck speeds, sometimes one step ahead of the law.",,,,,,"VHS, action",,,0.00,,,,,1,19598330,,,,,,,,
"Bright Lights, Big City",,"In this adaptation of Jay McInerney's novel, Jamie Conway moves from small-town Kansas to New York City to work at a magazine. However, a number of things are making him miserable: He would rather be a writer, his wife has left him and his mother has recently died. So he takes to partying with his yuppie friend Tad, abusing alcohol and cocaine. But he quickly finds himself becoming more and more dependent on drinking and drugs.",,,,,,"VHS, drama",,,0.00,,,,,1,19383802,,,,,,,,
Brooklyn Babylon,,A charming rap musician (Tariq Trotter) falls in love with a woman (Karen Goberman) from a conservative Jewish family.,,,,,,"VHS, drama",,,0.00,,,,,1,24019962,,,,,,,,
