title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Mr. Accident,,A very clumsy man and his UFO-obsessed girlfriend discover a plan made by his boss to market eggs laced with nicotine.,,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSMRA-001A,,,,,,,,
CAME A HOT FRIDAY,,"Set in post-war (1949) rural New Zealand, this film traces the efforts of two con men to run a betting scam in a small town (Tainuea) already rife with illegal gambling corruption, and eccentricity.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSCAM-001A,,,,,,,,
Get Out of My Room,,"Cheech Marin and Tommy Chong attempt to finish a ""video album"" for their novelty record.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSGTT-001A,,,,,,,,
Come See The Paradise,,"In this drama from director Alan Parker, on-the-lam Jack McGurn flees to Los Angeles and takes a job as a projectionist at a movie theater owned by a Japanese-American man. Jack falls for the owner's daughter, Lily, but they are forced to elope to Seattle when her father forbids the relationship. The couple marry and have a daughter, but when World War II breaks out, Jack is powerless to stop his new family's forced internment.",,,,,,"VHS, drama",,,0.00,,,,,1,191-VHSCMS-001A,,,,,,,,
Look Who’s Talking,,This classic home video release features the original vintage sleeve art and brings the nostalgic charm of analog media to your collection. It is a perfect choice for fans of eighties cinema and collectors looking to experience the iconic voice-over comedy in its native format. Enjoy a piece of physical media history with this well-maintained cassette that delivers a genuine retro viewing experience.,,,,,,VHS,,,5.00,,,,,1,191-VHSLKW-001A,,,,,,,,
Out to Sea,,"Care-free Charlie cons his widower brother-in-law Herb into an expenses-paid luxury cruise in search of rich, lonely ladies. The catch is that they are required to be dance hosts! With a tyrannical cruise director, and the luscious Liz and lovely Vivian, our heroes have lots of mis-adventures before they finally return to port.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSTTS-001A,,,,,,,,
Pocket Money,,"Broke and in debt, an otherwise honest cowboy and his buddy get mixed up in some shady dealings with a crooked cattle dealer.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSPOC-001A,,,,,,,,
"Win, Place or Steal",,"Three friends have two things in common: (1) they like to bet on the horses at the track, and (2) they invariably lose. One day they hit upon a scheme to steal one of the track's betting machines, so that they'd be able to print winning tickets and recoup the money they've lost over the years. However, things don't go exactly as planned.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSWIN-001A,,,,,,,,
Static,,"Ernie Blick has just lost his job at a crucifix factory. Luckily, for Ernie, this allows him more time to devote to his invention. Yes, Ernie is an inventor -- and he's come up with something big. So big, in fact, Ernie's convinced it will change the way people look at life and death. With the support of his drummer friend Julia and his ex-Green Beret-evangelist cousin, Ernie unveils it to the world. But even he isn't prepared for the public's reaction.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSSTA-001A,,,,,,,,
MR. NICE GUY,,A psychiatrist (Jan Smithers) falls in love with a hit man (Mike MacDonald) working for her mobster father's rival.,,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSMRN-001A,,,,,,,,
