title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
6th Day,,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.",,,,,,"DVD, sci-fi",,,0.00,,,,,1,191-DVD6TH-001A,,,,,,,,
A Time to Kill / The Pelican Brief / The Client,,"This collection gathers three legal thrillers based on John Grisham novels: A Time to Kill (1996), The Pelican Brief (1993), and The Client (1994).",,,,,,"Blu-Ray, drama",,,0.00,,,,,1,191-BLRATI-001A,,,,,,,,
A Very Long Engagement,,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",,,,,,"DVD, foreign",,,0.00,,,,,1,191-DVDAVE-001A,,,,,,,,
Act,,"Joo-Hee (Kim Hee-Jung) is a married professor. She is stunned to learn that her husband Dong-Hyuk (Seo Tae-Hwa) is having an affair with her own student Yeon-Mi(Seo Eun-A). Joo-Hee pretends she doesn't know about their relationship and invites Yeon-Mi to her home. Dong-Hyuk and Yeon-Mi, believing Joo-Hee is oblivious to their affair, continue their intimate relationship at his home. Joo-Hee though has her own plans.",,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSACT-001A,,,,,,,,
Acts of Betrayal,,"FBI agents attempt to protect a woman who is testifying against her gangster boy friend. However, an army of assassins are after her in an endless series of shootouts.",,,,,,"VHS, action",,,0.00,,,,,1,191-VHSCTS-001A,,,,,,,,
Adventures of the Wilderness Family,,The story of a modern family bored with the hassles of the city life in Los Angeles. They head for the wilderness never to return.,,,,,,"VHS, kids-family",,,0.00,,,,,1,191-VHSADV-001A,,,,,,,,
Airport 1975,,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",,,,,,"VHS, action",,,0.00,,,,,1,191-VHSAIR-001A,,,,,,,,
Alfie,,A young man leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.,,,,,,"VHS, comedy",,,0.00,,,,,1,191-VHSALF-001A,,,,,,,,
All Creatures Great and Small,,"James Herriot is a vet in Yorkshire, England, during the 1930s. He is assigned to the practice of Siegfried Farnon, who—together with his mischievous brother Tristan—already have a successful business. James undergoes a variety of adventures during his work, which are just as often caused by the characters of the county, including the Farnon brothers, as the animals in his care.",,,,,,"VHS, drama",,,0.00,,,,,1,38044666,,,,,,,,
Amazing Spider-Man 2,,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",,,,,,"Blu-Ray, action",,,0.00,,,,,1,191-BLRAMA-001A,,,,,,,,
