Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
final-desination-vhs-floor-sale-horror,Final Desination,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,9.00,35225594,,,,horror
santa-clause-the-movie-vhs-floor-sale-holiday,Santa Clause: The Movie,,VHS,Media > Videos,"Floor Sale, VHS, Holiday, Formatted",Genre,Holiday,shopify,1,deny,manual,7.00,86529530,,,,holiday
their-only-chance-vhs-floor-sale-drama,Their Only Chance,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,71567866,,,,drama
jerry-mcaguire-vhs-floor-sale-drama,Jerry Mcaguire,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,71240186,,,,drama
the-window-of-saint-pierre-vhs-floor-sale-drama,The Window of Saint-Pierre,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,30829306,,,,drama
the-forgotton-one-vhs-floor-sale-thriller,The Forgotton One,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,20.00,64008954,,,,thriller
provovateur-vhs-floor-sale-thriller,Provovateur,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,15.00,30315514,,,,thriller
elton-john-live-at-msg-vhs-floor-sale-musical,Elton John Live at MSG,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,6.00,35205114,,,,musical
in-search-of-the-dragon-vhs-floor-sale-documentary,In Search of the Dragon,"<p>Follows the story of a handicapped street musician, Maurice Chan, as he explains what life is like for him in Hong Kong. In the process we go on a journey back in time to the Walled City of Kowloon.  Once dubbed the 'sleaziest' place in Hong Kong, it was an island of Chinese sovereignty within the British colony. As a result of a secret political compromise between the Chinese and British Governments the Walled City was destroyed in 1992. This decision resulted in the displacement of the Walled City's 40,000 residents. The documentary gives the story of modern day Hong Kong from a personal viewpoint and shows historical links to a place the authorities preferred to forget.</p>",VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,12.00,35139578,,,,documentary
pirates-of-the-caribbean-4-movie-collection-bluray-floor-sale-action,Pirates of the Caribbean - 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,43629562,,,,action
tale-from-earthsea-dvd-floor-sale-fantasy,Tale from Earthsea,,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,18.00,30153978,,,,fantasy
pochahontas-pocahontas-ii-bluray-floor-sale-kids-family,Pochahontas / Pocahontas II,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,29662458,,,,kids-family
the-posiedon-adventure-blackbeard-dvd-floor-sale-action,The Posiedon Adventure / Blackbeard,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,71909370,,,,action
riddick-trilogy-dvd-floor-sale-sci-fi,Riddick Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,8.00,41575162,,,,sci-fi
the-princess-diaries-2-movie-collection-bluray-floor-sale-kids-family,The Princess Diaries - 2 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,13043194,,,,kids-family
taladega-nights-dvd-floor-sale-comedy,Taladega Nights,,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,09831930,,,,comedy
richard-pryor-triple-feature-bluray-floor-sale-comedy,Richard Pryor Triple Feature,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,08717818,,,,comedy
