title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Forced March,,"Ben Kline is an American television star and a bankable name, who is cast to portray the Hungarian writer Miklos Radnoti, whose journal of poems was found with his body, buried in one of Hungary’s mass graves. Kline is also the son of a Holocaust survivor and has long resented his father’s refusal to speak about the War. Now given the opportunity to play the role of a hero, but faced with the reality of a victim, the boundaries between truth and illusion begin to blur.",,,,,,"VHS, drama",,,0.00,,,,,1,82843642,,,,,,,,
Cowboy up,,"""Cowboy Up"" is a celebration of the risk-taking, daredevil personalities of modern rodeo. In the world of professional bull riding, newcomer Ely Braxton (Marcus Thomas) is the craziest guy around; his brother Hank (Kiefer Sutherland) is a rodeo clown, and the two use each other to play up their acts. But love may be one thing that tears the brothers apart. When Ely falls for the rodeo's sweetheart (Daryl Hannah), Hank is filled with jealousy and hatred. The brothers try to come to grips with their differences, but the competition gets as fierce as the bulls in the ring.",,,,,,"VHS, thriller",,,0.00,,,,,1,82810874,,,,,,,,
Deceived,,,,,,,,"VHS, action",,,0.00,,,,,1,82778106,,,,,,,,
Code Name Jaguar,,"When both the CIA and the underworld mistake regular guy Stuart Dempsey (Danny Nucci) for a notorious killer-for-hire named Jaguar, Dempsey doesn't know whom he can turn to or trust. Certain only of his boss, Max Kaufman (David Carradine), Dempsey is wary of everyone else -- especially his new love (Victoria Sanches). Pursued by the CIA, Dempsey sets out to prove his identity and outwit his pursuers.",,,,,,"VHS, drama",,,0.00,,,,,1,82745338,,,,,,,,
Split Decisions,,"When a boxer is killed because he wouldn't take a dive, his brother tries to find a way to avenge him even if only symbolically.",,,,,,"VHS, drama",,,0.00,,,,,1,82712570,,,,,,,,
Promised a Miracle,,True story of a couple charged with manslaughter when their rejection of modern medicine in favor of religion to treat their diabetic child resulted in his death.,,,,,,"VHS, drama",,,0.00,,,,,1,82679802,,,,,,,,
The Score,,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,,,,,,"VHS, thriller",,,0.00,,,,,1,82647034,,,,,,,,
Baby Boom,,"J.C. Wiatt is a talented and ambitious New York City career woman who is married to her job and working towards partner at her firm. She has a live-in relationship with Steven, a successful investment broker who, along with J.C., agreed children aren't part of the plan. J.C.'s life takes an unexpected turn when a distant relative dies and the will appoints her the caretaker of their baby girl, Elizabeth. The baby's sudden arrival causes Steven to leave, breaking off their relationship. Juggling power lunches and powdered formula, she is soon forced off the fast track by a conniving colleague and a bigoted boss. But she won't stay down for long. She'll prove to the world that a woman can have it all and on her own terms too!",,,,,,"VHS, comedy",,,0.00,,,,,1,82614266,,,,,,,,
Criminal Law,,Ben Chase is an on-the-rise Boston attorney currently defending a wealthy client in a high-profile murder case. Martin Thiel is the wealthy young man on trial for a particularly brutal murder. The verdict sets Thiel free. Within 24 hours another grizzly and all-too-familiar murder has taken place with striking similarities to the first crime. Chase inexplicably agrees to act as his defense attorney; but this time it will be to gather evidence that will put away his client for good.,,,,,,"VHS, thriller",,,0.00,,,,,1,82548730,,,,,,,,
Mr. Love,,An fifty-year-old mild-mannered gardener becomes a lovable legend in his town for his talent to romantically please every woman that fancies him.,,,,,,"VHS, drama",,,0.00,,,,,1,69507066,,,,,,,,
