Handle,Title,Vendor,Kind,Reason
space-rangers-chronicles-2-vhs-rental-sci-fi,Space Rangers Chronicles 2,VHS,unmatched,no TMDB match
twilight-man-vhs-rental-thriller,Twilight Man,VHS,unmatched,no UPCMDB records for this imdb_id
independence-day-vhs-rental-sci-fi,Independence Day,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
looker-vhs-rental-sci-fi,Looker,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
zig-zag-vhs-rental-drama,Zig Zag,VHS,unmatched,no UPCMDB records for this imdb_id
with-honors-vhs-rental-drama,With Honors,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
postcards-from-the-edge-vhs-rental-drama,Postcards from the Edge,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lady-sings-the-blues-vhs-rental-drama,Lady Sings the Blues,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-wilde-girls-vhs-rental-drama,The Wilde Girls,VHS,unmatched,no UPCMDB records for this imdb_id
its-a-pleasure-vhs-rental-drama,It's a Pleasure,VHS,unmatched,no UPCMDB records for this imdb_id
compromising-position-vhs-rental-drama,Compromising Position,VHS,unmatched,no UPCMDB records for this imdb_id
the-last-winter-vhs-rental-drama,The Last Winter,VHS,ambiguous,ambiguous TMDB match
sanctuary-of-fear-vhs-rental-thriller,Sanctuary of Fear,VHS,unmatched,no UPCMDB records for this imdb_id
flesh-and-bone-vhs-rental-drama,Flesh and Bone,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-maker-vhs-rental-drama,The Maker,VHS,unmatched,no UPCMDB records for this imdb_id
practical-magic-vhs-rental-romantic-comedy,Practical Magic,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
hope-vhs-rental-drama,Hope,VHS,unmatched,no UPCMDB records for this imdb_id
the-graduate-vhs-rental-drama,The Graduate,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
roosters-vhs-rental-drama,Roosters,VHS,unmatched,no UPCMDB records for this imdb_id
mr-vincent-vhs-rental-drama,Mr. Vincent,VHS,unmatched,no UPCMDB records for this imdb_id
the-girl-in-the-picture-vhs-rental-drama,The Girl in the Picture,VHS,ambiguous,ambiguous TMDB match
paradise-alley-vhs-rental-drama,Paradise Alley,VHS,ambiguous,ambiguous TMDB match
young-sherlock-holmes-vhs-rental-drama,Young Sherlock Holmes,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
jagged-edge-vhs-rental-thriller,Jagged Edge,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
great-balls-of-fire-vhs-rental-drama,Great Balls of Fire!,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lovely-and-amazing-vhs-rental-drama,Lovely and Amazing,VHS,unmatched,no UPCMDB records for this imdb_id
paris-trout-vhs-rental-drama,Paris Trout,VHS,unmatched,no UPCMDB records for this imdb_id
point-of-impact-vhs-rental-action,Point of Impact,VHS,unmatched,no UPCMDB records for this imdb_id
desert-heat-vhs-rental-action,Desert Heat,VHS,ambiguous,ambiguous TMDB match
summer-lovers-vhs-rental-romantic-comedy,Summer Lovers,VHS,unmatched,no UPCMDB records for this imdb_id
caught-up-vhs-rental-action,Caught Up,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
sworn-to-justice-vhs-rental-action,Sworn to Justice,VHS,unmatched,no UPCMDB records for this imdb_id
lily-in-love-vhs-rental-romantic-comedy,Lily in Love,VHS,unmatched,no UPCMDB records for this imdb_id
beautiful-dreamers-vhs-rental-drama,Beautiful Dreamers,VHS,unmatched,no UPCMDB records for this imdb_id
rich-and-famous-vhs-rental-drama,Rich and Famous,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-last-innocent-man-vhs-rental-thriller,The Last Innocent Man,VHS,unmatched,no UPCMDB records for this imdb_id
ulees-gold-vhs-rental-drama,Ulee's Gold,VHS,unmatched,no UPCMDB records for this imdb_id
dangerous-beauty-vhs-rental-drama,Dangerous Beauty,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-rookie-vhs-rental-kids-family,The Rookie,VHS,unmatched,no UPCMDB records for this imdb_id
claudia-vhs-rental-thriller,Claudia,VHS,ambiguous,ambiguous TMDB match
tricks-of-the-trade-vhs-rental-comedy,Tricks of the Trade,VHS,unmatched,no UPCMDB records for this imdb_id
beautiful-joe-vhs-rental-comedy,Beautiful Joe,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
slaughter-of-the-innocents-vhs-rental-action,Slaughter of the Innocents,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
stoogemania-vhs-rental-comedy,StoogeMania,VHS,unmatched,no UPCMDB records for this imdb_id
gore-vidals-billy-the-kid-vhs-rental-action,Gore Vidal's Billy the Kid,VHS,ambiguous,ambiguous TMDB match
commandments-vhs-rental-romantic-comedy,Commandments,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-cats-meow-vhs-rental-thriller,The Cat's Meow,VHS,unmatched,no UPCMDB records for this imdb_id
breaking-in-vhs-rental-comedy,Breaking In,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
angels-dance-vhs-rental-thriller,Angel's Dance,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mirage-vhs-rental-thriller,Mirage,VHS,ambiguous,ambiguous TMDB match
next-of-kin-vhs-rental-action,Next of Kin,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
romeo-is-bleeding-vhs-rental-thriller,Romeo is Bleeding,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mountains-of-the-moon-vhs-rental-action,Mountains of the Moon,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-spy-within-vhs-rental-thriller,The Spy Within,VHS,unmatched,no UPCMDB records for this imdb_id
wildcats-vhs-rental-comedy,Wildcats,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-hurricane-vhs-rental-drama,The Hurricane,VHS,ambiguous,ambiguous TMDB match
dead-in-the-water-vhs-rental-thriller,Dead in the Water,VHS,ambiguous,ambiguous TMDB match
not-without-my-daughter-vhs-rental-drama,Not Without My Daughter,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
love-affair-vhs-rental-comedy,Love Affair,VHS,ambiguous,ambiguous TMDB match
elizabeth-vhs-rental-drama,Elizabeth,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
trippin-vhs-rental-comedy,Trippin',VHS,unmatched,no UPCMDB records for this imdb_id
time-served-vhs-rental-thriller,Time Served,VHS,unmatched,no UPCMDB records for this imdb_id
dudley-do-right-vhs-rental-kids-family,Dudley Do-Right,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lip-service-vhs-rental-thriller,Lip Service,VHS,ambiguous,ambiguous TMDB match
reign-of-fire-vhs-rental-fantasy,Reign of Fire,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
office-killer-vhs-rental-horror,Office Killer,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
traces-of-red-vhs-rental-thriller,Traces of Red,VHS,unmatched,no UPCMDB records for this imdb_id
personals-vhs-rental-comedy,Personals,VHS,unmatched,no UPCMDB records for this imdb_id
moonraker-vhs-rental-action,Moonraker,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-man-with-the-golden-gun-vhs-rental-action,The Man With the Golden Gun,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
licence-to-kill-vhs-rental-action,Licence to Kill,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
octopussy-vhs-rental-action,Octopussy,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dr-no-vhs-rental-action,Dr. No,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
live-and-let-die-vhs-rental-action,Live and Let Die,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dick-tracy-vhs-rental-action,Dick Tracy,VHS,ambiguous,ambiguous TMDB match
trading-mom-vhs-rental-kids-family,Trading Mom,VHS,unmatched,no UPCMDB records for this imdb_id
