Handle,Title,Vendor,Kind,Reason
forced-march-vhs-rental-drama,Forced March,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
cowboy-up-vhs-rental-thriller,Cowboy up,VHS,unmatched,no UPCMDB records for this imdb_id
deceived-vhs-rental-action,Deceived,VHS,ambiguous,ambiguous TMDB match
code-name-jaguar-vhs-rental-drama,Code Name Jaguar,VHS,unmatched,no UPCMDB records for this imdb_id
split-decisions-vhs-rental-drama,Split Decisions,VHS,unmatched,no UPCMDB records for this imdb_id
promised-a-miracle-vhs-rental-drama,Promised a Miracle,VHS,unmatched,no UPCMDB records for this imdb_id
the-score-vhs-rental-thriller,The Score,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
baby-boom-vhs-rental-comedy,Baby Boom,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
criminal-law-vhs-rental-thriller,Criminal Law,VHS,unmatched,no UPCMDB records for this imdb_id
mr-love-vhs-rental-drama,Mr. Love,VHS,unmatched,no UPCMDB records for this imdb_id
beautiful-vhs-rental-comedy,Beautiful,VHS,unmatched,TMDB has no imdb_id for this title
mom-can-i-keep-him-vhs-rental-kids-family,"Mom, Can I Keep Him?",VHS,unmatched,no TMDB match
rebound-vhs-rental-comedy,Rebound,VHS,unmatched,no UPCMDB records for this imdb_id
daryl-vhs-rental-kids-family,D.A.R.Y.L.,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
count-of-monte-cristo-vhs-rental-drama,Count of Monte Cristo,VHS,ambiguous,ambiguous TMDB match
city-of-industry-vhs-rental-thriller,City of Industry,VHS,unmatched,no UPCMDB records for this imdb_id
babe-pig-in-the-city-vhs-rental-kids-family,Babe Pig in the City,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
absent-minded-professor-vhs-rental-kids-family,Absent Minded Professor,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
city-boy-vhs-rental-drama,City Boy,VHS,unmatched,no UPCMDB records for this imdb_id
the-rage-carrie-2-vhs-rental-horror,The Rage: Carrie 2,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
all-about-my-mother-vhs-rental-foreign,All About My Mother,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
wing-commander-vhs-rental-sci-fi,Wing Commander,VHS,unmatched,no UPCMDB records for this imdb_id
gangster-world-vhs-rental-sci-fi,Gangster World,VHS,ambiguous,ambiguous TMDB match
