Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
autumn-in-new-york-vhs,Autumn in New York,"<p>Will Keane, a New York restaurateur, infamous verging-on-50 playboy, acts as the master of the no-commitment seduction until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21-year-old free spirit yearning to get out and taste the excitement of adult life.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17222138,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_b5100704-1ff2-4673-8204-28d84a1e387e.jpg?v=1783609747,1,,false,,,,,,,,,,,,,
french-kiss-vhs,French Kiss,"<p>When Kate (Meg Ryan) learns that her fiance, Charlie (Timothy Hutton), has become smitten with a young Parisian woman, she boards a plane for France. She is seated next to Luc (Kevin Kline), a small-time crook who uses her to smuggle a stolen necklace, leading Luc to the hotel where she's staying to confront Charlie. As Kate and Luc get to know each other, their sarcastic rapport grows warmer, and Kate must decide where her heart truly lies as Charlie tries to win her back.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17156602,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_7f464888-82d4-4db8-bc46-6e60ed3e2ac7.jpg?v=1783609745,1,,false,,,,,,,,,,,,,
my-big-fat-greek-wedding-vhs,My Big Fat Greek Wedding,"<p>Everyone in the Portokalos family worries about Toula (Nia Vardalos). Still unmarried at 30 years old, she works at Dancing Zorba's, the Greek restaurant owned by her parents, Gus (Michael Constantine) and Maria (Lainie Kazan). After taking a job at her aunt's travel agency, she falls in love with Ian Miller (John Corbett), a teacher who is tall, handsome and definitely not Greek. Toula isn't sure which will be more upsetting to her father, that Ian is a foreigner or that he's a vegetarian.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17091066,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_40c17b24-f9ec-41c6-a87b-72d75f042e37.jpg?v=1783609744,1,,false,,,,,,,,,,,,,
iq-vhs,I.Q.,"<p>Catherine Boyd (Meg Ryan) is a highly intelligent doctoral student at Princeton University and is engaged to stuffy Professor James Moreland (Stephen Fry). Ed Walters (Tim Robbins), a mechanic and all-around regular guy, falls for Catherine and searches for a way to impress her. Believing that the key to Catherine's heart is his IQ, Ed passes himself off as a physicist with the help of Catherine's uncle, who just happens to be Albert Einstein (Walter Matthau).</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17058298,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_0693ce4e-7b83-46c2-b967-85dfeb09b2d9.jpg?v=1783609742,1,,false,,,,,,,,,,,,,
tip-toes-vhs,Tip Toes,"<p>Carol falls in love with Steven without knowing much about him. When Carol finds herself pregnant it forces Steven to expose a secret. Steven happens to be the only average-sized person in a family of dwarfs, including his twin brother Rolfe.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16992762,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_cd7bd066-51f5-444b-a55e-1147250d18b7.jpg?v=1783609741,1,,false,,,,,,,,,,,,,
down-with-love-vhs,Down With Love,"<p>It's 1962, and feminist Barbara Novak (Renée Zellweger) pens a best-selling book that details the drawbacks of love. She encourages women to forgo serious relationships with men in favor of independence, workplace achievements and satisfying sex. Despite her success, many men are taken aback by her progressive views, including slick writer Catcher Block (Ewan McGregor), who decides to expose Barbara as a fraud by making her fall in love with him. However, his plan has unexpected consequences.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16959994,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_ea6bd76c-7e7a-49fc-8a8d-910002e6fd28.jpg?v=1783609740,1,,false,,,,,,,,,,,,,
evereyone-says-i-love-you-vhs-rent,Everyone Says I Love You,"<p>The daughter of wealthy Manhattanites Joe (Woody Allen) and Steffi (Goldie Hawn), D.J. (Natasha Lyonne) has to contend with her extended family after her parents' divorce. The entire clan is abuzz about the impending wedding of her half-sister, Skylar (Drew Barrymore), and her fiancé, Holden (Edward Norton). However, when gruff former criminal Charlie (Tim Roth) enters the picture, things take an unexpected turn. Meanwhile, the lovelorn Joe pursues the beautiful Von (Julia Roberts) in Europe.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16730618,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Everyone_Says_I_Love_You_Poster.jpg?v=1783609738,1,,false,,,,,,,,,,,,,
woman-on-top-vhs,Woman on Top,"<p>Set to the intoxicating rhythms of Brazil, Woman on Top is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16697850,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_0eae9279-c246-4e12-9bed-d6bc56bb25da.jpg?v=1783609736,1,,false,,,,,,,,,,,,,
touch-and-go-vhs,Touch and Go,"<p>A professional hockey player, Bobby Barbato makes an unexpected turn in his life when a gang of young thugs tries to rob him. Bobby manages to scare them off, but not before nabbing one of the troublemakers, Louis DeLeon. Bobby decides to give the kid a ride home and meets his single mother, Denise. Despite their differences, Bobby begins a romance with Denise and slowly earns the respect of Louis.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16665082,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_22af2577-b93b-4361-9b9c-63be7c66b9bf.jpg?v=1783609735,1,,false,,,,,,,,,,,,,
the-bacheor-vhs,The Bacheor,"<p>Jimmie (Chris O'Donnell) and Anne (Renée Zellweger) are in a committed relationship, but the pressure is mounting on Jimmie to propose. Rather than lose Anne, Jimmie decides to ask for her hand in marriage. But when he delivers a lackluster speech to her, Anne turns him down. Jimmie soon finds out that he has one day to find a woman and marry her; otherwise he will lose out on his hefty inheritance. What ensues is a crazed search through Jimmie's past to find a suitable bride.</p>",VHS,,,"Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,16632314,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Bachelorposter1999.jpg?v=1783609733,1,,false,,,,,,,,,,,,,
