Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
along-came-a-spider-vhs-floor-sale-thriller,Along Came A Spider,,VHS,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,68641530,,,,false,,,,,,,,,,lb,,,active
against-the-wall-vhs-rental-drama,Against the Wall,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,81116922,,,,false,,,,,,,,,,lb,,,active
a-thin-line-between-vhs-rental-drama,A Thin Line Between,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43421946,,,,false,,,,,,,,,,lb,,,active
84-charing-cross-road-vhs-rental-drama,84 Charing Cross Road,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17418234,,,,false,,,,,,,,,,lb,,,active
adventures-in-babysitting-dvd-rental-comedy,Adventures in Babysitting,,DVD,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,00600826,,,,false,,,,,,,,,,lb,,,active
7-soles-dvd-rental-horror,7 Soles,,DVD,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,70888442,,,,false,,,,,,,,,,lb,,,active
all-in-dvd-floor-sale-drama,All In,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,20827130,,,,false,,,,,,,,,,,,,
almost-famous-dvd-floor-sale-drama,Almost Famous,,DVD,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,86845946,,,,false,,,,,,,,,,,,,
all-dogs-go-to-heaven-vhs-8,All Dogs Go to Heaven,<p>8</p>,VHS,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,21819642,,,,false,,,,,,,,,,,,,
along-came-a-spider-vhs-rental-thriller,Along Came a Spider,,VHS,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,18575610,,,,false,,,,,,,,,,,,,
