Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
transformers-4-movie-collection-bluray-floor-sale-action,Transformers 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,93325818,,,,action
triple-feature-v-for-vendetta-bluray-floor-sale-action,Triple Feature: V for Vendetta +,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,10752506,,,,action
suspence-collection-dvd-floor-sale-thriller,Suspense Collection,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,11.00,10719738,,,,thriller
star-trek-2-disc-special-edition-bluray-floor-sale-sci-fi,Star Trek: 2 Disc Special Edition,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,7.00,10654202,,,,sci-fi
untracable-dvd-floor-sale-thriller,Untracable,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,74380026,,,,thriller
whiskey-tango-fox-trot-bluray-floor-sale-comedy,Whiskey Tango Fox Trot,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,73265914,,,,comedy
the-wolf-of-wallstreet-bluray-floor-sale-4k-drama,The Wolf of Wallstreet,,4K,Media > Videos,"Floor Sale, 4K, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,10.00,73167610,,,,drama
tron-legacy-tron-the-original-classic-bluray-floor-sale-sci-fi,Tron Legacy / Tron: The Original Classic,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,11.00,67359738,,,,sci-fi
x-men-dark-pheonix-bluray-floor-sale-4k-action,X-Men: Dark Pheonix,,4K,Media > Videos,"Floor Sale, 4K, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,67130362,,,,action
x-men-apocolypse-bluray-floor-sale-action,X-Men: Apocolypse,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,66966522,,,,action
dragon-tattoo-trilogy-dvd-floor-sale-thriller,Dragon Tattoo Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,13.00,34526202,,,,thriller
hannibal-lecter-2-pack-dvd-floor-sale-horror,Hannibal Lecter 2 Pack,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,8.00,33969146,,,,horror
hercules-live-action-extended-bluray-floor-sale-action,Hercules (Live Action) Extended,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,33903610,,,,action
the-hunstman-bluray-floor-sale-fantasy,The Hunstman,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,6.00,33313786,,,,fantasy
star-wars-iv-v-vi-bluray-floor-sale-sci-fi,"Star Wars: IV, V, VI",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,16.00,28783866,,,,sci-fi
the-legend-of-korra-dvd-floor-sale-kids-family,The Legend of Korra,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,28390650,,,,kids-family
where-the-wild-things-are-the-neverending-story-bluray-floor-sale-kids-family,Where the Wild Things Are / The Neverending Story,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,11.00,28128506,,,,kids-family
harry-potter-complete-8-film-collection-bluray-floor-sale-kids-family,Harry Potter: Complete 8-Film Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,42.00,76879354,,,,kids-family
kill-bill-volume-1-2-bluray-floor-sale-action,Kill Bill: Volume 1 & 2,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,75077114,,,,action
indiana-jones-the-complete-adventures-bluray-floor-sale-action,Indiana Jones: The Complete Adventures,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,22.00,74978810,,,,action
