Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
beauty-and-the-beast-live-action-bluray,Beauty and the Beast (Live Action),,Blu-Ray,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43275002,,,,false,,,,,,,,,,lb,,,active
21-jump-street-bluray-fs,21 Jump Street,,Blu-Ray,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43242234,,,,false,,,,,,,,,,lb,,,active
the-40-year-old-virgin-bluray-fs,The 40 Year Old Virgin,,Blu-Ray,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,43209466,,,,false,,,,,,,,,,lb,,,active
things-change-vhs,Things Change,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,33706746,,,,false,,,,,,,,,,lb,,,active
winners-take-all-vhs,Winners Take All,,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,33641210,,,,false,,,,,,,,,,lb,,,active
class-act-vhs,Class Act,,VHS,Uncategorized,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,2,deny,manual,6.00,,true,true,,,,,33608442,,,,false,,,,,,,,,,lb,,,active
a-piece-of-the-action-vhs,A Piece of the Action,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,33575674,,,,false,,,,,,,,,,lb,,,active
twice-upon-a-yesterday-screener-vhs,Twice Upon a Yesterday (Screener),,VHS,,,"Floor Sale, Romatic Comedy",true,Genre,Romatic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,33542906,,,,false,,,,,,,,,,lb,,,active
strike-screener-vhs,Strike (Screener),,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,33444602,,,,false,,,,,,,,,,lb,,,active
matinee-vhs,Matinee,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,33411834,,,,false,,,,,,,,,,lb,,,active
boys-town-vhs,Boys Town,,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,33379066,,,,false,,,,,,,,,,lb,,,active
