title,creators,description,upc_isbn10,ean_isbn13,number_of_discs,ensemble,aspect_ratio,tags,notes,group,price,added,publisher,publish_date,length_of,copies,call_number,ddc,lcc,rating,review,review_created,status,began_date,completed_date
Eddington,,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",0810180991698,0810180991698,,,,"Blu-Ray, drama",,,0.00,,,,,1,92127482,,,,,,,,
Spawn,,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",0760137185536,0760137185536,,,,"4K, action",,,0.00,,,,,1,91963642,,,,,,,,
Rope,,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,0191329241080,0191329241080,,,,"4K, thriller",,,0.00,,,,,1,91898106,,,,,,,,
Super Mario Bros Movie,,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",0191329241516,0191329241516,,,,"4K, kids-family",,,0.00,,,,,1,91832570,,,,,,,,
One Battle After Another,,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",0883929838813,0883929838813,,,,"4K, drama",,,0.00,,,,,1,91767034,,,,,,,,
Oppenheimer,,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,0191329253120,0191329253120,,,,"4K, drama",,,0.00,,,,,1,91701498,,,,,,,,
Jaws,,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.",0191329134795,0191329134795,,,,"4K, horror",,,0.00,,,,,1,91504890,,,,,,,,
Lawrence of Arabia,,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",043396646827,0043396646827,,,,"4K, drama",,,0.00,,,,,1,91439354,,,,,,,,
1917,,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",191329125670,0191329125670,,,,"4K, action",,,0.00,,,,,1,91373818,,,,,,,,
The Big Lebowski,,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",0191329072837,0191329072837,,,,"4K, comedy",,,0.00,,,,,1,91242746,,,,,,,,
