Handle,Title,Vendor,Kind,Reason
fearless-bluray-rental-action,Fearless,Blu-Ray,ambiguous,ambiguous TMDB match
aviator-bluray-rental-drama,Aviator,Blu-Ray,unmatched,no UPCMDB records for this imdb_id
gunslingers-revenge-dvd-rental-action,Gunslingers Revenge,DVD,unmatched,no UPCMDB records for this imdb_id
criminal-dvd-rental-action,Criminal,DVD,ambiguous,ambiguous TMDB match
the-outsider-dvd-rental-action,The Outsider,DVD,unmatched,no UPCMDB records for this imdb_id
alvin-and-the-chipmunks-chip-wrecked-dvd-rental-kids-family,Alvin and the Chipmunks: Chip Wrecked,DVD,unmatched,no TMDB match
night-at-the-museum-secret-of-the-tomb-dvd-rental-kids-family,Night At The Museum: Secret of the Tomb,DVD,unmatched,no UPCMDB records for this imdb_id
dog-jack-dvd-rental-kids-family,Dog Jack,DVD,unmatched,no UPCMDB records for this imdb_id
catch-that-kid-dvd-rental-kids-family,Catch That Kid,DVD,unmatched,no UPCMDB records for this imdb_id
the-seeker-dvd-rental-kids-family,The Seeker,DVD,ambiguous,ambiguous TMDB match
nims-island-dvd-rental-kids-family,Nim's Island,DVD,unmatched,no UPCMDB records for this imdb_id
monster-hunter-dvd-rental-sci-fi,Monster Hunter,DVD,unmatched,no UPCMDB records for this imdb_id
skyline-dvd-rental-sci-fi,Skyline,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
the-scorpion-king-dvd-rental-fantasy,The Scorpion King,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
the-legend-of-hercules-dvd-rental-fantasy,The Legend of Hercules,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
vlack-x-mas-dvd-rental-horror,Black X-Mas,DVD,ambiguous,ambiguous TMDB match
hatchet-dvd-rental-horror,Hatchet,DVD,ambiguous,ambiguous TMDB match
hostel-dvd-rental-horror,Hostel,DVD,unmatched,no UPCMDB records for this imdb_id
my-bloody-valentine-april-fools-day-dvd-rental-horror,"My Bloody Valentine, April Fool's Day",DVD,unmatched,no TMDB match
hatchet-2-dvd-rental-horror,Hatchet 2,DVD,ambiguous,ambiguous TMDB match
erin-brockovich-vhs-rental-drama,Erin Brockovich,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
stepmom-vhs-rental-drama,Stepmom,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
field-of-dreams-vhs-rental-drama,Field of Dreams,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
miss-congeniality-vhs-rental-comedy,Miss Congeniality,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
white-vhs-rental-foreign,White,VHS,unmatched,no UPCMDB records for this imdb_id
blue-hawaii-vhs-rental-musical,Blue Hawaii,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
hold-that-ghost-vhs-rental-comedy,Hold That Ghost,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
suburban-commando-vhs-rental-comedy,Suburban Commando,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
shining-through-vhs-rental-drama,Shining Through,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
rain-man-vhs-rental-drama,Rain Man,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
along-came-a-spider-vhs-rental-thriller,Along Came a Spider,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-toy-vhs-rental-comedy,The Toy,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-nutty-professor-vhs-rental-comedy,The Nutty Professor,VHS,ambiguous,ambiguous TMDB match
brazil-vhs-rental-sci-fi,Brazil,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-perfect-murder-vhs-rental-thriller,A Perfect Murder,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dirty-dancing-vhs-rental-drama,Dirty Dancing,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-pit-and-the-pendulum-vhs-rental-horror,The Pit and the Pendulum,VHS,unmatched,no UPCMDB records for this imdb_id
city-of-angels-vhs-rental-drama,City of Angels,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
teenage-mutant-ninja-turtles-2-vhs-rental-kids-family,Teenage Mutant Ninja Turtles 2,VHS,ambiguous,ambiguous TMDB match
an-affair-to-remember-vhs-rental-drama,An Affair to Remember,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mclintock-vhs-rental-action,McLintock,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
shane-vhs-rental-action,Shane,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-blue-angel-vhs-rental-drama,The Blue Angel,VHS,ambiguous,ambiguous TMDB match
star-wars-episode-1-the-phantom-menace-vhs-rental-sci-fi,Star Wars Episode 1: The Phantom Menace,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
two-weeks-notice-vhs-rental-romantic-comedy,Two Weeks Notice,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
my-cousin-vinny-vhs-rental-comedy,My Cousin Vinny,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
austin-powers-international-man-of-mystery-vhs-rental-comedy,Austin Powers | International Man of Mystery,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
presumed-innocent-vhs-rental-thriller,Presumed Innocent,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
was-the-dog-vhs-rental-comedy,Was The Dog,VHS,ambiguous,ambiguous TMDB match
miami-vice-the-movie-vhs-rental-action,Miami Vice The Movie,VHS,ambiguous,ambiguous TMDB match
liar-liar-vhs-rental-comedy,Liar Liar,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
k-pax-vhs-rental-drama,K-Pax,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
legend-vhs-rental-fantasy,Legend,VHS,unmatched,no UPCMDB records for this imdb_id
that-thing-you-do-vhs-rental-drama,That Thing You Do,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
twister-vhs-rental-action,Twister,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-39-steps-vhs-rental-thriller,The 39 Steps,VHS,ambiguous,ambiguous TMDB match
donnie-brasco-vhs-rental-drama,Donnie Brasco,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
who-framed-roger-rabbit-vhs-rental-kids-family,Who Framed Roger Rabbit?,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
escanaba-in-da-moonlight-vhs-rental-comedy,Escanaba In Da Moonlight,VHS,unmatched,no UPCMDB records for this imdb_id
regarding-henry-vhs-rental-drama,Regarding Henry,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
amadeus-vhs-rental-drama,Amadeus,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
king-kong-vs-godzilla-vhs-rental-action,King Kong vs Godzilla,VHS,ambiguous,ambiguous TMDB match
meet-the-parents-vhs-rental-comedy,Meet the Parents,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
how-stella-got-her-groove-back-vhs-rental-romantic-comedy,How Stella Got Her Groove Back,VHS,unmatched,no UPCMDB records for this imdb_id
willow-vhs-rental-fantasy,Willow,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
ghost-vhs-rental-drama,Ghost,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
me-myself-irene-vhs-rental-comedy,"Me, Myself & Irene",VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
fast-times-at-ridgemont-high-vhs-rental-comedy,Fast Times at Ridgemont High,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
flashdance-vhs-rental-drama,Flashdance,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
an-officer-and-a-gentleman-vhs-rental-drama,An Officer and a Gentleman,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-fast-and-the-furious-vhs-rental-action,The Fast and the Furious,VHS,ambiguous,ambiguous TMDB match
star-wars-a-new-hope-vhs-rental-sci-fi,Star Wars a New Hope,VHS,ambiguous,ambiguous TMDB match
